match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves
11252731,home,New York Red Bulls,Ryan Meara,ryan-meara,R. Meara,G,18,192,24,M,224726,EUR,658627200,G,18,18,False,31.0,12.0,26.0,7.0,7.0,10.0,5.0,21.0,2.0,5.0,1.0,90.0,38.0,6.9,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252731,home,New York Red Bulls,Andres Reyes,andres-reyes,A. Reyes,D,4,191,213,M,931708,EUR,936748800,D,4,4,False,34.0,22.0,8.0,5.0,9.0,11.0,13.0,23.0,1.0,5.0,,45.0,46.0,7.3,12.0,0,3.0,1.0,7.0,1.0,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
11252731,home,New York Red Bulls,Hassan Ndam,hassan-ndam,H. Ndam,D,5,193,23,M,869841,EUR,909619200,D,98,98,False,30.0,21.0,2.0,,19.0,23.0,2.0,7.0,1.0,3.0,,90.0,35.0,6.7,9.0,0,7.0,6.0,10.0,2.0,,,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
11252731,home,New York Red Bulls,John Tolkin,john-tolkin,J. Tolkin,M,47,170,600,M,1015186,EUR,1028073600,D,47,47,False,39.0,28.0,11.0,2.0,20.0,22.0,8.0,17.0,5.0,2.0,,90.0,51.0,6.6,11.0,0,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11252731,home,New York Red Bulls,Cameron Harper,harper-cameron,C. Harper,M,17,176,88,M,1049502,EUR,1006128000,M,17,17,False,24.0,17.0,8.0,5.0,5.0,6.0,12.0,18.0,,2.0,,45.0,48.0,6.9,11.0,0,,3.0,6.0,,,,1.0,1.0,2.0,,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,
11252731,home,New York Red Bulls,Daniel Edelman,daniel-edelman,D. Edelman,M,24,173,147,M,1035648,EUR,1051488000,M,75,75,False,33.0,23.0,4.0,1.0,11.0,12.0,12.0,21.0,,3.0,,90.0,43.0,7.2,11.0,1,2.0,,5.0,,,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11252731,home,New York Red Bulls,Cristian Cásseres Jr.,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1387,M,878938,EUR,948326400,M,23,23,False,32.0,21.0,3.0,1.0,6.0,6.0,16.0,28.0,,5.0,,90.0,50.0,7.4,17.0,2,4.0,1.0,7.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,3.0,True,2.0,1.0,2.0,3.0,,,,,,,,
11252731,home,New York Red Bulls,Peter Stroud,stroud-peter,P. Stroud,M,8,177,38,M,991579,EUR,1019520000,M,5,5,False,46.0,38.0,5.0,3.0,18.0,21.0,20.0,25.0,1.0,11.0,,90.0,66.0,7.2,13.0,0,1.0,7.0,11.0,2.0,,2.0,6.0,5.0,4.0,,1.0,4.0,,,,,1.0,,,,,1.0,,,,,,,,
11252731,home,New York Red Bulls,Omir Fernandez,omir-fernandez,O. Fernandez,M,22,170,75,M,974589,EUR,918432000,F,21,21,False,30.0,19.0,4.0,1.0,10.0,13.0,9.0,18.0,,4.0,,90.0,49.0,7.6,16.0,2,1.0,4.0,5.0,1.0,,2.0,,,2.0,,1.0,1.0,3.0,2.0,,,1.0,,1.0,,,1.0,2.0,1.0,,,,,,
11252731,home,New York Red Bulls,Tom Barlow,tom-barlow,T. Barlow,F,16,188,87,M,983727,EUR,805161600,F,74,74,False,13.0,8.0,,,5.0,6.0,4.0,9.0,1.0,2.0,,82.0,21.0,7.1,7.0,0,1.0,6.0,3.0,,1.0,,,,2.0,4.0,2.0,,,,,,1.0,,2.0,1.0,,1.0,,,1.0,,,,,
11252731,home,New York Red Bulls,Dru Yearwood,dru-yearwood,D. Yearwood,M,16,175,49,M,892078,EUR,950745600,F,16,16,False,16.0,7.0,3.0,,4.0,4.0,3.0,13.0,1.0,2.0,,79.0,32.0,6.7,15.0,1,,3.0,4.0,,,,4.0,3.0,,,1.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,
11252731,home,New York Red Bulls,Wikelman Carmona,wikelman-carmona,W. Carmona,M,19,168,419,M,1000446,EUR,1046044800,M,19,19,True,11.0,8.0,1.0,,5.0,6.0,3.0,5.0,,4.0,,45.0,24.0,6.8,5.0,1,,7.0,5.0,2.0,,2.0,,,2.0,3.0,1.0,1.0,3.0,3.0,,,,,,,,1.0,1.0,,,,,,,
11252731,home,New York Red Bulls,Cory Burke,cory-burke,C. Burke,F,99,191,82,M,884947,EUR,693878400,F,7,7,True,1.0,1.0,,,1.0,1.0,,,,,,25.0,11.0,6.6,5.0,2,,3.0,2.0,,,,2.0,1.0,,2.0,,1.0,,,2.0,,,,,,,3.0,,,,,,,,
11252731,home,New York Red Bulls,Dylan Nealis,dylan-nealis,D. Nealis,D,12,180,37,M,1017957,EUR,901756800,D,12,12,True,13.0,8.0,2.0,1.0,6.0,9.0,2.0,4.0,,3.0,,20.0,23.0,6.9,9.0,0,3.0,,4.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
11252731,home,New York Red Bulls,Amos Shapiro-Thompson,amos-shapiro-thompson,A. Shapiro-Thompson,M,77,173,7,M,1492154,EUR,947548800,M,77,77,True,1.0,1.0,,,,,1.0,1.0,,1.0,,11.0,4.0,6.7,1.0,0,,1.0,2.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,,Amos Shapiro-Thompson,,,,
11252731,home,New York Red Bulls,Elias Manoel,elias-manoel,E. Manoel,F,7,176,650,M,1066681,EUR,1007078400,F,11,11,True,,,,,,,,,,,,8.0,3.0,6.5,2.0,1,,4.0,,,,,,,,2.0,,2.0,,,,,,,,,,,1.0,,,Elias Manoel,,,,
11252731,home,New York Red Bulls,Carlos Coronel,carlos-coronel,C. Coronel,G,31,190,848,M,800150,EUR,851817600,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252731,home,New York Red Bulls,Ronald Donkor,donkor-ronald,R. Donkor,M,48,173,164,M,1491651,EUR,1100908800,M,48,48,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Ronald Donkor,,,,
11252731,away,DC United,Alex Bono,alex-bono,A. Bono,G,24,191,70,M,791598,EUR,767232000,G,24,24,False,50.0,34.0,25.0,10.0,32.0,35.0,2.0,15.0,1.0,13.0,1.0,90.0,60.0,6.9,16.0,0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,3.0
11252731,away,DC United,Hayden Sargis,sargis-hayden,H. Sargis,D,,183,6,M,983722,EUR,1020297600,D,30,30,False,48.0,32.0,12.0,4.0,22.0,29.0,10.0,19.0,,4.0,,90.0,60.0,6.4,18.0,0,1.0,3.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,
11252731,away,DC United,Brendan Hines-Ike,brendan-hines-ike,B. Hines-Ike,D,4,185,69,M,827994,EUR,786153600,D,4,4,False,41.0,36.0,5.0,2.0,32.0,34.0,4.0,7.0,4.0,5.0,,65.0,52.0,6.7,5.0,0,,2.0,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
11252731,away,DC United,Matai Akinmboni,matai-akinmboni,M. Akinmboni,D,45,191,393,M,1190712,EUR,1161043200,D,45,45,False,69.0,53.0,16.0,6.0,43.0,50.0,10.0,19.0,5.0,9.0,,90.0,85.0,6.9,17.0,0,2.0,5.0,3.0,,2.0,3.0,1.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,Matai Akinmboni,,,,
11252731,away,DC United,Cristián Dájome,cristian-dajome,C. Dájome,M,7,172,234,M,819038,EUR,757555200,M,12,12,False,14.0,5.0,3.0,1.0,2.0,3.0,3.0,13.0,1.0,,,84.0,35.0,6.5,15.0,0,1.0,8.0,6.0,,,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,,,1.0,,2.0,,,1.0,,,,,,,,
11252731,away,DC United,Christopher Durkin,christopher-durkin,C. Durkin,M,8,183,79,M,841725,EUR,949968000,M,8,8,False,41.0,32.0,7.0,1.0,18.0,21.0,15.0,21.0,,12.0,,90.0,53.0,6.2,13.0,0,,7.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,3.0,,,,,1.0,True,1.0,1.0,,1.0,,,,,,,,
11252731,away,DC United,Yamil Asad,yamil-asad,Y. Asad,M,32,178,136,M,323557,EUR,775267200,M,22,22,False,46.0,36.0,4.0,3.0,18.0,22.0,19.0,28.0,,5.0,,90.0,72.0,7.4,18.0,1,,8.0,11.0,2.0,1.0,,10.0,8.0,,1.0,,5.0,1.0,1.0,,,,,4.0,1.0,1.0,,,,,,,,,
11252731,away,DC United,Jackson Hopkins,jackson-hopkins,J. Hopkins,M,25,188,75,M,1131122,EUR,1088640000,M,25,25,False,36.0,19.0,8.0,2.0,5.0,10.0,15.0,29.0,,5.0,,90.0,49.0,6.0,21.0,1,,8.0,3.0,3.0,,,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,,,,3.0,1.0,,,,,,Jackson Hopkins,,,,
11252731,away,DC United,Jacob Greene,jacob-greene,J. Greene,D,22,170,18,,1025207,EUR,1048377600,M,33,33,False,46.0,32.0,3.0,1.0,22.0,31.0,11.0,16.0,1.0,5.0,,90.0,84.0,6.7,20.0,1,4.0,7.0,7.0,1.0,,6.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,1.0,,,,1.0,1.0,,1.0,,,,,,,,
11252731,away,DC United,Erik Hurtado,erik-hurtado,E. Hurtado,F,,175,9,,313996,EUR,658627200,F,9,9,False,11.0,7.0,,,4.0,5.0,3.0,6.0,,1.0,,65.0,18.0,6.6,7.0,1,1.0,7.0,3.0,,,,1.0,1.0,,3.0,2.0,2.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,
11252731,away,DC United,Kristian Fletcher,kristian-fletcher,K. Fletcher,F,27,183,96,M,1175563,EUR,1123286400,F,26,26,False,17.0,12.0,3.0,3.0,3.0,3.0,9.0,14.0,,,,90.0,27.0,6.5,10.0,0,,14.0,4.0,,,,,,1.0,7.0,5.0,1.0,4.0,3.0,,,,,,,,2.0,,,,Kristian Fletcher,,,,
11252731,away,DC United,Donovan Pines,donovan-pines,D. Pines,D,2,194,88,M,974359,EUR,889228800,D,23,23,True,16.0,10.0,1.0,1.0,9.0,13.0,1.0,3.0,1.0,3.0,,25.0,18.0,6.4,6.0,0,4.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11252731,away,DC United,Ruan,ruan,Ruan,D,2,174,157,M,868049,EUR,801705600,D,2,2,True,7.0,3.0,1.0,,2.0,5.0,1.0,2.0,2.0,1.0,,25.0,15.0,6.6,4.0,1,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
11252731,away,DC United,Lewis O'Brien,lewis-obrien,L. O'Brien,M,27,173,303,M,920936,EUR,908323200,M,17,17,True,6.0,4.0,2.0,1.0,3.0,4.0,1.0,2.0,,3.0,,11.0,9.0,6.7,2.0,0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11252731,away,DC United,Luis Zamudio,luis-zamudio,L. Zamudio,G,56,190,11,M,988985,EUR,898646400,G,50,50,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252731,away,DC United,Russell Canouse,russell-canouse,R. Canouse,M,,177,14,M,226804,EUR,802828800,M,6,6,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
