match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_wonContest,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_penaltyConceded,player_sofascoreId
14572736,home,Ferencváros TC,Dávid Gróf,david-grof,D. Gróf,G,99,193.0,261,M,21267,EUR,608774400,G,99,99,False,21.0,14.0,12.0,5.0,0.0,11.0,12.0,3.0,9.0,1.0,5.0,1.0,1.0,2.0,90.0,27.0,7.0,7.0,0.00649203,26.334842684687,3.0,4.2,1.89,0.6404,0,0.4282,0.06,0.0,-0.11,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572736,home,Ferencváros TC,Ibrahim Cissé,ibrahim-cisse,I. Cissé,D,27,185.0,841,M,603740,EUR,830995200,D,27,27,False,42.0,32.0,3.0,1.0,0.0,19.0,24.0,13.0,18.0,3.0,5.0,1.0,,,90.0,51.0,6.3,12.0,0.0111903,100.40499288156,16.0,61.74,9.135,,0,,0.09,0.09,-0.11,,True,4.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572736,home,Ferencváros TC,Toon Raemaekers,toon-raemaekers,T. Raemaekers,D,28,195.0,178,M,1006483,EUR,968457600,D,28,28,False,65.0,50.0,12.0,5.0,0.0,40.0,42.0,10.0,23.0,4.0,10.0,,,,90.0,82.0,6.6,15.0,0.0188574,129.54883827774,19.0,73.71,14.91,,1,,0.26,0.11,-0.11,,,4.0,3.0,6.0,1.0,,9.0,,4.0,,,,1.0,1.0,1.0,1.0,0.0552,1.0,-0.53,,,,,,,,,,,,,,,,,,
14572736,home,Ferencváros TC,Gábor Szalai,gabor-szalai,G. Szalai,D,22,191.0,351,M,1147932,EUR,960508800,D,22,22,False,40.0,33.0,6.0,2.0,0.0,12.0,13.0,21.0,27.0,7.0,2.0,,,,87.0,58.0,6.7,10.0,0.0084026,47.659359691035,8.0,26.565,9.03,,0,,0.13,0.02,-0.17,,,,2.0,3.0,,,5.0,,3.0,1.0,Gábor Szalai,,,5.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
14572736,home,Ferencváros TC,Cebrail Makreckis,cebrail-makreckis,C. Makreckis,D,25,180.0,372,M,991090,EUR,957916800,M,25,25,False,30.0,18.0,8.0,1.0,0.0,9.0,13.0,9.0,17.0,4.0,4.0,1.0,,,90.0,51.0,6.5,18.0,0.0578647,41.6941435127,5.0,16.38,18.69,,0,,0.25,0.14,0.13,,,4.0,,6.0,,2.0,2.0,,,,,,,2.0,1.0,1.0,,,,,2.0,1.0,1.0,19.583544214467,1.0,,,,,,,,,,,,
14572736,home,Ferencváros TC,Júlio Romão,julio-romao,J. Romão,M,66,193.0,1668,M,981624,EUR,891129600,M,66,66,False,55.0,43.0,8.0,,0.0,24.0,28.0,19.0,27.0,7.0,7.0,1.0,,,90.0,69.0,6.9,14.0,0.0215251,137.29150956809,21.0,39.795,22.155,,0,,0.0,0.16,0.22,,,,,3.0,,1.0,1.0,2.0,,2.0,,,,5.0,4.0,4.0,,2.0,,,,,1.0,25.311294415735,1.0,,,,,,,,,,,,
14572736,home,Ferencváros TC,Gabi Kanichowsky,gabi-kanikovski,G. Kanichowsky,M,36,165.0,361,M,856417,EUR,872380800,M,36,36,False,48.0,36.0,6.0,1.0,0.0,11.0,14.0,25.0,34.0,2.0,5.0,1.0,,,90.0,72.0,6.4,22.0,0.0533287,172.05255095254,23.0,40.215,13.44,,0,,0.25,0.19,-0.04,,,3.0,,7.0,1.0,1.0,1.0,,2.0,1.0,,,,1.0,1.0,,,2.0,,2.0,5.0,,,22.987546705147,2.0,,,,,,,,,,,,
14572736,home,Ferencváros TC,Cadu,cadu,Cadu,M,20,177.0,241,M,1032956,EUR,870998400,M,20,20,False,40.0,28.0,6.0,1.0,0.0,7.0,11.0,21.0,29.0,2.0,2.0,,,,90.0,59.0,6.1,18.0,0.199574,71.357362269779,11.0,25.2,13.755,,0,,-0.04,0.17,-0.09,,,2.0,,8.0,2.0,1.0,2.0,,,1.0,,,,1.0,,2.0,,1.0,,2.0,4.0,1.0,1.0,14.468661617441,1.0,,,,,,,,,,,,
14572736,home,Ferencváros TC,Jonathan Levi,jonathan-levi,J. Levi,M,10,185.0,215,M,858203,EUR,822355200,F,10,10,False,21.0,17.0,,,0.0,6.0,8.0,11.0,13.0,4.0,2.0,,,,73.0,36.0,6.8,9.0,0.0771278,66.67753793022,10.0,5.985,5.775,,4,,0.25,0.18,-0.06,,,1.0,,3.0,1.0,1.0,,,,2.0,,,1.0,3.0,1.0,1.0,0.2745,,-0.51,,3.0,,1.0,,,3.0,,,,,,,,,,,
14572736,home,Ferencváros TC,Kristoffer Zachariassen,kristoffer-zachariassen,K. Zachariassen,M,16,180.0,333,M,548312,EUR,759628800,F,16,16,False,22.0,14.0,1.0,,0.0,3.0,7.0,11.0,15.0,4.0,5.0,,,,90.0,44.0,6.6,17.0,0.111884,102.34753676735,9.0,51.555,30.345,,2,,0.32,0.1,-0.09,,,5.0,1.0,9.0,,2.0,,,2.0,5.0,,,,1.0,1.0,2.0,0.1866,2.0,0.03,2.0,2.0,,2.0,30.520038024223,1.0,2.0,1.0,1.0,,,,,,,,,
14572736,home,Ferencváros TC,Yusuf Bamidele,yusuf-bamidele,B. I. Yusuf,F,11,180.0,498,M,1020116,EUR,982800000,F,11,11,False,11.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,9.0,2.0,1.0,1.0,,,80.0,23.0,6.4,7.0,0.0130685,74.640327047487,6.0,48.3,31.71,,2,,-0.38,0.03,0.18,,,5.0,1.0,7.0,,,2.0,,,3.0,,,1.0,,,2.0,0.8687,,0.29,1.0,,,,33.310120083842,1.0,,,,1.0,1.0,0.9255,,,,,,
14572736,home,Ferencváros TC,Bence Ötvös,bence-otvos,B. Ötvös,D,23,182.0,251,M,852564,EUR,889747200,M,23,23,True,9.0,6.0,,,0.0,5.0,5.0,1.0,4.0,2.0,1.0,1.0,,,17.0,11.0,6.6,3.0,0.00107383,18.817895070218,2.0,12.6,12.39,,0,,0.02,0.03,-0.04,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572736,home,Ferencváros TC,Lenny Joseph,lenny-joseph,L. Joseph,F,75,183.0,633,M,1010126,EUR,971308800,F,75,75,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,10.0,6.0,6.6,1.0,0.0153176,12.386886654846,1.0,9.975,9.975,,1,,-0.08,0.11,0.0,,,1.0,1.0,3.0,,,,,,,,,,,,1.0,0.1022,,0.2,1.0,,,,12.386886654846,1.0,,,,1.0,,0.1508,1.0,,,,,
14572736,home,Ferencváros TC,Ádám Madarász,adam-madarasz,Á. Madarász,M,72,,118,M,2092374,EUR,1171584000,M,72,72,True,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,,2.0,,,,10.0,8.0,6.6,1.0,0.0941706,11.596920345825,2.0,3.885,2.1,,0,,0.13,0.01,-0.02,,,,,2.0,,,,,,,Ádám Madarász,,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
14572736,home,Ferencváros TC,Gergő Szécsi,gergo-szecsi,G. Szécsi,G,29,185.0,79,M,125936,EUR,602812800,G,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572736,home,Ferencváros TC,Zalán Tóth,zalan-toth,Z. Toth,G,82,,33,M,1487345,EUR,1113782400,G,82,82,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Zalán,Tóth,,,,,,,,,,,,,,,,,,,,,,,,,
14572736,home,Ferencváros TC,Csongor Lakatos,csongor-lakatos,C. Lakatos,M,71,,90,M,1487337,EUR,1143504000,M,71,71,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Csongor,Lakatos,,,,,,,,,,,,,,,,,,,,,,,,,
