match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_wasFouled,stat_keyPass,stat_interceptionWon,captain,stat_totalCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_accurateCross,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock
12512901,home,Sporting CP,Vladan Kovačević,vladan-kovacevic,V. Kovačević,G,1,191,1483,M,857997,EUR,892252800,G,13,13,False,13.0,9.0,6.0,2.0,0.0,7.0,9.0,2.0,4.0,3.0,2.0,90.0,16.0,6.5,4.0,0.00038752,0,-0.1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12512901,home,Sporting CP,Eduardo Quaresma,eduardo-quaresma,E. Quaresma,D,72,185,2167,M,989841,EUR,1015027200,D,72,72,False,80.0,76.0,1.0,,0.0,55.0,56.0,21.0,24.0,7.0,,90.0,93.0,7.0,8.0,0.0173628,1,,Eduardo,Quaresma,1.0,3.0,7.0,1.0,3.0,2.0,1.0,4.0,3.0,2.0,1.0,0.0401,,,,,,,,,,,,,,,,,,,,,
12512901,home,Sporting CP,Ousmane Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,99.0,90.0,3.0,1.0,0.0,77.0,82.0,13.0,17.0,6.0,,90.0,115.0,7.6,10.0,0.00853525,3,,Ousmane,Diomande,4.0,5.0,11.0,,,,3.0,6.0,4.0,,2.0,0.1803,ousdiomande,1.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,
12512901,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,73.0,69.0,4.0,4.0,0.0,45.0,47.0,24.0,26.0,6.0,,90.0,80.0,6.9,5.0,0.0182834,0,,Gonçalo,Inácio,1.0,2.0,2.0,1.0,,,,1.0,,,1.0,,goncaloinacio_25,,,,,,1.0,,,,,,,,,,,,,,
12512901,home,Sporting CP,Geovany Quenda,geovany-quenda,G. Quenda,M,7,172,12851,M,1403165,EUR,1177891200,M,57,57,False,39.0,33.0,5.0,1.0,0.0,14.0,15.0,19.0,24.0,4.0,,90.0,60.0,8.2,7.0,0.222761,1,,Geovany,Quenda,,,9.0,,5.0,5.0,1.0,4.0,3.0,1.0,,0.0362,GeoQuenda07,,,,1.0,,3.0,1.0,,,,,,,,,,,,,
12512901,home,Sporting CP,Morten Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,49.0,44.0,4.0,1.0,0.0,28.0,31.0,16.0,19.0,5.0,,76.0,56.0,7.2,6.0,0.0328945,0,,Morten,Hjulmand,,1.0,4.0,,,,,4.0,3.0,,1.0,,,,,,1.0,,2.0,1.0,True,1.0,,,,,,,,,,,
12512901,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,53.0,48.0,3.0,,0.0,25.0,26.0,23.0,27.0,8.0,,89.0,65.0,6.8,8.0,0.0517873,3,,Hidemasa,Morita,,3.0,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,,0.2924,,,1.0,,1.0,,2.0,,,,1.0,1.0,0.3583,,,,,,,,
12512901,home,Sporting CP,Geny Catamo,geny-catamo,G. Catamo,M,10,172,10919,M,1001140,EUR,980467200,M,21,21,False,39.0,31.0,1.0,,0.0,16.0,17.0,15.0,24.0,6.0,,76.0,72.0,6.9,19.0,0.0176467,2,,,,,6.0,3.0,,4.0,1.0,2.0,,,5.0,1.0,0.0634,,2.0,,,4.0,2.0,,1.0,,2.0,,,,,,,,,,,
12512901,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,29.0,23.0,2.0,1.0,0.0,9.0,10.0,14.0,19.0,1.0,,76.0,44.0,7.8,8.0,0.0311158,3,,Francisco,Trincão,,1.0,7.0,1.0,2.0,2.0,,2.0,2.0,1.0,,0.1975,trincao,,,1.0,1.0,3.0,3.0,,,,,1.0,0.1364,2.0,,,,,,,
12512901,home,Sporting CP,Viktor Gyökeres,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,9,9,False,19.0,15.0,,,1.0,3.0,3.0,12.0,17.0,3.0,,90.0,42.0,7.9,17.0,0.362985,5,,,,,10.0,5.0,2.0,7.0,1.0,1.0,,,4.0,,1.0203,VGyökeres,2.0,,1.0,,4.0,3.0,,,1.0,1.0,2.0,1.2061,2.0,1.0,1.0,,,,,
12512901,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,8,8,False,34.0,25.0,5.0,3.0,0.0,9.0,9.0,18.0,31.0,5.0,,65.0,63.0,8.7,22.0,0.214693,5,,,,,7.0,5.0,,7.0,2.0,1.0,2.0,,4.0,2.0,0.7187,pedroogoncalves28,,,,,1.0,4.0,1.0,,6.0,,2.0,0.5236,2.0,,2.0,2.0,,,,
