match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_duelLost,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_dispossessed,stat_goals,captain,stat_errorLeadToAShot,stat_goodHighClaim,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId
10570040,home,Tranmere Rovers,Mateusz Hewelt,Mateusz,Hewelt,mateusz-hewelt,M. Hewelt,G,185.0,39,M,798951,EUR,843436800.0,G,23,23,False,37.0,11.0,37.0,11.0,3.0,11.0,34.0,11.0,3.0,3.0,1.0,1.0,90.0,41.0,6.5,26.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570040,home,Tranmere Rovers,Josh Dacres-Cogley,,,josh-dacres-cogley,J. Dacres-Cogley,M,174.0,26,M,845903,EUR,826588800.0,D,2,2,False,31.0,18.0,5.0,,13.0,12.0,19.0,4.0,,,,,90.0,65.0,7.7,28.0,0,2,1.0,7.0,1.0,1.0,4.0,7.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
10570040,home,Tranmere Rovers,Neill Byrne,,,neill-byrne,N. Byrne,D,190.0,30,M,184687,EUR,728611200.0,D,19,19,False,24.0,12.0,8.0,3.0,16.0,4.0,8.0,3.0,,,,,90.0,32.0,6.7,13.0,0,12,,8.0,,,4.0,6.0,,,,1.0,1.0,2.0,2.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,,,
10570040,home,Tranmere Rovers,Jordan Turnbull,Jordan,Turnbull,jordan-turnbull,J. Turnbull,D,185.0,15,M,329433,EUR,783475200.0,D,14,14,False,20.0,14.0,4.0,1.0,13.0,2.0,7.0,5.0,,,,,90.0,34.0,6.9,7.0,2,4,,12.0,,,3.0,3.0,,,,4.0,1.0,3.0,,,1.0,,,3.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10570040,home,Tranmere Rovers,Kyle Jameson,,,kyle-jameson,K. Jameson,D,183.0,10,M,920382,EUR,905472000.0,D,18,18,False,5.0,3.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,,70.0,16.0,7.0,4.0,1,12,,2.0,1.0,,,3.0,,,,,2.0,2.0,2.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,
10570040,home,Tranmere Rovers,Ethan Bristow,Ethan Bristow,,ethan-bristow,E. Bristow,D,179.0,12,M,1064385,EUR,1006819200.0,D,3,3,False,17.0,5.0,6.0,1.0,7.0,2.0,14.0,5.0,,,,,90.0,37.0,5.9,21.0,0,23,,3.0,4.0,,1.0,1.0,,,,1.0,,2.0,,,,,,4.0,6.0,1.0,1.0,,,,,,,,,,,
10570040,home,Tranmere Rovers,Lee O'Connor,,,oconnor-lee,L. O'Connor,D,185.0,73,M,880223,EUR,964742400.0,M,4,4,False,26.0,18.0,4.0,1.0,12.0,8.0,16.0,6.0,,,,,90.0,42.0,6.9,11.0,0,22,,10.0,2.0,,,3.0,1.0,1.0,,3.0,,2.0,2.0,1.0,,,1.0,2.0,3.0,,,,,,1.0,,,,,,,
10570040,home,Tranmere Rovers,Jon Nolan,,,jon-nolan,J. Nolan,M,175.0,4,,176593,EUR,703900800.0,M,16,16,False,13.0,10.0,,,6.0,6.0,7.0,3.0,,,,,58.0,18.0,6.2,6.0,0,,,4.0,,,,1.0,,,,,,,1.0,,1.0,,,,5.0,2.0,2.0,,,,1.0,,,,,,,
10570040,home,Tranmere Rovers,Reece McAlear,,,reece-mcalear,R. McAlear,M,185.0,12,M,944183,EUR,1013472000.0,M,8,8,False,25.0,15.0,5.0,1.0,7.0,10.0,23.0,5.0,,,,,90.0,41.0,6.9,16.0,0,42,,7.0,5.0,2.0,1.0,6.0,3.0,2.0,,1.0,,,3.0,2.0,2.0,,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,
10570040,home,Tranmere Rovers,Elliott Nevitt,Elliott Nevitt,,elliott-nevitt,E. Nevitt,F,,20,M,1128465,EUR,827712000.0,F,20,20,False,10.0,4.0,,,3.0,3.0,7.0,,,,,,90.0,20.0,7.2,9.0,2,24,,1.0,,,3.0,4.0,,,,,,,1.0,1.0,2.0,,,3.0,4.0,,,,2.0,3.0,1.0,1.0,,,,,,
