match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_totalContest,stat_wonContest,captain,stat_onTargetScoringAttempt,stat_goalAssist,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_bigChanceCreated
11360028,home,SSV Jahn Regensburg,Elias Huth,,,huth-elias,E. Huth,F,9,185,36,M,840348,EUR,855532800,F,29,29,False,15.0,8.0,1.0,,2.0,2.0,6.0,13.0,,5.0,,,,,90.0,31.0,6.9,9.0,1,,9.0,11.0,,1.0,,4.0,3.0,5.0,3.0,,,,2.0,1.0,4.0,,1.0,,,,1.0,,,,1.0,,,
11360028,home,SSV Jahn Regensburg,Eric Hottmann,Eric,Hottmann,hottmann-eric,E. Hottmann,F,21,186,21,M,880226,EUR,949968000,F,9,9,True,8.0,2.0,,,1.0,2.0,1.0,6.0,,3.0,,,,,25.0,11.0,6.8,6.0,1,,4.0,5.0,,,,,1.0,3.0,5.0,1.0,,,,,,,,,,,,,,,,,,
11360028,home,SSV Jahn Regensburg,Agyemang Diawusie,,,agyemang-diawusie,A. Diawusie,M,,183,40,,827244,EUR,887241600,F,24,24,True,5.0,3.0,,,,1.0,3.0,5.0,,,,,,,14.0,8.0,6.7,3.0,0,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
11360028,home,SSV Jahn Regensburg,Niclas Anspach,,,anspach-niclas,N. Anspach,M,,179,4,M,975584,EUR,964224000,F,18,18,True,2.0,2.0,,,,,2.0,2.0,,,,,,,11.0,6.0,6.7,1.0,1,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,
11360028,home,SSV Jahn Regensburg,Noel Eichinger,Noel,Eichinger,eichinger-noel,N. Eichinger,M,11,183,16,M,1392001,EUR,996710400,F,22,22,True,3.0,3.0,,,,,3.0,4.0,,1.0,,,,,10.0,8.0,6.5,3.0,1,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,1.0,,,
11360028,home,SSV Jahn Regensburg,Alexander Weidinger,Alexander,Weidinger,alexander-weidinger,A. Weidinger,G,32,197,6,M,875495,EUR,866592000,G,32,32,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360028,home,SSV Jahn Regensburg,Leopold Wurm,Leopold,Wurm,wurm-leopold,L. Wurm,D,37,194,163,M,1516394,EUR,1142899200,D,37,37,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360028,home,SSV Jahn Regensburg,Oscar Schönfelder,Oscar,Schönfelder,oscar-schonfelder,O. Schönfelder,D,7,181,16,M,1006389,EUR,981331200,F,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360028,home,SSV Jahn Regensburg,Tobias Eisenhuth,,,tobias-eisenhuth,T. Eisenhuth,M,6,183,10,M,990388,EUR,1001030400,M,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360028,home,SSV Jahn Regensburg,Jannik Graf,Jannik Graf,,jannik-graf,J. Graf,F,29,180,5,M,1468040,EUR,1101686400,F,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Dominik Reimann,,,dominik-reimann,D. Reimann,G,1,185,108,M,352556,EUR,866592000,G,1,1,False,103.0,94.0,29.0,20.0,86.0,88.0,8.0,15.0,1.0,13.0,3.0,4.0,,,90.0,119.0,8.0,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
11360028,away,1. FC Magdeburg,Herbert Bockhorn,,,herbert-bockhorn,H. Bockhorn,M,7,176,55,M,312986,EUR,791510400,D,7,7,False,21.0,13.0,2.0,1.0,8.0,9.0,5.0,12.0,,4.0,,,,,64.0,35.0,6.4,13.0,0,,2.0,1.0,,,,,,2.0,1.0,,,,,4.0,,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Daniel Heber,,,daniel-heber,D. Heber,D,15,182,45,M,254409,EUR,773280000,D,15,15,False,86.0,70.0,7.0,2.0,53.0,59.0,17.0,27.0,5.0,4.0,,,,,90.0,106.0,7.2,17.0,0,,8.0,15.0,,,1.0,1.0,2.0,6.0,7.0,,,1.0,1.0,1.0,7.0,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Andi Hoti,,,andi-hoti,A. Hoti,D,4,191,164,M,1000541,EUR,1046563200,D,3,3,False,77.0,72.0,3.0,1.0,65.0,69.0,7.0,8.0,4.0,4.0,,,,,73.0,82.0,6.4,5.0,0,,2.0,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Leon Bell Bell,,,leon-bell-bell,L. B. Bell,M,19,176,55,M,807418,EUR,841968000,D,19,19,False,47.0,39.0,2.0,,16.0,20.0,23.0,27.0,1.0,7.0,,,,,90.0,70.0,6.8,16.0,1,,5.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,2.0,2.0,,1.0,1.0,,,1.0,,,,,,,
11360028,away,1. FC Magdeburg,Amara Condé,,,amara-conde,A. Condé,M,6,173,86,M,817978,EUR,852508800,M,29,29,False,36.0,31.0,2.0,2.0,15.0,17.0,16.0,19.0,,2.0,,,,,90.0,45.0,7.6,9.0,1,,2.0,3.0,,1.0,,2.0,,,,,,,,2.0,1.0,,3.0,1.0,,True,1.0,1.0,,,,,,1.0
11360028,away,1. FC Magdeburg,Silas Gnaka,,,silas-gnaka,S. Gnaka,M,25,179,148,M,867399,EUR,913939200,M,25,25,False,42.0,39.0,2.0,1.0,22.0,23.0,17.0,19.0,4.0,6.0,,,,,90.0,60.0,7.2,6.0,0,,6.0,8.0,,1.0,,3.0,1.0,4.0,1.0,,,1.0,2.0,2.0,1.0,,,3.0,3.0,,,,,,,,,
11360028,away,1. FC Magdeburg,Jean Hugonet,,,jean-hugonet,J. Hugonet,D,24,186,98,M,989420,EUR,943401600,M,24,24,False,41.0,31.0,4.0,1.0,19.0,24.0,12.0,17.0,2.0,6.0,,,,,82.0,63.0,6.9,14.0,1,,13.0,5.0,,2.0,1.0,2.0,6.0,4.0,2.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,
11360028,away,1. FC Magdeburg,Jason Ceka,,,jason-ceka,J. Ceka,F,7,169,97,M,877798,EUR,942192000,F,10,10,False,18.0,15.0,2.0,1.0,5.0,5.0,11.0,15.0,,2.0,,,,,64.0,32.0,7.2,6.0,1,2.0,2.0,5.0,,,,1.0,,,,1.0,,,1.0,,3.0,1.0,1.0,3.0,1.0,,,1.0,,,,,,
11360028,away,1. FC Magdeburg,Jan Luca Schuler,,,jan-luca-schuler,J. L. Schuler,F,18,188,242,M,910241,EUR,922060800,F,26,26,False,11.0,8.0,,,6.0,6.0,2.0,5.0,3.0,2.0,,,,,90.0,23.0,7.2,6.0,2,,11.0,3.0,,,,,4.0,7.0,1.0,,1.0,,,3.0,2.0,,,,,,1.0,,1.0,,,,,
11360028,away,1. FC Magdeburg,Barış Atik,,,baris-atik,B. Atik,F,23,169,372,M,229858,EUR,789609600,F,23,23,False,55.0,45.0,5.0,,17.0,20.0,28.0,36.0,,1.0,,,,,82.0,75.0,6.9,17.0,1,1.0,4.0,4.0,,1.0,1.0,,1.0,,,,1.0,,,2.0,2.0,,2.0,4.0,2.0,,,,,,,,,
11360028,away,1. FC Magdeburg,Mo El Hankouri,,,mo-el-hankouri,M. E. Hankouri,M,27,176,383,M,845199,EUR,867715200,F,11,11,True,16.0,14.0,,,7.0,7.0,7.0,10.0,2.0,,,,,,26.0,24.0,6.9,3.0,0,1.0,,4.0,,,,1.0,,,1.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,
11360028,away,1. FC Magdeburg,Tatsuya Ito,,,tatsuya-ito,T. Ito,M,17,166,425,M,842171,EUR,867283200,F,37,37,True,11.0,8.0,1.0,,3.0,3.0,5.0,8.0,,1.0,,,,,26.0,15.0,6.7,4.0,0,,2.0,3.0,,,,,2.0,,,,,,,1.0,2.0,,,1.0,1.0,,,,,,,,,
11360028,away,1. FC Magdeburg,Jamie Lawrence,,,jamie-lawrence,J. Lawrence,D,5,200,261,M,997206,EUR,1036886400,D,5,5,True,16.0,10.0,3.0,,9.0,12.0,1.0,4.0,2.0,2.0,,,,,17.0,18.0,6.7,6.0,0,,,5.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Ahmet Arslan,,,ahmet-arslan,A. Arslan,M,70,179,113,M,265573,EUR,764985600,M,8,8,True,8.0,6.0,1.0,,1.0,1.0,5.0,7.0,,1.0,,,,,8.0,8.0,6.6,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Xavier Amaechi,,,xavier-amaechi,X. Amaechi,F,10,179,151,M,934231,EUR,978652800,F,20,20,True,6.0,6.0,,,,,6.0,6.0,,2.0,,,,,8.0,8.0,6.7,1.0,0,,1.0,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Julian Pollersbeck,Julian,Pollersbeck,julian-pollersbeck,J. Pollersbeck,G,23,195,89,M,271017,EUR,776995200,G,42,42,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Alexander Nollenberger,,,alexander-nollenberger,A. Nollenberger,M,17,180,57,M,857470,EUR,865296000,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360028,away,1. FC Magdeburg,Luc Castaignos,,,luc-castaignos,L. Castaignos,F,,188,60,M,91047,EUR,717552000,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
