match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine
10407820,home,Sint-Truidense VV,Daniel Schmidt,daniel-schmidt,D. Schmidt,G,1,196.0,258,M,997499,EUR,697075200,G,21,21,False,27.0,18.0,19.0,10.0,12.0,12.0,6.0,15.0,12.0,2.0,90.0,33.0,6.3,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Daiki Hashioka,daiki-hashioka,D. Hashioka,D,4,185.0,1039,M,897334,EUR,926899200,D,4,4,False,46.0,31.0,12.0,3.0,14.0,14.0,18.0,41.0,3.0,,90.0,75.0,6.5,26.0,2,,,9.0,1.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Matte Smets,smets-matte,M. Smets,D,6,184.0,963,M,1392905,EUR,1073174400,D,16,16,False,42.0,35.0,7.0,7.0,23.0,27.0,12.0,15.0,3.0,,90.0,58.0,7.6,8.0,1,,,,,,3.0,,6.0,,,,2.0,,1.0,,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Jorge Teixeira,jorge-teixeira,J. Teixeira,D,5,188.0,34,M,58826,EUR,525484800,D,26,26,False,38.0,34.0,13.0,9.0,21.0,21.0,13.0,17.0,5.0,,90.0,51.0,7.3,5.0,0,,,,,2.0,1.0,4.0,5.0,,,,3.0,2.0,1.0,2.0,,3.0,,5.0,1.0,True,,,,,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Robert Bauer,robert-bauer,R. Bauer,D,,183.0,117,M,253871,EUR,797385600,D,20,20,False,21.0,14.0,7.0,3.0,6.0,8.0,8.0,13.0,5.0,,39.0,30.0,6.8,8.0,0,,,,,,1.0,1.0,2.0,,,,,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Eric Bocat,eric-bocat,E. Bocat,D,17,182.0,70,M,1017684,EUR,932083200,D,77,77,False,44.0,33.0,5.0,1.0,12.0,13.0,21.0,35.0,11.0,,90.0,75.0,7.1,23.0,1,,,4.0,,,,4.0,6.0,2.0,,,4.0,4.0,3.0,,1.0,1.0,,2.0,,,1.0,3.0,2.0,2.0,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Shinji Okazaki,shinji-okazaki,S. Okazaki,F,,174.0,435,M,19303,EUR,513993600,M,30,30,False,40.0,37.0,2.0,1.0,22.0,22.0,15.0,18.0,11.0,,90.0,58.0,7.0,8.0,0,,,,,,2.0,3.0,7.0,,,,2.0,1.0,3.0,2.0,,1.0,,2.0,3.0,,1.0,1.0,,1.0,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Mory Konate,mory-konate,M. Konate,M,8,191.0,1273,M,889927,EUR,753321600,M,6,6,False,43.0,35.0,7.0,7.0,24.0,27.0,11.0,16.0,7.0,,90.0,59.0,7.0,12.0,1,,,,,2.0,1.0,4.0,3.0,1.0,,1.0,1.0,,3.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Frank Boya,frank-boya,F. Boya,M,34,190.0,311,M,865796,EUR,836179200,M,27,27,False,33.0,27.0,5.0,2.0,8.0,12.0,19.0,23.0,4.0,,64.0,43.0,6.5,11.0,0,,,2.0,,,3.0,3.0,4.0,,,,1.0,1.0,2.0,2.0,,1.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,
10407820,home,Sint-Truidense VV,Daichi Hayashi,hayashi-daichi,D. Hayashi,F,9,178.0,201,M,991872,EUR,864345600,F,8,8,False,23.0,20.0,,,6.0,6.0,14.0,20.0,3.0,,84.0,32.0,7.3,9.0,0,,,3.0,,,,4.0,2.0,1.0,,,1.0,,2.0,3.0,,,,,1.0,,,,,3.0,1.0,1.0,,,,,,,,,
