match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,playerName,reason,rescinded,length,from,injury
11406879,FT,1.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11406879,,1.0,3.0,,90,4.0,,1,,,goal,178204753.0,False,regular,1017649.0,Matteo Cancellieri,,,,,,
11406879,,,,,90,3.0,,1,,,card,121136496.0,True,yellow,897594.0,Domagoj Bradarić,Domagoj Bradarić,Argument,False,,,
11406879,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,6.0,,
11406879,,1.0,2.0,,88,,,3,,,goal,178204653.0,False,penalty,139228.0,M'Baye Niang,,,,,penalty,
11406879,,,,,78,,,13,,,substitution,122402560.0,False,regular,,,,,,,,False
11406879,,,,,78,,,13,,,substitution,122402559.0,False,regular,,,,,,,,False
11406879,,,,,77,,,14,,,card,121136438.0,True,yellow,798002.0,Toma Bašić,Toma Bašić,Foul,False,,,
11406879,,,,,76,,,15,,,substitution,122402544.0,True,regular,,,,,,,,False
11406879,,,,,70,,,21,,,substitution,122402497.0,False,regular,,,,,,,,False
11406879,,,,,70,,,21,,,substitution,122402496.0,False,regular,,,,,,,,False
11406879,,1.0,1.0,,69,,,22,,,goal,178204164.0,True,regular,790817.0,Shon Weissman,,,,,,
11406879,,,,,59,,,32,,,substitution,122402436.0,True,regular,,,,,,,,False
11406879,,,,,59,,,32,,,substitution,122402417.0,True,regular,,,,,,,,False
11406879,,,,,46,,,45,,,substitution,122402354.0,True,regular,,,,,,,,False
11406879,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11406879,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,3.0,,
11406879,,,,,42,,,4,,,card,121136315.0,True,yellow,922928.0,Alessandro Zanoli,Alessandro Zanoli,Argument,False,,,
11406879,,,,,41,,,5,,,substitution,122402263.0,True,injury,,,,,,,,True
11406879,,0.0,1.0,,23,,,23,,,goal,178200868.0,False,ownGoal,922928.0,Alessandro Zanoli,,,,,owngoal,
11406879,,,,,21,,,25,,,card,121136260.0,False,yellow,849274.0,Youssef Maleh,Youssef Maleh,Foul,False,,,
11406879,,,,,-5,,,6,,,card,121136498.0,False,yellow,187121.0,Alberto Cerri,Alberto Cerri,Argument,False,,,
