match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_lastManTackle,stat_wasFouled,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_errorLeadToAShot
12436496,home,Newcastle United,Nick Pope,,,nick-pope,N. Pope,G,1,198,4628,M,npope29,162653,EUR,703641600,G,22,22,False,21.0,18.0,6.0,3.0,0.0,16.0,17.0,2.0,4.0,2.0,10.0,1.0,4.0,1.0,1.0,1.0,90.0,36.0,6.9,3.0,0.00045558,0,-0.9753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436496,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,,980634,EUR,1037059200,D,21,21,False,45.0,40.0,4.0,2.0,0.0,11.0,12.0,33.0,39.0,3.0,7.0,,,,,,90.0,76.0,6.9,14.0,0.156428,0,,6.0,4.0,1.0,5.0,5.0,3.0,3.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12436496,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,,101882,EUR,693187200,D,5,5,False,72.0,61.0,9.0,4.0,0.0,30.0,34.0,31.0,40.0,7.0,11.0,,,,,,90.0,93.0,7.1,13.0,0.03105,2,,2.0,,,4.0,1.0,,,,1.0,,,3.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0262,,,,,,,,,,,
12436496,home,Newcastle United,Lloyd Kelly,,,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,25,25,False,71.0,60.0,5.0,,0.0,35.0,36.0,25.0,35.0,1.0,7.0,,,,,,90.0,82.0,7.2,11.0,0.00572567,1,,,,2.0,1.0,6.0,,,,3.0,2.0,1.0,,,1.0,,2.0,,1.0,0.1723,1.0,1.0,,,,,,,,,
12436496,home,Newcastle United,Lewis Hall,Lewis Hall,,lewis-hall,L. Hall,D,3,179,4167,M,lewishall_10,1136730,EUR,1094601600,D,20,20,False,67.0,60.0,3.0,,0.0,32.0,34.0,30.0,39.0,2.0,7.0,,,,,,90.0,95.0,7.1,17.0,0.225665,3,,6.0,2.0,1.0,7.0,8.0,1.0,1.0,,6.0,4.0,2.0,3.0,2.0,2.0,1.0,,,,0.0828,,1.0,3.0,,,,,,,,
12436496,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,,866191,EUR,878169600,M,36,36,False,22.0,20.0,2.0,2.0,0.0,5.0,5.0,15.0,18.0,1.0,2.0,,,,,,57.0,32.0,6.7,6.0,0.00924153,1,,1.0,,2.0,5.0,4.0,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,0.0822,,1.0,,1.0,0.2249,,,,,,
12436496,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,BrunoGuimarães,866469,EUR,879638400,M,39,39,False,59.0,53.0,1.0,1.0,0.0,22.0,23.0,32.0,37.0,2.0,4.0,,,,,,84.0,74.0,7.4,9.0,0.134076,0,,1.0,1.0,1.0,7.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,,,,1.0,1.0,3.0,,,1.0,1.0,,,True,1.0,,,,
12436496,home,Newcastle United,Joe Willock,,,joe-willock,J. Willock,M,28,186,2651,M,,888550,EUR,935107200,M,28,28,False,11.0,9.0,,,0.0,2.0,2.0,7.0,9.0,1.0,2.0,,,,,,45.0,27.0,6.7,8.0,0.0391587,2,,,,,2.0,3.0,,3.0,1.0,2.0,1.0,,,,1.0,1.0,,,,0.1857,,,4.0,,,,,,,,
12436496,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,joelinton34,560128,EUR,839980800,F,7,7,False,30.0,23.0,,,0.0,4.0,5.0,20.0,27.0,,5.0,,,,,,69.0,45.0,6.7,13.0,0.045397,0,,2.0,1.0,,8.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,3.0,,,,1.0,,,,,,,,
12436496,home,Newcastle United,Alexander Isak,,,alexander-isak,A. Isak,F,9,193,100485,M,AlexIsak,823941,EUR,937872000,F,14,14,False,22.0,19.0,1.0,1.0,0.0,6.0,6.0,13.0,17.0,,1.0,,,,,,90.0,32.0,6.7,7.0,0.0275311,6,,1.0,,,4.0,,1.0,,,,,1.0,2.0,,4.0,2.0,,,1.0,0.6974,,,2.0,,,,,1.0,1.0,,
12436496,home,Newcastle United,Anthony Gordon,,,gordon-anthony,A. Gordon,F,10,183,15696,M,AGordon,914902,EUR,982972800,F,10,10,False,25.0,17.0,1.0,,0.0,1.0,3.0,17.0,24.0,,2.0,,,,,,68.0,36.0,6.5,11.0,0.122863,3,,2.0,1.0,,4.0,1.0,1.0,,,,,1.0,,2.0,1.0,1.0,,,1.0,0.4298,,1.0,1.0,1.0,0.2038,,,1.0,,,
12436496,home,Newcastle United,Harvey Barnes,,,harvey-barnes,H. Barnes,F,11,181,5550,M,,855647,EUR,881625600,M,11,11,True,20.0,17.0,,,0.0,2.0,2.0,16.0,23.0,,,,,,,,45.0,32.0,6.8,10.0,0.0515259,0,,5.0,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,
12436496,home,Newcastle United,Sandro Tonali,,,sandro-tonali,S. Tonali,M,8,181,14225,M,sandrotonali,892673,EUR,957744000,M,8,8,True,18.0,16.0,1.0,1.0,0.0,9.0,9.0,7.0,9.0,1.0,2.0,,,,,,33.0,23.0,6.6,5.0,0.00991587,0,,,,,3.0,1.0,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,
12436496,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,,113956,EUR,699148800,F,9,9,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,,22.0,4.0,6.5,1.0,0.00017981,0,,,,,3.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
