match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_fouls,stat_outfielderBlock,stat_totalOffside,stat_bigChanceMissed,stat_errorLeadToAShot
11352496,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,37.0,36.0,3.0,2.0,34.0,34.0,2.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,90.0,44.0,7.2,1.0,0.00049432,0,0.0964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352496,home,Liverpool,Trent Alexander-Arnold,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,88.0,69.0,19.0,12.0,22.0,24.0,52.0,78.0,2.0,8.0,,,,,90.0,131.0,9.1,35.0,0.419524,4,,14.0,5.0,1.0,2.0,8.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,0.2325,6.0,,,,,,,,,,,
11352496,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,106.0,94.0,8.0,4.0,34.0,39.0,60.0,67.0,,7.0,,,,,90.0,116.0,7.9,12.0,0.0297985,4,,,,2.0,2.0,5.0,,,,,,3.0,,,,2.0,2.0,,1.0,0.2539,1.0,,,2.0,1.0,0.1135,,,,,,
11352496,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,84.0,71.0,9.0,4.0,44.0,46.0,27.0,38.0,2.0,6.0,,,,,90.0,98.0,7.9,14.0,0.129685,3,,,,3.0,2.0,6.0,,,,,,,1.0,2.0,,3.0,1.0,,,0.078,1.0,,,,2.0,0.0915,True,2.0,,,,
11352496,home,Liverpool,Konstantinos Tsimikas,konstantinos-tsimikas,K. Tsimikas,D,12,178,16200,M,TK21,786259,EUR,831859200,D,21,21,False,31.0,25.0,4.0,,8.0,11.0,22.0,30.0,,6.0,,,,,90.0,67.0,7.7,16.0,0.208088,0,,10.0,5.0,,7.0,4.0,1.0,1.0,2.0,,,,,2.0,,3.0,3.0,2.0,1.0,,3.0,,,2.0,,,,1.0,1.0,,,
11352496,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,40.0,31.0,4.0,2.0,16.0,17.0,15.0,28.0,,1.0,,,,,61.0,55.0,7.0,15.0,0.0250766,1,,5.0,,,1.0,3.0,,,1.0,1.0,,1.0,,1.0,,2.0,1.0,1.0,,0.0243,,,,1.0,,,,,,,,
11352496,home,Liverpool,Wataru Endo,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,False,62.0,55.0,1.0,,26.0,28.0,29.0,35.0,,6.0,,,,,90.0,80.0,7.2,9.0,0.0720102,1,,1.0,,1.0,8.0,9.0,,,2.0,1.0,,,1.0,1.0,,4.0,2.0,,3.0,0.0422,,,,3.0,,,,4.0,,,,
11352496,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,23.0,20.0,,,4.0,4.0,16.0,19.0,,6.0,,,,,61.0,36.0,7.1,7.0,0.0254208,2,,,,1.0,5.0,4.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,1.0,1.0,0.4416,2.0,,,1.0,,,,2.0,,,,
11352496,home,Liverpool,Mohamed Salah,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,F,11,11,False,54.0,37.0,1.0,,3.0,4.0,34.0,51.0,,4.0,,,,,90.0,76.0,7.9,26.0,0.329425,6,,1.0,,,6.0,2.0,,2.0,2.0,1.0,,,2.0,,,1.0,,4.0,,0.3865,5.0,,,2.0,4.0,1.1861,,1.0,,1.0,,
11352496,home,Liverpool,Darwin Núñez,darwin-nunez,D. Núñez,F,7,188,70760,M,Darwin,924871,EUR,930182400,F,9,9,False,10.0,8.0,1.0,1.0,,,8.0,12.0,,2.0,,,,,78.0,22.0,7.0,6.0,0.349975,2,,2.0,,,4.0,2.0,,1.0,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,0.2383,4.0,,,2.0,,,,1.0,,3.0,,
