match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_keyPass,captain,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_penaltyConceded,stat_errorLeadToAGoal
12764147,home,PAOK,Dominik Kotarski,dominik-kotarski,D. Kotarski,G,1,188,2494,M,835678,EUR,950140800,G,42,42,False,27.0,11.0,20.0,4.0,0.0,7.0,7.0,4.0,20.0,1.0,1.0,3.0,7.0,4.0,4.0,2.0,90.0,39.0,7.8,16.0,0.00418074,0,1.6062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764147,home,PAOK,Jonny Otto,jonny-otto,J. Otto,D,17,175,564,M,235648,EUR,762652800,D,19,19,False,48.0,43.0,3.0,1.0,0.0,18.0,19.0,25.0,30.0,1.0,8.0,4.0,5.0,,,,90.0,78.0,7.3,10.0,0.0293156,0,,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12764147,home,PAOK,Tomasz Kędziora,tomasz-kedziora,T. Kędziora,D,16,184,1734,M,138595,EUR,771292800,D,16,16,False,26.0,22.0,5.0,2.0,0.0,15.0,15.0,7.0,11.0,2.0,3.0,14.0,2.0,,,,90.0,50.0,7.5,5.0,0.00154394,2,,,3.0,3.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,0.0925,,,,,,,,,,,,,,,,,,,,
12764147,home,PAOK,Ioannis Michailidis,ioannis-michailidis,I. Michailidis,D,5,188,643,M,947156,EUR,950832000,D,5,5,False,33.0,27.0,13.0,8.0,0.0,18.0,18.0,9.0,15.0,5.0,7.0,16.0,4.0,,,,90.0,53.0,7.8,7.0,0.374702,0,,,2.0,2.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764147,home,PAOK,Abdul Rahman Baba,abdul-baba-rahman,A. R. Baba,D,21,179,1358,M,239632,EUR,773107200,D,21,21,False,34.0,27.0,7.0,3.0,0.0,11.0,12.0,16.0,24.0,2.0,11.0,3.0,11.0,,,,90.0,68.0,7.5,18.0,0.021687,0,,2.0,2.0,8.0,2.0,3.0,1.0,1.0,,5.0,3.0,4.0,3.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
12764147,home,PAOK,Magomed Ozdoev,magomed-ozdoev,M. Ozdoev,M,27,184,813,M,121185,EUR,720921600,M,27,27,False,25.0,20.0,1.0,,0.0,10.0,11.0,10.0,14.0,4.0,4.0,3.0,3.0,,,,90.0,31.0,6.4,8.0,0.0585826,0,,,2.0,9.0,4.0,,,,,,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12764147,home,PAOK,Stefan Schwab,stefan-schwab,S. Schwab,M,22,183,393,M,48912,EUR,654393600,M,22,22,False,32.0,25.0,2.0,1.0,0.0,14.0,16.0,11.0,16.0,5.0,10.0,4.0,1.0,,,,90.0,51.0,8.5,8.0,0.00905456,5,,,,4.0,2.0,1.0,,1.0,,4.0,2.0,,1.0,1.0,,,1.0,2.0,0.9398,,1.0,True,1.0,2.0,1.0,1.0,1.0,0.7755,,,,,,,,,,,
12764147,home,PAOK,Kiril Despodov,kiril-despodov,K. Despodov,M,77,179,2486,M,226972,EUR,847670400,M,77,77,False,21.0,19.0,1.0,1.0,0.0,6.0,8.0,16.0,21.0,1.0,3.0,1.0,2.0,,,,84.0,39.0,7.3,8.0,0.175291,0,,8.0,2.0,5.0,,1.0,,1.0,,2.0,2.0,,,3.0,,,,,,,4.0,,,,,,,,3.0,,,,,,,,,,
12764147,home,PAOK,Giannis Konstantelias,konstantelias-giannis,G. Konstantelias,M,65,178,5460,M,1002007,EUR,1046822400,M,7,7,False,34.0,27.0,1.0,,0.0,10.0,10.0,17.0,24.0,,8.0,,3.0,,,,90.0,52.0,7.8,13.0,0.107773,2,,,,4.0,,6.0,5.0,,,,,2.0,3.0,1.0,,,1.0,,0.3981,3.0,2.0,,,1.0,,1.0,,0.8236,,1.0,,,,,,,,,
12764147,home,PAOK,Taison,taison,Taison,M,11,172,1307,M,39661,EUR,569030400,M,11,11,False,26.0,18.0,3.0,2.0,0.0,7.0,8.0,11.0,19.0,,2.0,,5.0,,,,76.0,40.0,6.9,13.0,0.00853886,2,,1.0,,5.0,2.0,1.0,,,2.0,,,2.0,2.0,1.0,,,,,0.1392,1.0,,,,2.0,,,,0.1872,,,,,,,,,,,
