match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,player_lastName,captain,stat_aerialWon,stat_totalOffside,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,stat_accurateCross,stat_goodHighClaim,stat_punches,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_bigChanceCreated
12117351,home,Palmeiras,Weverton,weverton,Weverton,G,1,189,7138,M,Weverton,243529,EUR,566352000,G,21,21,False,12.0,12.0,4.0,4.0,0.0,8.0,8.0,4.0,4.0,8.0,1.0,4.0,1.0,1.0,90.0,22.0,7.0,0.00367449,0,-0.3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117351,home,Palmeiras,Agustín Giay,agustin-giay,A. Giay,D,4,180,5030,M,,1106603,EUR,1074211200,D,4,4,False,29.0,26.0,5.0,4.0,0.0,14.0,15.0,12.0,16.0,1.0,,,,,67.0,44.0,6.9,0.0149125,0,,Agustín Giay,2.0,1.0,5.0,6.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,
12117351,home,Palmeiras,Gustavo Gómez,gustavo-gomez,G. Gómez,D,15,185,8380,M,gustavogomez,220833,EUR,736646400,D,15,15,False,44.0,37.0,4.0,,0.0,26.0,27.0,11.0,18.0,2.0,,,,,90.0,53.0,6.7,0.00487008,0,,,1.0,4.0,5.0,6.0,,,,3.0,4.0,3.0,,3.0,8.0,,,True,2.0,1.0,,,,,,,,,,,,,,,
12117351,home,Palmeiras,Murilo,murilo,Murilo,D,26,188,4420,M,,874729,EUR,859420800,D,26,26,False,72.0,53.0,11.0,3.0,0.0,28.0,36.0,25.0,37.0,4.0,,,,,90.0,85.0,7.0,0.0799326,1,,,1.0,3.0,6.0,7.0,3.0,1.0,1.0,1.0,3.0,2.0,,,22.0,1.0,,,3.0,,1.0,3.0,2.0,0.0642,0.4304,,,,,,,,,,
12117351,home,Palmeiras,Vanderlan,vanderlan,Vanderlan,D,6,183,1727,M,,1067640,EUR,1031356800,D,6,6,False,22.0,17.0,3.0,1.0,0.0,8.0,11.0,9.0,13.0,5.0,,,,,67.0,46.0,6.9,0.00519892,0,,Vanderlan,2.0,1.0,4.0,5.0,1.0,,,,3.0,3.0,1.0,2.0,10.0,,,,1.0,,,1.0,,,,,,,,,,,,,
12117351,home,Palmeiras,Richard Ríos,richard-rios,R. Ríos,M,20,185,34402,M,richardrios,1015292,EUR,959904000,M,27,27,False,58.0,43.0,4.0,,0.0,18.0,22.0,25.0,37.0,5.0,,,,,90.0,83.0,7.1,0.0186262,2,,,1.0,1.0,5.0,12.0,,2.0,1.0,,3.0,2.0,3.0,2.0,21.0,,,,5.0,,1.0,3.0,2.0,0.0515,0.0088,2.0,1.0,,,,,,,,
12117351,home,Palmeiras,Aníbal Moreno,anibal-moreno,A. Moreno,M,5,177,5203,M,,977677,EUR,926553600,M,5,5,False,28.0,21.0,4.0,2.0,0.0,9.0,13.0,12.0,15.0,1.0,,,,,45.0,37.0,6.7,0.00655686,1,,,,1.0,2.0,2.0,,,,2.0,1.0,1.0,,1.0,8.0,,,,1.0,,,,1.0,0.0176,,,,1.0,,,,,,,
12117351,home,Palmeiras,Estêvão,estevao,Estêvão,M,41,176,196577,M,Estêvão,1597265,EUR,1177372800,M,41,41,False,28.0,23.0,2.0,1.0,0.0,3.0,3.0,21.0,33.0,5.0,,,,,90.0,57.0,7.2,0.0822746,2,,Estêvão,8.0,1.0,7.0,9.0,2.0,8.0,5.0,,1.0,1.0,2.0,1.0,16.0,,,,1.0,,,,1.0,0.0497,,,,2.0,1.0,,,,,,
12117351,home,Palmeiras,Raphael Veiga,raphael-veiga,R. Veiga,M,23,176,17123,M,raphaelveiga,840020,EUR,803520000,M,23,23,False,19.0,12.0,2.0,,0.0,4.0,7.0,8.0,19.0,,,,,,70.0,38.0,6.3,0.00277586,1,,,7.0,3.0,8.0,3.0,,3.0,1.0,,1.0,1.0,1.0,1.0,20.0,,,,,,,,2.0,0.033,,2.0,,1.0,,,,,,,
12117351,home,Palmeiras,Mauricio,mauricio,Mauricio,M,18,174,5655,M,,986233,EUR,993168000,M,18,18,False,16.0,13.0,2.0,1.0,0.0,7.0,7.0,7.0,10.0,,,,,,67.0,25.0,6.4,0.0977324,0,,,1.0,1.0,4.0,2.0,1.0,1.0,,1.0,,,,,7.0,1.0,,,2.0,,,,1.0,,,1.0,,,1.0,,,,,,
