match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,player_firstName,player_lastName,stat_aerialWon,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_fouls,stat_penaltyConceded,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_bigChanceCreated,stat_accurateCross,stat_goals,stat_bigChanceMissed
14288937,home,CF Estrela Amadora,Renan Ribeiro,renan-ribeiro,R. Ribeiro,G,40,193.0,156,M,82598,EUR,638150400,G,40,40,False,21.0,10.0,13.0,2.0,0.0,9.0,13.0,1.0,8.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,90.0,30.0,5.0,11.0,0.0002615,9.9220919860783,2.0,0.735,1.155,0.044,0,-1.833,-0.01,0.0,-0.53,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Jefferson Encada,encada-jefferson,J. Encada,D,17,188.0,308,M,851283,EUR,892771200,D,17,17,False,41.0,36.0,1.0,1.0,0.0,18.0,19.0,18.0,22.0,4.0,2.0,5.0,1.0,,,,,90.0,63.0,6.0,11.0,0.0409676,214.26166692299,20.0,155.085,21.315,,1,,0.05,0.34,-0.85,,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0334,0.1905,47.974844780593,3.0,-0.16,,,,,,,,,,,,,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Luan Patrick,luan-patrick,Luan Patrick,D,30,190.0,249,M,1002565,EUR,1011484800,D,30,30,False,45.0,39.0,7.0,4.0,0.0,26.0,30.0,13.0,15.0,5.0,3.0,5.0,,,,,,90.0,58.0,6.5,7.0,0.00386797,83.387826819811,10.0,41.475,21.735,,0,,-0.03,0.07,-0.24,,,,,1.0,1.0,,1.0,3.0,1.0,,,,,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Bernardo Schappo,schappo-bernardo,B. Schappo,D,14,191.0,188,M,1017590,EUR,922060800,D,14,14,False,28.0,22.0,8.0,5.0,0.0,16.0,17.0,6.0,11.0,1.0,3.0,1.0,,,,,,45.0,35.0,6.7,6.0,0.00312706,47.805714332818,7.0,25.935,7.14,,0,,0.09,0.01,-0.12,,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Otavio,otavio,Otávio,D,83,193.0,40,M,2115909,EUR,1132876800,D,83,83,False,25.0,18.0,2.0,,0.0,11.0,13.0,7.0,12.0,6.0,1.0,5.0,,,,,,80.0,45.0,5.5,14.0,0.00364792,84.8862997477,9.0,61.95,29.505,,0,,-0.05,0.09,-1.0,,2.0,2.0,,1.0,1.0,,2.0,4.0,4.0,,,40.335187682891,2.0,,,,1.0,1.0,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Paulo Moreira,paulo-daniel-valente-moreira,P. Moreira,M,19,176.0,52,M,1090646,EUR,950745600,M,19,19,False,46.0,42.0,3.0,2.0,0.0,27.0,30.0,15.0,16.0,2.0,1.0,5.0,,,,,,90.0,64.0,6.0,13.0,0.0945624,158.34604232242,16.0,94.92,21.105,,0,,0.21,0.11,-0.32,,,9.0,1.0,5.0,2.0,,1.0,,3.0,,,21.270969159867,1.0,,Paulo,Moreira,,,,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Alex Sola,alex-sola,A. Sola,M,63,173.0,71,M,2037671,EUR,1071360000,M,63,63,False,30.0,27.0,1.0,,0.0,15.0,16.0,12.0,14.0,3.0,2.0,3.0,1.0,,,,,67.0,39.0,6.3,5.0,0.0162357,115.43325351614,13.0,11.55,7.455,,0,,0.04,0.03,-0.14,,,3.0,,1.0,,,,1.0,,,,,,,Alex Sola,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Abraham Marcus,abraham-marcus,A. Marcus,M,99,178.0,255,M,1090543,EUR,946771200,M,99,99,False,15.0,9.0,3.0,1.0,0.0,,1.0,9.0,14.0,7.0,,2.0,2.0,,,,,45.0,32.0,5.7,13.0,0.0158362,98.467672914516,13.0,10.92,13.125,,1,,0.07,0.05,-0.04,,,6.0,,3.0,2.0,,1.0,1.0,2.0,0.0266,,,,-0.12,Abraham Marcus,,3.0,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Jorge Meireles,jorge-meireles,J. Meireles,F,18,175.0,132,M,1164070,EUR,1081036800,M,18,18,False,18.0,13.0,,,0.0,4.0,5.0,9.0,13.0,8.0,3.0,4.0,5.0,,,,,67.0,38.0,6.6,10.0,0.00867737,58.055620636423,8.0,15.435,14.385,,0,,-0.09,0.04,-0.2,,2.0,4.0,1.0,1.0,1.0,,,1.0,1.0,,,14.39528259535,1.0,,,,1.0,,,1.0,,,1.0,,2.0,,,,,,,,,,,,
14288937,home,CF Estrela Amadora,Ianis Stoica,ianis-stoica,I. Stoica,F,10,180.0,563,M,910316,EUR,1039305600,M,10,10,False,9.0,8.0,,,0.0,2.0,2.0,6.0,7.0,,1.0,1.0,,,,,,45.0,18.0,6.2,4.0,0.00707364,42.193592426659,3.0,40.425,22.785,,0,,0.02,-0.01,-0.04,,,4.0,,2.0,,,1.0,,1.0,,,23.557684117926,1.0,,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
