match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,player_sofascoreId,captain,stat_dispossessed,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_errorLeadToAGoal,stat_outfielderBlock
12625000,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,42.0,37.0,13.0,8.0,0.0,33.0,36.0,4.0,6.0,1.0,13.0,1.0,1.0,2.0,3.0,3.0,90.0,56.0,7.4,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625000,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,D,8,8,False,47.0,37.0,9.0,1.0,0.0,21.0,22.0,17.0,26.0,1.0,5.0,,,,,,90.0,65.0,6.8,13.0,0,1.0,1.0,1.0,5.0,8.0,2.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12625000,home,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,D,4,4,False,46.0,42.0,3.0,2.0,0.0,37.0,40.0,5.0,6.0,1.0,5.0,,,,,,90.0,49.0,6.4,4.0,0,,,2.0,4.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12625000,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,63.0,57.0,2.0,1.0,0.0,40.0,42.0,17.0,21.0,,7.0,,,,,,90.0,69.0,6.6,8.0,0,,,,2.0,6.0,,1.0,,,3.0,2.0,1.0,1.0,2.0,nachofdez90,True,,,,,,,,,,,,,,,
12625000,home,Al-Qadsiah,Mohammed Qassem,mohammed-qassem,M. Qassem,D,24,176.0,146,M,540426,EUR,790473600,D,24,24,False,40.0,31.0,2.0,1.0,0.0,12.0,14.0,20.0,28.0,,5.0,,,,,,90.0,78.0,6.9,19.0,0,2.0,1.0,1.0,5.0,6.0,,3.0,1.0,2.0,3.0,2.0,2.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,
12625000,home,Al-Qadsiah,Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,6,178.0,5873,M,1003012,EUR,1027555200,M,5,5,False,62.0,57.0,5.0,3.0,1.0,28.0,30.0,29.0,32.0,1.0,9.0,,,,,,90.0,82.0,8.4,9.0,0,,,,6.0,9.0,2.0,3.0,3.0,4.0,5.0,3.0,1.0,3.0,,equifernandez,,1.0,2.0,,,2.0,3.0,,,,,,,,,
12625000,home,Al-Qadsiah,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178.0,1147,M,916176,EUR,903398400,M,88,88,False,47.0,39.0,5.0,3.0,0.0,19.0,19.0,21.0,30.0,,10.0,,,,,,89.0,68.0,7.7,13.0,1,2.0,1.0,1.0,7.0,6.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,,,,3.0,,,1.0,3.0,1.0,,,,,,,,
12625000,home,Al-Qadsiah,Iker Almena,almena-iker,I. Almena,M,30,176.0,525,M,1513656,EUR,1083628800,M,30,30,False,29.0,24.0,,,1.0,7.0,10.0,18.0,20.0,,6.0,,,,,,76.0,42.0,7.1,11.0,0,1.0,1.0,,5.0,4.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,,,,1.0,2.0,,,,3.0,,,,,,,,,
12625000,home,Al-Qadsiah,Abdulaziz Al-Othman,abdulaziz-al-othman,A. Al-Othman,F,91,182.0,92,M,1884430,EUR,1073001600,M,66,66,False,13.0,8.0,,,0.0,3.0,4.0,6.0,14.0,,4.0,,,,,,59.0,32.0,6.5,17.0,0,5.0,1.0,1.0,5.0,2.0,,4.0,2.0,,,,,1.0,,,,1.0,2.0,Abdulaziz Al-Othman,,,1.0,,,,,,,,,
12625000,home,Al-Qadsiah,Julián Quiñones,julian-quinones,J. Quiñones,F,33,180.0,6539,M,843114,EUR,859161600,M,33,33,False,28.0,23.0,2.0,1.0,0.0,9.0,10.0,14.0,19.0,,3.0,,,,,,90.0,54.0,6.9,20.0,3,1.0,,2.0,11.0,5.0,2.0,3.0,1.0,,2.0,2.0,1.0,,1.0,julianquinones33,,5.0,6.0,,,,,1.0,2.0,1.0,1.0,,,,,
