match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_wonTackle,stat_wasFouled,stat_unsuccessfulTouch,player_sofascoreId,stat_shotOffTarget,captain,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_clearanceOffLine,stat_keyPass,stat_errorLeadToAShot,stat_bigChanceMissed,stat_penaltyMiss,stat_blockedScoringAttempt,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_totalOffside
12499256,home,Genoa,Pierluigi Gollini,,,pierluigi-gollini,P. Gollini,G,95,194.0,1254,M,329175,EUR,795484800,G,95,95,False,30.0,16.0,21.0,7.0,0.0,12.0,14.0,4.0,16.0,4.0,1.0,5.0,5.0,90.0,39.0,7.2,14.0,0.00108909,0,0.8856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499256,home,Genoa,Alessandro Vogliacco,,,alessandro-vogliacco,A. Vogliacco,D,4,186.0,344,M,807295,EUR,905731200,D,14,14,False,21.0,18.0,5.0,3.0,0.0,9.0,10.0,10.0,12.0,,,,,60.0,31.0,7.4,5.0,0.0523894,1,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.6936,0.9897,,,,,,,,,,,,,,,,,,,,,,
12499256,home,Genoa,Mattia Bani,,,mattia-bani,M. Bani,D,13,188.0,270,M,250547,EUR,755481600,D,13,13,False,17.0,13.0,6.0,2.0,0.0,10.0,11.0,3.0,6.0,,,,,90.0,25.0,6.5,4.0,0.00119226,1,,,,3.0,3.0,1.0,,1.0,,3.0,,3.0,1.0,1.0,0.013,0.0121,,,,,,,,,,,,,,,,,,,,,,
12499256,home,Genoa,Koni De Winter,,,de-winter-koni,K. De Winter,D,5,191.0,3255,M,1001828,EUR,1023840000,D,4,4,False,31.0,25.0,6.0,3.0,0.0,19.0,20.0,6.0,11.0,3.0,,,,90.0,41.0,6.6,6.0,0.00140147,0,,,,2.0,3.0,5.0,,,,6.0,,,2.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12499256,home,Genoa,Alessandro Zanoli,,,zanoli-alessandro,A. Zanoli,M,59,186.0,923,M,922928,EUR,970531200,M,59,59,False,5.0,2.0,2.0,,0.0,1.0,2.0,1.0,3.0,,,,,71.0,10.0,6.2,5.0,0.00024646,0,,,,1.0,2.0,,,,,1.0,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,
12499256,home,Genoa,Ruslan Malinovskyi,,,ruslan-malinovskyi,R. Malinovskyi,M,17,181.0,4666,M,195850,EUR,736473600,M,17,17,False,25.0,22.0,1.0,,0.0,8.0,11.0,14.0,14.0,4.0,,,,71.0,30.0,6.6,4.0,0.0118613,1,,,,,2.0,2.0,1.0,,,,,1.0,1.0,2.0,0.008,,1.0,,,,malinovskyi18,1.0,,,,,,,,,,,,,,,,
12499256,home,Genoa,Milan Badelj,,,milan-badelj,M. Badelj,M,,186.0,902,M,39482,EUR,604368000,M,47,47,False,28.0,23.0,5.0,3.0,0.0,11.0,11.0,12.0,17.0,3.0,,,,86.0,40.0,7.7,8.0,0.181252,1,,,,,1.0,4.0,,,,2.0,1.0,,1.0,1.0,0.1412,,,,2.0,3.0,,1.0,True,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
12499256,home,Genoa,Morten Frendrup,,,morten-frendrup,M. Frendrup,M,32,178.0,1679,M,918440,EUR,986601600,M,32,32,False,23.0,20.0,1.0,1.0,0.0,10.0,10.0,10.0,13.0,5.0,,,,90.0,41.0,7.1,6.0,0.0517578,1,,,,1.0,6.0,8.0,2.0,1.0,,2.0,,3.0,1.0,3.0,0.0232,0.0195,3.0,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
12499256,home,Genoa,Aarón Martín,,,aaron-martin,A. Martín,D,3,180.0,1144,M,797286,EUR,861667200,M,3,3,False,17.0,13.0,2.0,,0.0,6.0,7.0,8.0,16.0,4.0,,,,90.0,44.0,6.8,13.0,0.0371758,0,,6.0,1.0,1.0,3.0,7.0,,,,1.0,,1.0,3.0,1.0,,,,3.0,3.0,1.0,,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,
12499256,home,Genoa,Junior Messias,,,junior-messias,J. Messias,F,10,179.0,1230,M,888219,EUR,674092800,F,10,10,False,8.0,6.0,1.0,,0.0,3.0,4.0,3.0,4.0,2.0,,,,90.0,27.0,6.8,8.0,0.00288705,3,,,,7.0,11.0,5.0,1.0,3.0,1.0,2.0,,1.0,,,0.9683,1.6469,2.0,,2.0,1.0,,,,,4.0,1.0,,,1.0,,1.0,1.0,,,,,,
