match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_lastManTackle,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_wasFouled,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_goals
12504358,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,22.0,18.0,6.0,2.0,0.0,16.0,16.0,2.0,6.0,2.0,4.0,1.0,1.0,90.0,27.0,6.4,4.0,0.00075603,0,-0.7943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504358,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,26.0,20.0,3.0,1.0,0.0,15.0,17.0,5.0,9.0,2.0,6.0,,,45.0,41.0,6.5,11.0,0.00205952,1,,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0248,,,,,,,,,,,,,,,,,,,,,
12504358,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,78.0,70.0,12.0,9.0,0.0,45.0,46.0,25.0,32.0,9.0,2.0,,,90.0,96.0,7.5,10.0,0.0146659,0,,6.0,6.0,7.0,,,,1.0,1.0,4.0,,True,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
12504358,home,Udinese,Oumar Solet,,,oumar-solet,O. Solet,D,28,192,1946,M,892979,EUR,949881600,D,28,28,False,85.0,81.0,13.0,13.0,0.0,49.0,52.0,33.0,34.0,4.0,7.0,,,90.0,99.0,7.6,7.0,0.105485,1,,2.0,3.0,4.0,1.0,1.0,,1.0,1.0,1.0,0.0946,,1.0,,,,2.0,1.0,1.0,1.0,1.0,0.0539,2.0,,,,,,,,,
12504358,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,D,33,33,False,49.0,42.0,6.0,3.0,0.0,21.0,22.0,22.0,28.0,1.0,3.0,,,90.0,71.0,7.0,11.0,0.302518,2,,3.0,3.0,5.0,,1.0,,1.0,,,0.0475,,,,,,1.0,1.0,1.0,,,,1.0,2.0,1.0,2.0,1.0,,,,,
12504358,home,Udinese,Arthur Atta,,,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,14,14,False,52.0,38.0,3.0,2.0,0.0,11.0,15.0,27.0,40.0,,5.0,,,90.0,80.0,7.1,25.0,0.0160635,2,,,8.0,10.0,2.0,6.0,,3.0,2.0,2.0,0.0999,,2.0,,1.0,,4.0,3.0,,4.0,1.0,0.2137,,,,1.0,3.0,,,,,
12504358,home,Udinese,Sandi Lovrić,,,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,False,36.0,32.0,4.0,3.0,0.0,18.0,19.0,15.0,19.0,1.0,4.0,,,81.0,52.0,6.6,10.0,0.0196315,1,,1.0,8.0,2.0,3.0,1.0,,1.0,1.0,3.0,0.029,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,1.0,,,,,,
12504358,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,71.0,60.0,7.0,2.0,0.0,25.0,28.0,35.0,43.0,1.0,6.0,,,90.0,81.0,6.9,12.0,0.097883,0,,3.0,5.0,6.0,,,,1.0,1.0,3.0,,,2.0,,2.0,,,,,,,,,,,,2.0,,,,,
12504358,home,Udinese,Martín Payero,,,martin-payero,M. Payero,M,32,182,791,M,895592,EUR,905472000,M,5,5,False,26.0,23.0,2.0,1.0,0.0,10.0,11.0,14.0,16.0,,4.0,,,61.0,42.0,6.9,10.0,0.0766635,1,,1.0,3.0,7.0,2.0,,,3.0,1.0,1.0,0.0304,,,,,,3.0,1.0,1.0,,,,2.0,,,1.0,3.0,,,,,
12504358,home,Udinese,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,False,14.0,9.0,,,0.0,3.0,4.0,6.0,10.0,1.0,2.0,,,81.0,33.0,6.8,12.0,0.00779269,2,,3.0,6.0,8.0,2.0,3.0,,,,1.0,0.1524,,3.0,,,,4.0,,,2.0,1.0,0.1178,2.0,,,1.0,3.0,1.0,1.0,,,
12504358,home,Udinese,Alexis Sánchez,,,alexis-sanchez,A. Sánchez,F,10,169,29898,M,34120,EUR,598492800,F,7,7,False,17.0,12.0,2.0,1.0,0.0,1.0,1.0,11.0,16.0,,1.0,,,45.0,21.0,6.7,7.0,0.0199839,0,,,2.0,1.0,,,,,,1.0,,,1.0,,1.0,,2.0,,,,,,1.0,,,,1.0,,2.0,AlexisS,,
12504358,home,Udinese,Jürgen Ekkelenkamp,,,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,32,32,True,18.0,14.0,,,0.0,6.0,6.0,8.0,12.0,,3.0,,,45.0,22.0,6.6,5.0,0.0207731,0,,1.0,2.0,2.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
