match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_duelWon,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_keyPass,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_savedShotsFromInsideTheBox
11406794,home,Juventus,Wojciech Szczęsny,wojciech-szczesny,W. Szczęsny,G,25,196,95111,M,wojciech.szczesny1,50490,EUR,640396800,G,1,1,False,26.0,12.0,17.0,4.0,8.0,9.0,4.0,17.0,1.0,1.0,9.0,3.0,2.0,1.0,1.0,1.0,90.0,36.0,7.3,15.0,0.00061211,0,0.6157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406794,home,Juventus,Federico Gatti,federico-gatti,F. Gatti,D,4,190,4940,M,FedericoGatti,1128063,EUR,898646400,D,4,4,False,23.0,18.0,4.0,3.0,11.0,13.0,7.0,10.0,5.0,,2.0,,,,,,90.0,39.0,7.6,8.0,0.0122423,2,,Federico Gatti,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.514,0.9822,,,,,,,,,,,,,,,,
11406794,home,Juventus,Bremer,bremer,Bremer,D,3,188,9433,M,Bremer,885197,EUR,858643200,D,3,3,False,26.0,21.0,6.0,3.0,14.0,16.0,7.0,10.0,6.0,,3.0,,,,,,90.0,38.0,7.2,6.0,0.00232564,1,,,,3.0,3.0,,,1.0,,1.0,,,,0.072,,2.0,2.0,1.0,1.0,,,,,,,,,,,,
11406794,home,Juventus,Danilo,danilo,Danilo,D,13,184,15175,M,Danilo,124992,EUR,679536000,D,6,6,False,24.0,18.0,4.0,2.0,13.0,13.0,5.0,11.0,4.0,1.0,4.0,,,,,,90.0,40.0,7.2,6.0,0.00278597,0,,,,2.0,6.0,,,,,,,,1.0,,,1.0,5.0,,,True,3.0,3.0,3.0,1.0,,,,,,,
11406794,home,Juventus,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7318,M,andrea_cambiaso,917048,EUR,951004800,M,27,27,False,26.0,21.0,2.0,2.0,8.0,10.0,13.0,16.0,2.0,,6.0,,,,,,75.0,32.0,6.5,5.0,0.0196311,0,,,,2.0,6.0,,,,,,,,4.0,,,,1.0,,,,,1.0,,,,,,,,,
11406794,home,Juventus,Weston McKennie,weston-mckennie,W. McKennie,M,22,185,7292,M,west.mckennie,881931,EUR,904262400,M,16,16,False,16.0,11.0,,,4.0,5.0,7.0,12.0,4.0,,2.0,,,,,,90.0,30.0,7.0,7.0,0.00355786,0,,,,,,,,,,,,,,,,2.0,4.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,
11406794,home,Juventus,Manuel Locatelli,manuel-locatelli,M. Locatelli,M,5,185,8228,M,locamanuel73,363860,EUR,884217600,M,5,5,False,12.0,10.0,5.0,3.0,4.0,4.0,6.0,8.0,2.0,2.0,,,,,,,90.0,21.0,6.9,2.0,0.00440602,0,,,,,2.0,,,,,,,,2.0,,,,3.0,,,,,3.0,2.0,,,,,,,,
11406794,home,Juventus,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,25,25,False,20.0,15.0,2.0,2.0,8.0,12.0,7.0,9.0,,,3.0,,,,,,90.0,27.0,6.7,8.0,0.1048,0,,,,,2.0,,,,,,,,1.0,,,3.0,3.0,2.0,,,1.0,,,,1.0,,,,,,
11406794,home,Juventus,Filip Kostić,filip-kostic,F. Kostić,M,18,184,7055,M,filipkostic,126588,EUR,720576000,M,11,11,False,9.0,5.0,1.0,1.0,1.0,2.0,5.0,11.0,2.0,1.0,,,,,,,59.0,22.0,6.8,8.0,0.0587033,0,,,,1.0,4.0,1.0,,,,,,,1.0,,,1.0,3.0,,,,1.0,2.0,2.0,,4.0,1.0,1.0,,,,
11406794,home,Juventus,Dušan Vlahović,dusan-vlahovic,D. Vlahović,F,9,190,43057,M,DV9,832208,EUR,949017600,F,9,9,False,19.0,13.0,,,7.0,8.0,6.0,11.0,,,2.0,,,,,,85.0,39.0,6.8,13.0,0.0068087,2,,,,,4.0,4.0,1.0,,,,,1.0,1.0,0.6237,,3.0,10.0,2.0,,,,3.0,1.0,4.0,,,1.0,1.0,2.0,,
11406794,home,Juventus,Federico Chiesa,federico-chiesa,F. Chiesa,F,14,175,40294,M,FedeChiesa,845386,EUR,877737600,F,7,7,False,6.0,4.0,,,,,5.0,9.0,,,2.0,,,,,,59.0,18.0,6.5,9.0,0.0167216,1,,,,,6.0,1.0,,,1.0,,,,3.0,0.0528,0.0747,,,2.0,,,1.0,,,,3.0,1.0,,,,1.0,
11406794,home,Juventus,Kenan Yıldız,yildiz-kenan,K. Yıldız,M,10,187,82614,M,KenanYıldız,1149011,EUR,1115164800,F,15,15,True,4.0,2.0,,,1.0,1.0,1.0,3.0,1.0,,1.0,,,,,,31.0,7.0,6.5,3.0,0.00041503,0,,Kenan Yıldız,,1.0,3.0,,,,,,,,1.0,,,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,,
11406794,home,Juventus,Samuel Iling Junior,samuel-iling-junior,S. I. Junior,F,19,182,2419,M,,996919,EUR,1065225600,F,17,17,True,5.0,4.0,,,1.0,1.0,3.0,4.0,2.0,,2.0,,,,,,31.0,16.0,6.7,4.0,0.00594469,0,,,,,3.0,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,1.0,,,2.0,
11406794,home,Juventus,Carlos Alcaraz,carlos-alcaraz,C. Alcaraz,M,24,183,6146,M,_alcaraz22,1017392,EUR,1038614400,M,26,26,True,1.0,,,,,,,1.0,,,2.0,,,,,,15.0,5.0,6.6,2.0,,1,,,,,1.0,1.0,,,,,,,,0.045,,,1.0,,,,,1.0,1.0,,,,,,1.0,,
11406794,home,Juventus,Moise Kean,moise-kean,M. Kean,F,20,183,15084,M,moise_kean,835601,EUR,951696000,F,18,18,True,,,,,,,,,,,,,,,,,10.0,3.0,6.2,2.0,,0,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,
11406794,home,Juventus,Carlo Pinsoglio,carlo-pinsoglio,C. Pinsoglio,G,23,194,2090,M,,46420,EUR,637545600,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406794,home,Juventus,Mattia Perin,mattia-perin,M. Perin,G,1,188,3256,M,,79645,EUR,721353600,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
