match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_accurateCross,stat_aerialWon,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_goalAssist,captain,player_sofascoreId,stat_totalOffside,stat_goals,stat_outfielderBlock,stat_lastManTackle
11391279,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188,2069,M,1154630,EUR,1110499200,G,50,50,False,10.0,10.0,10.0,10.0,6.0,1.0,1.0,1.0,90.0,18.0,6.3,1.0,5.362e-05,0,-0.8304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391279,home,Toulouse,Mikkel Desler,,,mikkel-desler,M. Desler,D,3,187,109,M,226958,EUR,793152000,D,3,3,False,45.0,44.0,18.0,18.0,4.0,,,,62.0,63.0,6.9,3.0,0.0236026,0,,2.0,1.0,26.0,28.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391279,home,Toulouse,Logan Costa,,,logan-costa,L. Costa,D,2,188,677,M,911853,EUR,986083200,D,6,6,False,84.0,74.0,29.0,34.0,7.0,,,,90.0,96.0,6.9,13.0,0.049521,1,,10.0,6.0,46.0,51.0,1.0,1.0,3.0,6.0,,,2.0,1.0,2.0,,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,0.2285,,,,,,,,,,,,,,
11391279,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190,261,M,798124,EUR,858470400,D,2,2,False,56.0,47.0,20.0,26.0,6.0,,,,83.0,63.0,6.3,10.0,0.0220783,0,,7.0,4.0,27.0,30.0,,,2.0,8.0,,,2.0,,1.0,1.0,2.0,,5.0,,,,,2.0,,,,,,,,,,,,,,,
11391279,home,Toulouse,Moussa Diarra,,,diarra-moussa,M. Diarra,D,93,183,821,M,985262,EUR,973814400,D,23,23,False,30.0,22.0,8.0,11.0,3.0,,,,70.0,38.0,6.8,11.0,0.15647,0,,3.0,2.0,15.0,22.0,3.0,2.0,3.0,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,4.0,,,,,,,,,,,,,
11391279,home,Toulouse,Niklas Schmidt,,,niklas-schmidt,N. Schmidt,M,31,183,152,M,795002,EUR,888710400,M,20,20,False,75.0,63.0,19.0,20.0,10.0,,,,90.0,97.0,7.7,18.0,0.368115,4,,8.0,2.0,45.0,60.0,5.0,,3.0,8.0,2.0,2.0,3.0,,1.0,2.0,1.0,1.0,1.0,,,,,,0.2124,1.0,2.0,1.0,2.0,2.0,1.0,0.2287,,,,,,,
11391279,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174,1378,M,878938,EUR,948326400,M,24,24,False,47.0,40.0,19.0,21.0,6.0,,,,81.0,59.0,7.3,10.0,0.149964,0,,5.0,3.0,21.0,26.0,,1.0,6.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,2.0,,,,1.0,,1.0,3.0,1.0,,,,,1.0,,,,,,
11391279,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184,461,M,794412,EUR,813110400,M,8,8,False,44.0,40.0,13.0,14.0,4.0,,,,81.0,69.0,7.5,13.0,0.147848,2,,2.0,2.0,31.0,41.0,11.0,2.0,4.0,8.0,,,3.0,3.0,2.0,3.0,1.0,4.0,2.0,,,1.0,,,0.0824,1.0,1.0,1.0,,1.0,,,,True,,,,,
11391279,home,Toulouse,Zakaria Aboukhlal,,,zakaria-aboukhlal,Z. Aboukhlal,F,7,179,8018,M,856737,EUR,950832000,F,7,7,False,18.0,13.0,,,1.0,,,,62.0,29.0,6.3,12.0,0.0360535,1,,,,13.0,18.0,,,6.0,2.0,5.0,2.0,,,2.0,,2.0,,,,,,,,0.027,,1.0,,,1.0,,,,,zakariaaboukhlal,1.0,,,
11391279,home,Toulouse,Thijs Dallinga,,,thijs-dallinga,T. Dallinga,F,24,190,2354,M,905381,EUR,965260800,F,9,9,False,23.0,17.0,3.0,4.0,5.0,,,,90.0,42.0,7.3,10.0,0.0247916,6,,,,14.0,19.0,,1.0,10.0,7.0,2.0,1.0,,,,4.0,5.0,,2.0,3.0,2.0,2.0,1.0,,0.7043,,,,3.0,1.0,1.0,1.0816,,,,2.0,1.0,,
