match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalTackle,stat_totalContest,stat_wonContest,stat_wonTackle,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_shotOffTarget,stat_totalOffside
10385761,home,Nottingham Forest,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,26.0,20.0,19.0,13.0,9.0,10.0,11.0,16.0,9.0,3.0,1.0,1.0,1.0,1.0,90.0,38.0,6.5,6.0,0.0,0.0,0.00354099,0,-0.6379,,,,,,,,,,,,,,,,,,,,,,,,,,
10385761,home,Nottingham Forest,Serge Aurier,,,serge-aurier,S. Aurier,D,,176,2934,M,Serge_aurier,105697,EUR,725155200,D,24,24,False,26.0,24.0,,,15.0,16.0,10.0,11.0,2.0,,,,,,58.0,53.0,6.5,11.0,0.0,0.0,0.038163,0,,1.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10385761,home,Nottingham Forest,Steve Cook,,,steve-cook,S. Cook,D,5,185,134,M,,42707,EUR,672019200,D,3,3,False,40.0,27.0,11.0,4.0,24.0,30.0,3.0,10.0,5.0,,,,,,90.0,49.0,6.7,13.0,0.0,0.0,0.0032858,0,,,,,4.0,1.0,5.0,,,4.0,,,,,1.0,,1.0,,,,,,,,,,
10385761,home,Nottingham Forest,Scott McKenna,,,scott-mckenna,S. McKenna,D,26,188,973,M,,358108,EUR,847756800,D,26,26,False,29.0,25.0,4.0,2.0,18.0,21.0,7.0,8.0,4.0,,,,,,90.0,40.0,7.0,4.0,0.0,0.0,0.00384403,0,,,,,,,2.0,,,5.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,
10385761,home,Nottingham Forest,Harry Toffolo,,,harry-toffolo,H. Toffolo,D,15,183,338,M,,358218,EUR,808790400,D,15,15,False,31.0,24.0,4.0,2.0,10.0,11.0,15.0,22.0,3.0,,,,,,90.0,48.0,6.6,13.0,0.0,0.0,0.0232691,0,,2.0,1.0,,1.0,2.0,2.0,,1.0,1.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,
10385761,home,Nottingham Forest,Ryan Yates,,,ryan-yates,R. Yates,M,22,190,881,M,,846252,EUR,880070400,M,22,22,False,33.0,28.0,1.0,,16.0,17.0,12.0,16.0,8.0,,,,,,90.0,51.0,7.1,7.0,0.0,0.0,0.00666943,0,,,,,4.0,6.0,13.0,2.0,1.0,4.0,1.0,,1.0,7.0,3.0,,3.0,,,1.0,True,,,,,,
10385761,home,Nottingham Forest,Remo Freuler,,,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,23,23,False,39.0,32.0,4.0,3.0,16.0,19.0,16.0,20.0,6.0,,,,,,90.0,55.0,6.8,9.0,0.0,0.0,0.00865284,0,,,,1.0,2.0,6.0,7.0,2.0,,3.0,2.0,1.0,1.0,,2.0,,2.0,4.0,3.0,1.0,,,,,,,
10385761,home,Nottingham Forest,Cheikhou Kouyaté,,,cheikhou-kouyate,C. Kouyaté,M,8,189,2529,M,,45944,EUR,630201600,M,21,21,False,19.0,15.0,,,7.0,9.0,8.0,10.0,9.0,,,,,,90.0,34.0,7.2,7.0,0.0949,0.3725,0.00824535,2,,,,,2.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,3.0,,,2.0,,2.0,,,,,
10385761,home,Nottingham Forest,Brennan Johnson,,,brennan-johnson,B. Johnson,F,11,186,10704,M,brenjohnson_,1085180,EUR,990576000,F,20,20,False,22.0,13.0,1.0,,5.0,8.0,9.0,17.0,2.0,,,,,,90.0,32.0,6.5,14.0,0.0507,0.0,0.0102086,1,,3.0,1.0,3.0,1.0,5.0,2.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,
10385761,home,Nottingham Forest,Emmanuel Dennis,,,emmanuel-dennis,E. B. Dennis,F,17,174,1390,M,,844424,EUR,879552000,F,25,25,False,18.0,9.0,,,1.0,4.0,8.0,14.0,2.0,,,,,,71.0,37.0,6.8,19.0,0.0571,0.0891,0.00798676,1,,,,,3.0,8.0,7.0,,2.0,,,,3.0,3.0,1.0,1.0,,6.0,1.0,,,1.0,,1.0,,,
10385761,home,Nottingham Forest,Morgan Gibbs-White,,,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,Morgangibbs27,865912,EUR,948931200,F,10,10,False,31.0,19.0,4.0,2.0,4.0,8.0,16.0,26.0,5.0,,,,,,89.0,58.0,7.3,23.0,0.1028,0.0,0.0833942,2,,3.0,1.0,,3.0,6.0,10.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,6.0,4.0,2.0,,,1.0,,1.0,1.0,
10385761,home,Nottingham Forest,Neco Williams,,,williams-neco,N. Williams,D,3,183,3198,M,,927356,EUR,987120000,D,7,7,True,14.0,7.0,5.0,1.0,5.0,10.0,2.0,6.0,4.0,,,,,,32.0,24.0,6.6,12.0,0.0,0.0,0.00211191,0,,2.0,,2.0,,3.0,3.0,,,,,1.0,1.0,1.0,,,2.0,1.0,,2.0,,,,,,,
