match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,player_firstName,player_lastName,captain,stat_outfielderBlock,stat_errorLeadToAShot,stat_wasFouled,stat_totalContest,stat_wonContest,stat_errorLeadToAGoal,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_shotValueNormalized,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_clearanceOffLine,stat_hitWoodwork
14763679,home,Wrexham,Callum Burton,callum-burton,C. Burton,G,25,188.0,85,M,284415,EUR,840067200,G,25,25,False,32.0,19.0,24.0,11.0,0.0,12.0,16.0,7.0,16.0,3.0,5.0,5.0,7.0,1.0,1.0,1.0,90.0,44.0,7.3,13.0,0.6313,0,0.03,0.0,-0.21,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14763679,home,Wrexham,Ryan Barnett,ryan-barnett,R. Barnett,M,29,180.0,85,M,864424,EUR,938044800,D,29,29,False,19.0,15.0,7.0,4.0,0.0,9.0,12.0,6.0,7.0,7.0,1.0,,,,,,77.0,38.0,6.0,9.0,,0,-0.09,0.0,-0.38,,2.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
14763679,home,Wrexham,Max Cleworth,max-cleworth,M. Cleworth,D,4,191.0,221,M,1002181,EUR,1028851200,D,4,4,False,63.0,54.0,8.0,2.0,0.0,34.0,36.0,20.0,27.0,6.0,4.0,,,,,,90.0,78.0,6.9,10.0,,0,0.13,0.16,0.21,,,2.0,1.0,4.0,3.0,,1.0,,,,,1.0,,,,True,2.0,1.0,2.0,,,,,,,,,,,,,,,
14763679,home,Wrexham,Conor Coady,conor-coady,C. Coady,D,15,184.0,633,M,98449,EUR,730598400,D,6,6,False,57.0,51.0,9.0,5.0,0.0,37.0,42.0,14.0,15.0,4.0,,,,,,,77.0,65.0,6.6,6.0,,0,0.18,0.0,-0.19,,,,1.0,,2.0,,,1.0,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,
14763679,home,Wrexham,George Thomason,george-thomason,G. Thomason,M,14,177.0,81,M,1014623,EUR,1010793600,D,14,14,False,65.0,57.0,8.0,4.0,0.0,42.0,46.0,15.0,19.0,5.0,9.0,,,,,,90.0,83.0,6.1,11.0,,0,0.05,0.03,-0.63,,,1.0,2.0,3.0,6.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,
14763679,home,Wrexham,Ryan Longman,ryan-longman,R. Longman,M,47,180.0,107,M,991569,EUR,973468800,D,47,47,False,35.0,27.0,5.0,2.0,0.0,11.0,13.0,16.0,22.0,4.0,2.0,,,,,,90.0,63.0,6.9,16.0,,2,0.62,0.28,-0.2,,5.0,,2.0,4.0,9.0,2.0,,,3.0,2.0,3.0,2.0,,,,,1.0,,1.0,3.0,3.0,,1.0,2.0,2.0,-0.32,,,,,,,,
14763679,home,Wrexham,Oliver Rathbone,oliver-rathbone,O. Rathbone,M,20,173.0,175,M,842141,EUR,844905600,M,20,20,False,16.0,15.0,,,0.0,6.0,7.0,9.0,9.0,1.0,4.0,,,,,,45.0,21.0,6.3,3.0,,0,-0.13,0.08,-0.07,,,2.0,,3.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14763679,home,Wrexham,George Dobson,george-dobson,G. Dobson,M,15,180.0,141,M,788240,EUR,879552000,M,15,15,False,46.0,41.0,7.0,5.0,0.0,23.0,26.0,18.0,20.0,1.0,7.0,,,,,,90.0,62.0,7.8,7.0,,0,0.68,0.09,-0.02,,1.0,2.0,1.0,2.0,7.0,,,1.0,2.0,,2.0,,,,,,3.0,1.0,2.0,2.0,2.0,,1.0,,1.0,,1.0,,,,,,,
14763679,home,Wrexham,Lewis O'Brien,lewis-obrien,L. O'Brien,M,27,173.0,303,M,920936,EUR,908323200,M,27,27,False,33.0,27.0,3.0,2.0,0.0,12.0,14.0,15.0,19.0,2.0,3.0,,,,,,90.0,51.0,7.1,8.0,,1,0.33,0.16,-0.13,,3.0,2.0,1.0,5.0,6.0,2.0,,1.0,4.0,3.0,,2.0,1.0,,,,1.0,,1.0,,,,1.0,,5.0,-0.06,,1.0,,,,,,
14763679,home,Wrexham,Sam Smith,sam-smith,S. Smith,F,28,181.0,358,M,892481,EUR,889315200,F,28,28,False,6.0,6.0,,,0.0,4.0,4.0,2.0,2.0,2.0,1.0,,,,,,45.0,17.0,6.5,3.0,,2,-0.01,0.13,0.2,,,3.0,1.0,3.0,3.0,,,,1.0,1.0,3.0,,,,,,,,1.0,,,,,2.0,,-0.4,,,,,,,,
14763679,home,Wrexham,Nathan Broadhead,nathan-broadhead,N. Broadhead,M,33,178.0,422,M,911710,EUR,891734400,F,33,33,False,13.0,12.0,,,0.0,4.0,4.0,8.0,9.0,,1.0,,,,,,45.0,17.0,6.3,3.0,,1,-0.02,0.06,0.13,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,1.0,-0.04,,,1.0,,,,,
14763679,home,Wrexham,Matty James,matty-james,M. James,M,37,183.0,90,M,54331,EUR,680140800,M,37,37,True,20.0,17.0,,,0.0,12.0,14.0,5.0,6.0,,3.0,,,,,,45.0,29.0,6.7,5.0,,0,-0.02,0.07,-0.02,,2.0,,,,3.0,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
14763679,home,Wrexham,Josh Windass,josh-windass,J. Windass,M,10,175.0,474,M,340621,EUR,758073600,M,10,10,True,20.0,16.0,1.0,,0.0,8.0,8.0,8.0,12.0,,2.0,,,,,,45.0,29.0,6.3,10.0,,1,-0.06,0.07,-0.06,,2.0,1.0,,2.0,,,,,,,3.0,,,,,,,,,1.0,,,,,1.0,-0.02,,,,1.0,,,,
14763679,home,Wrexham,Kieffer Moore,kieffer-moore,K. Moore,F,19,195.0,1368,M,298366,EUR,713232000,F,19,19,True,19.0,11.0,,,0.0,3.0,4.0,8.0,15.0,2.0,1.0,,,,,,45.0,33.0,8.3,12.0,,5,-0.14,-0.25,-0.02,,,,9.0,3.0,12.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,2.0,1.0,,,,1.0,,0.43,,1.0,1.0,3.0,1.0,,,
14763679,home,Wrexham,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180.0,16686,M,1006189,EUR,989625600,D,12,12,True,5.0,5.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,,13.0,15.0,6.9,4.0,,0,0.0,0.02,0.17,,2.0,,,1.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,issa_kabore_29,,
