match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_fouls,stat_totalOffside,stat_expectedGoals,captain,stat_challengeLost,stat_shotOffTarget,stat_unsuccessfulTouch,player_sofascoreId,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
12441726,home,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193.0,2142,M,1012928,EUR,1042761600,G,22,22,False,25.0,15.0,17.0,7.0,0.0,13.0,17.0,2.0,8.0,1.0,1.0,9.0,2.0,1.0,2.0,90.0,37.0,6.3,10.0,0.00142518,0,-1.4821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441726,home,NEC Nijmegen,Lefteris Lyratzis,lefteris-lyratzis,L. Lyratzis,D,19,172.0,188,M,850774,EUR,951177600,D,19,19,False,30.0,23.0,5.0,1.0,1.0,16.0,17.0,9.0,18.0,1.0,4.0,3.0,,,,83.0,46.0,6.9,10.0,0.116785,0,,Lefteris,Lyratzis,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12441726,home,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188.0,233,M,842275,EUR,855532800,D,3,3,False,70.0,64.0,7.0,3.0,0.0,50.0,53.0,14.0,17.0,1.0,4.0,2.0,,,,90.0,86.0,6.5,7.0,0.0465245,1,,,,,,1.0,1.0,,4.0,,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0312,,,,,,,,,,,,
12441726,home,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190.0,135,M,70930,EUR,641779200,D,17,17,False,69.0,66.0,4.0,2.0,0.0,56.0,56.0,10.0,13.0,2.0,3.0,4.0,,,,90.0,83.0,6.4,5.0,0.0113332,1,,,,,,2.0,1.0,,6.0,,1.0,,,,1.0,4.0,,,,,,0.0673,True,2.0,1.0,1.0,,,,,,,,
12441726,home,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174.0,14345,M,361780,EUR,862012800,D,24,24,False,77.0,70.0,5.0,2.0,0.0,39.0,43.0,31.0,34.0,,6.0,4.0,,,,90.0,102.0,7.0,9.0,0.0300374,1,,,,,,1.0,,,1.0,,1.0,6.0,4.0,2.0,1.0,4.0,1.0,,,,,0.0223,,1.0,1.0,,c.verdonk,,,,,,,
12441726,home,NEC Nijmegen,Sontje Hansen,sontje-hansen,S. Hansen,M,27,172.0,611,M,1199057,EUR,1021680000,M,10,10,False,17.0,16.0,1.0,1.0,1.0,5.0,5.0,11.0,13.0,,4.0,2.0,,,,76.0,32.0,7.0,8.0,0.191228,3,,,,1.0,,1.0,,,,,,1.0,,1.0,,2.0,,2.0,3.0,1.0,,0.2231,,,1.0,5.0,,1.0,,,,,,
12441726,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167.0,193,M,961685,EUR,1014508800,M,71,71,False,51.0,47.0,3.0,,0.0,27.0,29.0,20.0,22.0,,4.0,3.0,,,,90.0,65.0,6.3,8.0,0.0508382,0,,,,,,2.0,,,3.0,,,2.0,1.0,1.0,4.0,10.0,1.0,,2.0,,,,,3.0,,,,,,,,,,
12441726,home,NEC Nijmegen,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184.0,243,M,798180,EUR,844041600,M,5,5,False,26.0,19.0,,,1.0,9.0,11.0,13.0,27.0,,5.0,2.0,,,,84.0,55.0,7.1,19.0,0.323004,1,,,,12.0,3.0,4.0,2.0,1.0,,,1.0,3.0,1.0,3.0,,7.0,,,,1.0,,0.0196,,4.0,,1.0,,,1.0,0.2125,,,,
12441726,home,NEC Nijmegen,Lars Olden Larsen,lars-olden-larsen,L. O. Larsen,M,7,175.0,133,M,877456,EUR,905990400,M,14,14,False,15.0,12.0,1.0,,0.0,2.0,2.0,10.0,13.0,,1.0,1.0,,,,58.0,22.0,6.2,7.0,0.0144069,0,,,,,,1.0,,,,,,1.0,1.0,,,4.0,2.0,,,,,,,1.0,,1.0,,,,,,,,
12441726,home,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,213,M,385708,EUR,822873600,F,32,32,False,20.0,19.0,1.0,1.0,0.0,13.0,13.0,6.0,9.0,2.0,4.0,1.0,,,,90.0,37.0,8.4,8.0,0.00425176,3,,,,2.0,,,,,1.0,,1.0,1.0,,,3.0,4.0,,1.0,1.0,,,0.4475,,1.0,,5.0,,,2.0,0.922,2.0,,,
