match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_totalContest,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_hitWoodwork,stat_wonContest,stat_errorLeadToAShot,stat_bigChanceMissed,stat_totalOffside,stat_outfielderBlock,stat_clearanceOffLine,stat_bigChanceCreated,stat_goodHighClaim,stat_ownGoals,stat_goals
14025147,home,Liverpool,Alisson,alisson,Alisson,G,1,193,64760,M,AlissonBecker,243609,EUR,717984000,G,1,1,False,26.0,20.0,6.0,1.0,0.0,20.0,24.0,2.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,4.0,1.0,90.0,36.0,6.4,6.0,0.00012365,30.067567688243,7.0,3.36,3.465,0.1556,0,-0.5634,0.0,0.01,-0.08,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025147,home,Liverpool,Joe Gomez,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,36.0,29.0,3.0,1.0,0.0,10.0,14.0,22.0,1.0,8.0,1.0,2.0,,3.0,,,,65.0,50.0,6.1,13.0,0.070371,48.537611782426,8.0,8.82,4.935,,1,,-0.07,0.02,-0.11,,,,19.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.052,1.0,-0.06,,,,,,,,,,,,,,,,,,,,,,
14025147,home,Liverpool,Ibrahima Konaté,ibrahima-konate,I. Konaté,D,5,195,27499,M,ibrahimakonate,826215,EUR,927590400,D,5,5,False,67.0,64.0,2.0,1.0,0.0,33.0,34.0,33.0,4.0,4.0,8.0,,7.0,3.0,,,,90.0,83.0,7.1,5.0,0.0141259,111.47415770325,14.0,73.71,15.855,,1,,0.22,0.07,0.16,,,,31.0,,,3.0,,,1.0,2.0,1.0,0.022,,-0.25,1.0,3.0,2.0,1.0,0.0419,,,,,,,,,,,,,,,,,
14025147,home,Liverpool,Virgil van Dijk,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,97.0,82.0,8.0,2.0,0.0,34.0,39.0,58.0,10.0,2.0,11.0,,9.0,2.0,,,,90.0,111.0,7.4,16.0,0.0270483,132.01314034092,22.0,83.79,13.02,,1,,0.28,0.09,-0.28,,,,48.0,,,2.0,,,1.0,,,0.0969,1.0,-0.17,,1.0,,,,True,1.0,1.0,,,,,,,,,,,,,,
14025147,home,Liverpool,Andrew Robertson,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,63.0,58.0,3.0,2.0,0.0,22.0,23.0,40.0,1.0,2.0,2.0,,1.0,3.0,,,,86.0,80.0,6.5,12.0,0.0381759,126.75687051268,17.0,68.565,21.105,,0,,0.21,0.05,-0.16,,,,36.0,6.0,,1.0,,,2.0,,,,1.0,,,1.0,1.0,,,,,,1.0,21.118251087626,1.0,,,,,,,,,,,
14025147,home,Liverpool,Ryan Gravenberch,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,68.0,62.0,1.0,,0.0,25.0,28.0,40.0,1.0,3.0,4.0,,2.0,8.0,,,,90.0,76.0,7.0,7.0,0.0659426,196.48708308193,29.0,84.63,22.995,,1,,0.32,0.17,0.16,,,,37.0,,,1.0,,,1.0,1.0,2.0,0.0433,3.0,0.0,,2.0,2.0,1.0,,,1.0,,,23.661398965404,1.0,,,,,,,,,,,
14025147,home,Liverpool,Alexis Mac Allister,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,57.0,49.0,3.0,1.0,0.0,12.0,14.0,43.0,,2.0,3.0,,4.0,4.0,,,,74.0,72.0,6.9,12.0,0.042459,107.60432219812,19.0,26.46,10.605,,2,,0.12,0.13,0.2,,,,37.0,1.0,,,1.0,2.0,,,,0.0684,,-0.2,,2.0,2.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,
14025147,home,Liverpool,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,72.0,62.0,5.0,2.0,0.0,20.0,25.0,47.0,,4.0,1.0,,,5.0,,,,90.0,99.0,6.4,24.0,0.231803,182.87437345652,25.0,1.785,13.86,,4,,0.38,-0.28,-0.2,,,,42.0,10.0,3.0,,2.0,1.0,,3.0,1.0,0.121,2.0,-0.31,2.0,,,,0.2111,,1.0,,2.0,,,,1.0,1.0,,,,,,,,
14025147,home,Liverpool,Florian Wirtz,florian-wirtz,F. Wirtz,F,7,175,149387,M,FWirtz,1019322,EUR,1051920000,M,7,7,False,60.0,53.0,3.0,1.0,0.0,9.0,10.0,50.0,,3.0,4.0,,,4.0,,,,90.0,83.0,7.0,15.0,0.159785,129.97500169181,19.0,16.59,8.715,,4,,0.26,0.35,-0.05,,,,44.0,2.0,,2.0,,1.0,,5.0,,0.7014,3.0,0.16,1.0,1.0,1.0,1.0,0.4875,,2.0,,3.0,8.2607632213979,1.0,,2.0,,1.0,1.0,,,,,,
14025147,home,Liverpool,Cody Gakpo,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,11.0,7.0,2.0,1.0,0.0,1.0,3.0,8.0,,4.0,1.0,,,1.0,,,,45.0,26.0,6.4,9.0,0.0385701,51.090007336451,6.0,12.495,10.185,,1,,-0.12,0.13,0.19,,,,6.0,3.0,1.0,1.0,2.0,,,,,0.0216,,-0.18,,1.0,,,,,1.0,,1.0,12.405239578501,1.0,,,,,1.0,1.0,,,,,
