match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,player_firstName,player_lastName,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,stat_punches
11391322,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,30.0,12.0,18.0,1.0,11.0,15.0,1.0,15.0,1.0,11.0,1.0,1.0,2.0,1.0,1.0,90.0,41.0,5.1,18.0,0.00028337,0,-1.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391322,home,Metz,Koffi Kouao,kouao-koffi,K. Kouao,D,39,173,315,M,867575,EUR,895622400,D,39,39,False,39.0,33.0,5.0,2.0,20.0,23.0,13.0,17.0,4.0,10.0,,,,,,90.0,66.0,7.8,12.0,0.252697,1,,2.0,1.0,5.0,3.0,11.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0472,2.0,,,,,,,,,,,,,,,,,
11391322,home,Metz,Ismaël Traoré,ismael-traore,I. Traore,D,,184,129,M,25506,EUR,524707200,D,8,8,False,34.0,29.0,6.0,4.0,23.0,26.0,6.0,8.0,3.0,2.0,,,,,,90.0,42.0,5.8,6.0,0.00205831,0,,,,,4.0,1.0,1.0,1.0,,,,,1.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11391322,home,Metz,Fali Candé,fali-cande,F. Candé,D,5,184,402,M,892430,EUR,885600000,D,5,5,False,48.0,41.0,10.0,5.0,37.0,40.0,4.0,8.0,4.0,8.0,,,,,,90.0,62.0,6.7,8.0,0.00154817,2,,,,1.0,,4.0,1.0,1.0,,,1.0,,1.0,1.0,,0.1195,,,,2.0,2.0,1.0,0.6014,,,,,,,,,,,
11391322,home,Metz,Matthieu Udol,matthieu-udol,M. Udol,D,14,178,453,M,787827,EUR,827280000,D,3,3,False,44.0,40.0,3.0,3.0,28.0,30.0,12.0,16.0,1.0,6.0,,,,,,90.0,62.0,6.3,8.0,0.0202268,0,,,2.0,,4.0,2.0,2.0,1.0,,,1.0,1.0,,,2.0,,,1.0,,2.0,,1.0,,True,,,,,,,,,,
11391322,home,Metz,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190,2115,M,1130602,EUR,826675200,M,22,22,False,17.0,12.0,2.0,,5.0,7.0,7.0,12.0,,2.0,,,,,,71.0,32.0,6.1,13.0,0.00423643,0,,,2.0,,8.0,3.0,3.0,2.0,,,1.0,1.0,,,,,,3.0,,1.0,,,,,,,4.0,1.0,,,,,,
11391322,home,Metz,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,18,18,False,50.0,36.0,4.0,3.0,16.0,17.0,22.0,39.0,,6.0,,,,,,90.0,68.0,6.9,21.0,0.0591585,2,,,6.0,1.0,3.0,1.0,1.0,,,,,,2.0,,1.0,0.0739,3.0,1.0,,1.0,2.0,,0.4526,,Lamine Camara,,,,lamine_camara_5,2.0,,,,
11391322,home,Metz,Aboubacar Lô,aboubacar-lo,A. Lô,D,28,187,198,M,991692,EUR,946771200,M,15,15,False,30.0,25.0,4.0,3.0,15.0,18.0,10.0,12.0,4.0,8.0,,,,,,82.0,42.0,7.0,6.0,0.0231368,0,,,,1.0,3.0,3.0,1.0,1.0,1.0,,,,1.0,1.0,,,2.0,1.0,2.0,3.0,,,,,,,,,,,,,,
11391322,home,Metz,Arthur Atta,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,25,25,False,38.0,34.0,2.0,2.0,21.0,23.0,13.0,15.0,,5.0,,,,,,90.0,59.0,7.1,12.0,0.0449456,1,,,,,4.0,8.0,5.0,4.0,,1.0,4.0,3.0,3.0,,,0.0167,2.0,,,,,,,,,,3.0,,,,,,,
11391322,home,Metz,Joel Asoro,joel-asoro,J. Asoro,F,99,175,213,M,825901,EUR,925171200,M,99,99,False,3.0,3.0,,,2.0,2.0,1.0,1.0,,,,,,,,24.0,5.0,6.4,,0.00737524,0,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
