match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_interceptionWon,player_firstName,player_lastName,stat_outfielderBlock,stat_totalCross,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_accurateCross,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_bigChanceCreated,stat_goodHighClaim
12476413,home,Plymouth Argyle,Conor Hazard,conor-hazard,C. Hazard,G,1,198.0,175,M,843788,EUR,889056000,G,21,21,False,34.0,25.0,14.0,6.0,0.0,19.0,21.0,6.0,13.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,43.0,7.1,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12476413,home,Plymouth Argyle,Joe Edwards,joe-edwards,J. Edwards,D,8,173.0,36,M,72806,EUR,657331200,D,8,8,False,57.0,47.0,10.0,5.0,0.0,22.0,25.0,25.0,32.0,2.0,7.0,,,,,,,90.0,86.0,7.2,14.0,1,True,2.0,8.0,8.0,13.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,
12476413,home,Plymouth Argyle,Kornél Szűcs,kornel-szucs,K. Szűcs,D,6,190.0,471,M,1008297,EUR,1001289600,D,6,6,False,69.0,64.0,3.0,2.0,0.0,44.0,45.0,20.0,24.0,3.0,3.0,,,,,,,90.0,78.0,7.3,5.0,2,,2.0,3.0,3.0,3.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
12476413,home,Plymouth Argyle,Julio Pleguezuelo,julio-pleguezuelo,J. Pleguezuelo,D,5,180.0,108,M,788238,EUR,854236800,D,5,5,False,68.0,59.0,4.0,2.0,0.0,38.0,42.0,21.0,26.0,3.0,5.0,1.0,,,,,,90.0,79.0,7.5,9.0,0,,3.0,4.0,3.0,7.0,,,,1.0,1.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,,
12476413,home,Plymouth Argyle,Bali Mumba,mumba-bali,B. Mumba,M,19,168.0,220,M,933320,EUR,1002499200,D,2,2,False,55.0,46.0,3.0,2.0,1.0,19.0,22.0,27.0,34.0,1.0,5.0,,,,,,,90.0,82.0,7.5,16.0,1,,4.0,2.0,14.0,12.0,1.0,7.0,,2.0,2.0,1.0,3.0,4.0,5.0,,,,,,1.0,3.0,5.0,1.0,,,,,,,
12476413,home,Plymouth Argyle,Adam Randell,adam-randell,A. Randell,M,4,175.0,101,M,964115,EUR,970358400,M,20,20,False,68.0,62.0,7.0,4.0,0.0,22.0,22.0,42.0,51.0,2.0,6.0,,,,,,,90.0,95.0,8.0,13.0,4,,1.0,4.0,5.0,7.0,1.0,2.0,2.0,1.0,,1.0,1.0,,6.0,1.0,1.0,,,1.0,5.0,2.0,1.0,1.0,2.0,1.0,,,,,
12476413,home,Plymouth Argyle,Darko Gyabi,darko-gyabi,D. Gyabi,M,24,196.0,544,M,1067117,EUR,1076976000,M,18,18,False,57.0,52.0,4.0,3.0,0.0,22.0,23.0,30.0,34.0,1.0,5.0,,,,,,,79.0,71.0,7.0,7.0,3,,1.0,,4.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,,,,,
12476413,home,Plymouth Argyle,Frederick Issaka,frederick-issaka,F. Issaka,F,30,177.0,113,M,1138435,EUR,1154044800,M,35,35,False,22.0,16.0,,,0.0,5.0,6.0,11.0,18.0,,3.0,,,,,,,68.0,50.0,6.5,23.0,2,,,,11.0,6.0,1.0,7.0,,2.0,1.0,3.0,1.0,,1.0,1.0,,Frederick Issaka,,,2.0,6.0,3.0,1.0,,,,,,,
12476413,home,Plymouth Argyle,Callum Wright,callum-wright,C. Wright,M,8,182.0,80,M,970398,EUR,957225600,M,11,11,False,18.0,15.0,1.0,,0.0,3.0,3.0,12.0,16.0,,3.0,,,,,,,68.0,37.0,6.2,12.0,3,,,1.0,7.0,2.0,,4.0,2.0,,,1.0,1.0,,1.0,,,,,,1.0,3.0,,1.0,,,1.0,1.0,,,
12476413,home,Plymouth Argyle,Ben Waine,ben-waine,B. Waine,F,19,179.0,213,M,944481,EUR,1005004800,M,23,23,False,13.0,10.0,,,0.0,7.0,7.0,4.0,8.0,,1.0,,,,,,,68.0,28.0,7.7,7.0,1,,2.0,1.0,3.0,4.0,,,,,,2.0,3.0,,2.0,1.0,,Ben,Waine,,2.0,1.0,,,1.0,,,,1.0,,
