match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_penaltyConceded,stat_keyPass,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,stat_bigChanceCreated,stat_totalOffside,player_lastName
11451155,home,MKE Ankaragücü,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190,723,M,44938,EUR,562204800,G,1,1,False,34.0,29.0,10.0,5.0,26.0,27.0,3.0,7.0,11.0,1.0,1.0,1.0,4.0,90.0,45.0,7.3,5.0,0.0,0.0,0.00102435,0,0.7354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170,27,M,852161,EUR,800928000,D,77,77,False,29.0,21.0,4.0,2.0,10.0,13.0,11.0,18.0,3.0,,,,,90.0,46.0,6.8,12.0,0.0,0.0,0.0131646,0,,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194,314,M,151900,EUR,765072000,D,26,26,False,44.0,40.0,5.0,4.0,31.0,32.0,9.0,12.0,3.0,,,,,90.0,53.0,7.1,4.0,0.0,0.0,0.016885,0,,,1.0,1.0,1.0,5.0,2.0,1.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Mert Çetin,mert-cetin,M. Çetin,D,4,189,161,M,858148,EUR,852076800,D,45,45,False,35.0,34.0,1.0,1.0,27.0,28.0,7.0,7.0,5.0,,,,,70.0,38.0,6.8,1.0,0.0,0.0,0.00882413,0,,,,,2.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189,775,M,858004,EUR,892598400,D,18,18,False,34.0,32.0,1.0,1.0,18.0,19.0,14.0,16.0,6.0,,,,,90.0,59.0,6.8,5.0,0.0,0.0,0.0105365,0,,1.0,,,4.0,6.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Andrej Đokanović,andrej-dokanovic,A. Đokanović,M,88,177,78,M,985366,EUR,983404800,M,16,16,False,25.0,20.0,,,8.0,9.0,12.0,16.0,5.0,,,,,83.0,36.0,7.2,8.0,0.0,0.0,0.0414611,0,,,1.0,1.0,2.0,4.0,,2.0,2.0,2.0,,1.0,1.0,,,,,,3.0,,3.0,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,M,30,30,False,68.0,51.0,7.0,1.0,31.0,37.0,21.0,33.0,8.0,,,,,90.0,88.0,7.0,22.0,0.1682,0.2218,0.168529,3,,2.0,,,6.0,4.0,1.0,,4.0,4.0,2.0,,1.0,1.0,,,1.0,,3.0,2.0,1.0,True,1.0,1.0,2.0,,,,,,,
11451155,home,MKE Ankaragücü,Efkan Bekiroğlu,efkan-bekiroglu,E. Bekiroğlu,M,11,185,169,M,800458,EUR,811036800,M,10,10,False,29.0,24.0,4.0,3.0,8.0,9.0,17.0,23.0,7.0,,,,,88.0,49.0,7.5,16.0,0.7074,0.8857,0.200911,3,,3.0,,,4.0,4.0,,,2.0,,,,1.0,5.0,2.0,,,,3.0,,6.0,,1.0,2.0,1.0,1.0,,,,,,
11451155,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173,90,M,189627,EUR,749174400,F,70,70,False,25.0,21.0,1.0,1.0,7.0,8.0,14.0,19.0,4.0,,,,,90.0,46.0,7.0,11.0,0.3887,0.0,0.0503681,2,,2.0,1.0,1.0,8.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,,,,3.0,1.0,2.0,,,,,,1.0,2.0,,,,
11451155,home,MKE Ankaragücü,Ali Sowe,ali-sowe,A. Sowe,F,9,186,1036,M,238394,EUR,771552000,F,22,22,False,18.0,12.0,3.0,1.0,4.0,6.0,8.0,12.0,1.0,,,,,83.0,36.0,6.8,13.0,0.1739,0.0,0.0268038,3,,,2.0,2.0,4.0,4.0,1.0,,,,,1.0,,1.0,1.0,,,,,2.0,5.0,,,,,,,3.0,,,,
11451155,home,MKE Ankaragücü,Renaldo Cephas,renaldo-cephas,R. Cephas,F,21,179,810,M,1384968,EUR,944611200,F,29,29,False,14.0,8.0,1.0,,,,9.0,16.0,,,,,,70.0,31.0,7.7,9.0,0.3198,0.0,0.307858,5,,2.0,,,3.0,7.0,,,,,1.0,2.0,1.0,5.0,5.0,,,,2.0,1.0,1.0,,1.0,,2.0,,,3.0,Renaldo Cephas,1.0,1.0,
11451155,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,55,M,320905,EUR,738979200,D,5,5,True,5.0,5.0,,,2.0,2.0,3.0,3.0,,,,,,20.0,10.0,6.9,2.0,0.0,0.0,0.00486558,0,,,,,,1.0,,,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,1.0,
11451155,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,10,175,406,M,850770,EUR,865036800,M,7,7,True,5.0,5.0,1.0,1.0,1.0,1.0,4.0,4.0,,,,,,20.0,10.0,6.6,3.0,0.015,0.1013,0.00302303,1,,,,,2.0,1.0,,,,,,,,3.0,1.0,,,,,,,,,1.0,,,,,,,,
11451155,home,MKE Ankaragücü,Cem Türkmen,cem-turkmen,C. Türkmen,M,18,173,69,M,997127,EUR,1017360000,M,6,6,True,3.0,2.0,,,,,2.0,3.0,,,,,,13.0,9.0,6.8,1.0,0.0,0.0,0.0118074,0,,,,,2.0,2.0,,1.0,1.0,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Riad Bajić,riad-bajic,R. Bajić,F,11,189,335,M,331751,EUR,768182400,F,9,9,True,,,,,,,,,,,,,,13.0,,6.5,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Ali Kaan Güneren,ali-kaan-guneren,A. K. Güneren,M,23,183,28,M,867848,EUR,955152000,M,23,23,True,5.0,3.0,1.0,,,1.0,3.0,4.0,2.0,,,,,8.0,6.0,6.7,2.0,0.0393,0.0,0.00245691,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
11451155,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Alper Uludağ,alper-uludag,A. Uludağ,D,,180,20,M,100102,EUR,660873600,D,3,3,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451155,home,MKE Ankaragücü,Alperen Kuyubaşı,alperen-kuyubasi,A. Kuyubaşı,D,2,186,2,M,1008651,EUR,959299200,D,2,2,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
