match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_totalContest,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_height,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_shotOffTarget,stat_outfielderBlock,stat_wonContest,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,player_sofascoreId
13078225,home,ASWH,Jeffrey Verkerk,Jeffrey Verkerk,,jeffrey-verkerk,J. Verkerk,G,1,7,M,1154962,EUR,724032000,G,1,1,False,43.0,12.0,43.0,12.0,0.0,1.0,3.0,11.0,40.0,2.0,2.0,1.0,16.0,4.0,6.0,8.0,1.0,90.0,58.0,8.8,33.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13078225,home,ASWH,Tristan Armand,Tristan Armand,,tristan-armand,T. Armand,D,2,1,M,1981130,EUR,1018396800,D,2,2,False,13.0,7.0,6.0,3.0,0.0,5.0,9.0,2.0,5.0,,2.0,3.0,2.0,,,,,90.0,24.0,6.8,9.0,0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
13078225,home,ASWH,Luis Pedro,Luis,Pedro,luis-pedro,L. Pedro,D,4,1,M,221992,EUR,694569600,D,4,4,False,8.0,4.0,2.0,1.0,0.0,2.0,4.0,2.0,4.0,1.0,6.0,5.0,3.0,,,,,90.0,31.0,7.0,7.0,1,,6.0,,4.0,,2.0,1.0,2.0,,183.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,
13078225,home,ASWH,Edon Fetahi,Edon Fetahi,,edon-fetahi,E. Fetahi,D,3,2,M,1981070,EUR,950486400,D,3,3,False,16.0,10.0,8.0,3.0,0.0,3.0,5.0,7.0,11.0,1.0,4.0,4.0,3.0,,,,,90.0,34.0,7.2,8.0,1,,1.0,,2.0,,3.0,1.0,,,,1.0,,,,,2.0,,True,1.0,1.0,,,,,,,
13078225,home,ASWH,Joey van Gennip,Joey van Gennip,,van-gennip-joey,J. v. Gennip,F,,1,M,1167598,EUR,1035936000,D,7,7,False,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,,,,,,45.0,15.0,6.7,2.0,0,1.0,4.0,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,2.0,,,,,,,
13078225,home,ASWH,Stefan Watson,Stefan Watson,,stefan-watson,S. Watson,D,5,1,M,1981128,EUR,1012780800,D,5,5,False,13.0,7.0,5.0,2.0,0.0,,2.0,7.0,12.0,1.0,5.0,5.0,2.0,,,,,90.0,31.0,7.5,9.0,0,1.0,2.0,1.0,2.0,,2.0,2.0,1.0,1.0,185.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,,
13078225,home,ASWH,Joshua Adney,,,joshua-adney,J. Adney,M,,1,M,1066316,EUR,977788800,M,8,8,False,15.0,7.0,5.0,1.0,0.0,3.0,5.0,8.0,16.0,,3.0,1.0,3.0,,,,,89.0,52.0,7.2,24.0,3,6.0,7.0,2.0,,,2.0,1.0,2.0,5.0,173.0,,2.0,1.0,,,4.0,1.0,,2.0,,,4.0,1.0,1.0,,,
13078225,home,ASWH,Genridge Prijor,Genridge,Prijor,genridge-prijor,G. Prijor,F,11,1,M,604316,EUR,800409600,M,11,11,False,10.0,8.0,1.0,,0.0,5.0,6.0,3.0,4.0,,1.0,,1.0,,,,,90.0,24.0,6.5,6.0,3,,5.0,3.0,,,,,,,179.0,2.0,,,,,1.0,1.0,,1.0,,,,,2.0,,,
13078225,home,ASWH,Sam van Veen,Sam van Veen,,sam-van-veen,S. v. Veen,M,6,1,M,1981127,EUR,1100649600,M,6,6,False,10.0,4.0,,,0.0,,3.0,4.0,7.0,3.0,8.0,6.0,1.0,,,,,90.0,33.0,7.5,10.0,2,,5.0,2.0,2.0,,5.0,5.0,,,,2.0,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,
13078225,home,ASWH,Quincy Tavares Mojica,,,quincy-tavares-mojica,Q. Tavares Mojica,F,11,12,M,945779,EUR,980899200,F,24,24,False,4.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,4.0,,5.0,,3.0,,,,,61.0,14.0,6.7,4.0,0,2.0,3.0,2.0,,,2.0,1.0,1.0,,171.0,,2.0,,,,1.0,2.0,,,,1.0,,,,1.0,,
