match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_wonContest,stat_clearanceOffLine,stat_interceptionWon,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_accurateCross,stat_challengeLost,stat_blockedScoringAttempt,stat_shotOffTarget,captain,stat_dispossessed,stat_totalOffside,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated
10385393,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,19.0,10.0,14.0,5.0,6.0,7.0,4.0,12.0,2.0,6.0,1.0,1.0,1.0,90.0,25.0,6.1,9.0,0.0,0.0,0.000356788,0,-0.6544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385393,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,D,22,22,False,22.0,17.0,3.0,,7.0,9.0,10.0,16.0,2.0,4.0,,,,68.0,40.0,6.7,11.0,0.0,0.0,0.108512,0,,nelsonsemedo50,3.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385393,home,Wolverhampton,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,4,4,False,40.0,36.0,2.0,1.0,17.0,18.0,19.0,22.0,3.0,3.0,,,,90.0,48.0,6.6,5.0,0.0,0.0,0.0126408,0,,,,2.0,1.0,2.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385393,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,30.0,23.0,2.0,,18.0,20.0,5.0,10.0,4.0,2.0,,,,90.0,40.0,6.8,8.0,0.0,0.0,0.000875892,0,,,,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,
10385393,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,38.0,32.0,7.0,2.0,22.0,25.0,10.0,13.0,5.0,,,,,80.0,47.0,7.0,6.0,0.0,0.0,0.00256762,0,,,,,3.0,1.0,4.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10385393,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,695,M,1013928,EUR,1032307200,D,64,64,False,31.0,22.0,2.0,,16.0,22.0,7.0,11.0,3.0,6.0,,,,90.0,60.0,6.8,13.0,0.0687,0.0,0.0814232,1,,,2.0,1.0,1.0,4.0,9.0,2.0,5.0,2.0,,,2.0,2.0,,1.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,
10385393,home,Wolverhampton,Boubacar Traoré,boubacar-traore,B. Traoré,M,8,183,1011,M,982613,EUR,998265600,M,6,6,False,24.0,20.0,2.0,1.0,6.0,6.0,14.0,18.0,,4.0,,,,90.0,31.0,6.8,5.0,0.0356,0.0,0.0156937,1,,,,1.0,2.0,2.0,6.0,2.0,2.0,,,,1.0,2.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,
10385393,home,Wolverhampton,Rúben Neves,ruben-neves,R. Neves,M,8,181,15401,M,280955,EUR,858211200,M,8,8,False,43.0,38.0,3.0,3.0,21.0,23.0,17.0,20.0,4.0,3.0,,,,90.0,56.0,6.7,9.0,0.0212,0.0,0.013009,1,,rubenneves,,,3.0,4.0,5.0,,2.0,1.0,1.0,,1.0,,,1.0,,,,,,2.0,,1.0,True,2.0,,,,,,,,
10385393,home,Wolverhampton,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,False,32.0,27.0,1.0,,16.0,18.0,11.0,14.0,,5.0,,,,68.0,38.0,6.5,6.0,0.0,0.0,0.0619797,0,,,,,1.0,2.0,3.0,,1.0,,,,,,,1.0,1.0,,,,,2.0,,,,,1.0,,,,,,,
10385393,home,Wolverhampton,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,F,37,37,False,21.0,15.0,1.0,1.0,3.0,5.0,12.0,19.0,,5.0,,,,90.0,42.0,7.0,15.0,0.033,0.0,0.312561,1,,adamatrd,3.0,2.0,5.0,8.0,9.0,5.0,,2.0,3.0,,,3.0,,,1.0,2.0,,,,,,1.0,,2.0,,,,,,,,
10385393,home,Wolverhampton,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,F,17,17,False,25.0,19.0,3.0,3.0,5.0,6.0,14.0,24.0,,7.0,,,,90.0,46.0,7.2,16.0,0.2718,0.0977,0.0180212,4,,,5.0,,,3.0,5.0,2.0,3.0,3.0,,,3.0,1.0,,1.0,1.0,,,,,1.0,1.0,2.0,,1.0,2.0,1.0,,,,,,
