match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalOffside,player_firstName,player_lastName,stat_unsuccessfulTouch,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalContest,stat_wonContest,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,stat_bigChanceMissed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12624921,home,Al Wehda,Abdullah Hussein Alowayshir,abdullah-hussein-al-owisher,A. H. Alowayshir,G,1,184.0,43,M,976548,EUR,674092800,G,1,1,False,30.0,13.0,24.0,7.0,0.0,8.0,12.0,5.0,18.0,1.0,10.0,4.0,5.0,1.0,90.0,43.0,6.9,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624921,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800,D,2,2,False,28.0,19.0,4.0,1.0,0.0,10.0,15.0,9.0,17.0,5.0,3.0,,,,90.0,58.0,7.4,20.0,0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624921,home,Al Wehda,Alexandru Crețu,alexandru-cretu,A. Crețu,M,4,189.0,120,M,229678,EUR,704073600,D,6,6,False,27.0,20.0,7.0,4.0,0.0,12.0,16.0,8.0,11.0,10.0,,,,,90.0,42.0,6.6,9.0,0,,3.0,5.0,4.0,6.0,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12624921,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,34.0,28.0,4.0,1.0,0.0,18.0,23.0,10.0,11.0,4.0,2.0,,,,90.0,44.0,6.6,7.0,0,,4.0,2.0,4.0,5.0,,1.0,,3.0,1.0,,,,,,1.0,True,,,,,,,,,,,,,,,
12624921,home,Al Wehda,Ali Al-Salem,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,49,49,False,26.0,21.0,3.0,,0.0,11.0,13.0,10.0,14.0,1.0,2.0,,,,78.0,46.0,7.5,13.0,1,1.0,1.0,,2.0,3.0,1.0,,,3.0,2.0,,,,,,4.0,,1.0,1.0,,,,,,,,,,,,,
12624921,home,Al Wehda,Mohamed Al Makahasi,mohamed-al-makahasi,M. Makaazi,M,23,177.0,475,M,970835,EUR,791942400,M,35,35,False,57.0,53.0,3.0,2.0,0.0,30.0,30.0,23.0,27.0,2.0,6.0,,,,90.0,69.0,7.0,7.0,0,,,,1.0,3.0,,1.0,,1.0,1.0,,1.0,,,,2.0,,,,2.0,2.0,,,,,,,,,,,
12624921,home,Al Wehda,Ala'a Al-Hejji,alaa-al-hejji,A. Al-Hejji,M,18,173.0,32,M,826242,EUR,817948800,M,8,8,False,46.0,37.0,3.0,1.0,0.0,13.0,16.0,24.0,30.0,1.0,8.0,,,,78.0,61.0,7.3,10.0,0,,,,4.0,10.0,2.0,1.0,,4.0,2.0,4.0,1.0,,,,,,,,2.0,2.0,1.0,,,,,,,,,,
12624921,home,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,220113,EUR,692841600,M,23,23,False,28.0,25.0,1.0,,2.0,11.0,12.0,15.0,20.0,,4.0,,,,90.0,44.0,7.5,11.0,1,4.0,2.0,,7.0,3.0,,,1.0,1.0,1.0,1.0,3.0,1.0,,,1.0,,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,
12624921,home,Al Wehda,Saad Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,M,18,18,False,20.0,16.0,3.0,1.0,0.0,5.0,5.0,11.0,15.0,,6.0,,,,45.0,27.0,6.7,8.0,1,,,1.0,2.0,1.0,,,,,,,1.0,,Saad,Bguir,2.0,,,,,,1.0,,,,1.0,1.0,,,,,
12624921,home,Al Wehda,Youssef Amyn,amyn-youssef,Y. Amyn,M,20,175.0,3727,M,1106352,EUR,1061424000,M,11,11,False,21.0,19.0,1.0,,0.0,5.0,6.0,14.0,17.0,1.0,2.0,,,,89.0,43.0,7.4,11.0,1,2.0,1.0,1.0,7.0,7.0,1.0,,1.0,4.0,2.0,2.0,2.0,,,,3.0,,1.0,1.0,1.0,,2.0,,,,2.0,,yaminio10,,,,
