match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_outfielderBlock,captain,stat_dispossessed,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
11067317,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,24.0,18.0,8.0,2.0,18.0,19.0,5.0,1.0,2.0,1.0,9.0,1.0,4.0,3.0,5.0,1.0,90.0,43.0,7.7,6.0,0.0,0.0,7.43e-05,0,0.4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067317,home,Vasco da Gama,Puma Rodríguez,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,,877591,EUR,858297600,D,2,2,False,57.0,41.0,9.0,4.0,21.0,27.0,39.0,1.0,6.0,1.0,9.0,1.0,,,,,90.0,86.0,7.2,26.0,0.0424,0.0,0.0746412,1,,21.0,9.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11067317,home,Vasco da Gama,Robson Bambu,robson-bambu,R. Bambu,D,3,184,359,M,,923186,EUR,879292800,D,30,30,False,70.0,59.0,8.0,5.0,50.0,54.0,17.0,3.0,7.0,2.0,12.0,,,,,,90.0,82.0,7.2,12.0,0.0,0.0,0.0140895,0,,9.0,1.0,,4.0,1.0,2.0,2.0,,1.0,,,2.0,,,,,3.0,1.0,,,,,,,,,,,,
11067317,home,Vasco da Gama,Léo,leo,Léo,D,3,183,707,M,,360940,EUR,826070400,D,3,3,False,68.0,60.0,10.0,5.0,36.0,37.0,31.0,2.0,2.0,4.0,11.0,,,,,,90.0,77.0,6.8,11.0,0.0,0.0,0.0266705,0,,24.0,,,1.0,,,,,1.0,,1.0,,,,,,1.0,,True,,,,,,,,,,,
11067317,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,35.0,27.0,5.0,2.0,16.0,16.0,23.0,1.0,4.0,2.0,5.0,2.0,,,,,90.0,65.0,6.6,16.0,0.0,0.0,0.0750046,0,,12.0,4.0,1.0,5.0,1.0,,,,3.0,,2.0,1.0,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,
11067317,home,Vasco da Gama,Jair,jair,Jair,M,8,178,1707,M,,268419,EUR,777859200,M,8,8,False,31.0,28.0,3.0,2.0,10.0,11.0,20.0,,6.0,,7.0,,,,,,75.0,41.0,6.9,4.0,0.0,0.0,0.123005,0,,18.0,,,3.0,1.0,3.0,2.0,,1.0,,,4.0,,2.0,,,,,,,1.0,,,,,,,,,
11067317,home,Vasco da Gama,Andrey Santos,santos-andrey,A. Santos,M,17,180,28027,M,andreysantos_5,1105779,EUR,1083542400,M,18,18,False,22.0,19.0,2.0,1.0,11.0,11.0,11.0,2.0,5.0,1.0,,2.0,,,,,60.0,31.0,6.6,5.0,0.0919,0.1742,0.00527463,2,,8.0,,,6.0,1.0,,,,1.0,1.0,1.0,1.0,,,Andrey Santos,,1.0,,,1.0,3.0,1.0,1.0,,,,,,,
11067317,home,Vasco da Gama,Marlon Gomes,marlon-gomes,M. Gomes,M,6,184,1923,M,,1105833,EUR,1071360000,M,25,25,False,19.0,15.0,2.0,1.0,8.0,8.0,11.0,,3.0,1.0,2.0,2.0,,,,,60.0,27.0,6.7,5.0,0.0338,0.0,0.0133745,1,,7.0,,,4.0,,1.0,,1.0,,2.0,,1.0,,,Marlon Gomes,,,1.0,,,3.0,,,1.0,,,,,,
11067317,home,Vasco da Gama,Gabriel Pec,gabriel-pec,G. Pec,F,11,172,4603,M,GabrielPec,995072,EUR,981849600,F,11,11,False,18.0,15.0,1.0,1.0,7.0,7.0,14.0,,7.0,,3.0,2.0,,,,,75.0,40.0,7.6,7.0,0.1125,0.23,0.224334,3,,10.0,3.0,2.0,3.0,,2.0,1.0,2.0,1.0,1.0,,4.0,,4.0,,,1.0,,,,1.0,1.0,,,,,,,,
11067317,home,Vasco da Gama,Pedro Raul,pedro-raul,P. Raul,F,18,191,7083,M,,866911,EUR,847152000,F,9,9,False,15.0,12.0,,,4.0,5.0,10.0,5.0,6.0,2.0,2.0,,,,,,90.0,25.0,7.1,5.0,0.1955,0.0574,0.151692,3,,8.0,,,5.0,,1.0,1.0,1.0,,,2.0,,2.0,2.0,,,4.0,,,,1.0,1.0,1.0,,,,,,,
11067317,home,Vasco da Gama,Alex Teixeira,alex-teixeira,A. Teixeira,F,90,173,1081,M,,39649,EUR,631584000,F,7,7,False,5.0,3.0,1.0,,2.0,2.0,4.0,1.0,1.0,,2.0,,,,,,60.0,12.0,6.8,6.0,0.3599,0.2411,0.00609321,2,,2.0,1.0,1.0,4.0,,,,1.0,,,4.0,,1.0,1.0,,,2.0,,,,2.0,1.0,,,,,,,,
11067317,home,Vasco da Gama,Rodrigo,rodrigo,Rodrigo,M,,176,134,M,,1105849,EUR,1023148800,M,26,26,True,20.0,17.0,2.0,2.0,11.0,12.0,8.0,,,,2.0,,,,,,30.0,22.0,6.4,3.0,0.0,0.0,0.00430863,0,,6.0,,,4.0,2.0,,,,,,,,,,Rodrigo,,,,,,2.0,,,,,,,,,
11067317,home,Vasco da Gama,Luca Orellano,luca-orellano,L. Orellano,M,11,170,1144,M,,965764,EUR,953683200,F,14,14,True,13.0,10.0,1.0,1.0,2.0,3.0,13.0,1.0,9.0,,2.0,1.0,,,,,30.0,30.0,7.2,8.0,0.0351,0.2779,0.0647225,1,,8.0,3.0,,4.0,3.0,5.0,4.0,,,1.0,,3.0,,,,,,,,,,1.0,,,,,,,,
11067317,home,Vasco da Gama,Gabriel Carabajal,gabriel-carabajal,Gabriel Carabajal,M,27,178,97,M,,830742,EUR,692236800,M,20,20,True,22.0,13.0,4.0,,7.0,7.0,18.0,,2.0,,3.0,,,,,,30.0,31.0,6.1,14.0,0.0491,0.0,0.00592918,1,,6.0,3.0,,5.0,1.0,1.0,1.0,,1.0,,,1.0,,,,,1.0,,,,3.0,,1.0,,,,,,,
11067317,home,Vasco da Gama,Erick Marcus,erick-marcus,Erick Marcus,M,77,172,690,M,,1403439,EUR,1078099200,F,16,16,True,6.0,4.0,,,2.0,2.0,7.0,,2.0,,,,,,,,15.0,15.0,6.7,7.0,0.0232,0.2772,0.0153071,1,,3.0,3.0,1.0,3.0,,3.0,2.0,,,,,,,,,,,,,2.0,,1.0,,,,,,,,
