match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_goals,stat_bigChanceMissed,stat_outfielderBlock,stat_dispossessed,stat_goalAssist,stat_accurateCross,captain,stat_punches
11540877,home,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186.0,12815,M,Livakovic40,190419,EUR,789609600,G,40,40,False,26.0,11.0,20.0,5.0,7.0,7.0,4.0,19.0,1.0,10.0,1.0,1.0,3.0,1.0,1.0,90.0,38.0,7.5,15.0,0.0026797,1.0,0,0.2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540877,home,Fenerbahçe,Ferdi Kadıoğlu,ferdi-kadioglu,F. Kadıoğlu,D,24,174.0,20994,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,43.0,31.0,8.0,3.0,11.0,17.0,20.0,28.0,1.0,4.0,,,,,,90.0,63.0,7.4,15.0,0.0533536,2.0,2,,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,0.1556,0.0401,,,,,,,,,,,,,,,,,
11540877,home,Fenerbahçe,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191.0,1867,M,,880207,EUR,822009600,D,50,50,False,40.0,33.0,7.0,4.0,26.0,27.0,7.0,13.0,,5.0,,,,,,90.0,51.0,7.5,7.0,0.00693693,1.0,1,,,2.0,3.0,,,,1.0,,,,1.0,,0.0147,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11540877,home,Fenerbahçe,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187.0,4168,M,soyuncu_caglar,758608,EUR,832809600,D,2,2,False,38.0,30.0,4.0,1.0,25.0,26.0,5.0,12.0,,4.0,,,,,,78.0,49.0,7.7,8.0,0.00444528,,2,,,,6.0,,,1.0,4.0,2.0,1.0,,,,0.5242,0.8234,,,,4.0,,,1.0,1.0,,1.0,,,,,,,
11540877,home,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189.0,3123,M,,1048324,EUR,988243200,D,24,24,False,22.0,17.0,1.0,1.0,10.0,12.0,7.0,10.0,,3.0,,,,,,66.0,42.0,7.3,8.0,0.0291526,,1,,,2.0,10.0,,,1.0,,3.0,2.0,1.0,1.0,,0.1761,0.1712,Jayden Oosterwolde,,1.0,3.0,3.0,3.0,,1.0,1.0,,1.0,1.0,,,,,
11540877,home,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182.0,4708,M,alex_djiku,289977,EUR,776390400,M,6,6,False,44.0,33.0,9.0,4.0,13.0,18.0,20.0,26.0,,4.0,,,,,,90.0,63.0,8.0,15.0,0.165267,1.0,1,,,4.0,8.0,,,1.0,1.0,4.0,3.0,3.0,1.0,,0.0751,0.1524,,,1.0,2.0,1.0,1.0,,4.0,2.0,1.0,,,1.0,,,,
11540877,home,Fenerbahçe,Fred,fred,Fred,M,7,169.0,11619,M,fred08,243623,EUR,731289600,M,35,35,False,51.0,35.0,5.0,1.0,18.0,24.0,17.0,27.0,,8.0,,,,,,90.0,73.0,7.4,19.0,0.0891496,1.0,5,,,4.0,9.0,1.0,1.0,3.0,,3.0,2.0,,2.0,,0.319,0.1723,,,,,6.0,4.0,1.0,2.0,1.0,,1.0,,,,,,
11540877,home,Fenerbahçe,Cengiz Ünder,cengiz-under,C. Ünder,F,11,173.0,4739,M,cengizunder,758876,EUR,868838400,M,20,20,False,27.0,23.0,2.0,1.0,8.0,9.0,15.0,18.0,,6.0,,,,,,82.0,34.0,6.8,6.0,0.0752025,1.0,2,,,1.0,2.0,,,1.0,,,,2.0,,,0.1141,0.71,,,,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,
11540877,home,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174.0,10874,M,szymanski_11,847983,EUR,926294400,M,53,53,False,31.0,25.0,,,7.0,10.0,20.0,31.0,1.0,6.0,,,,,,90.0,53.0,7.1,21.0,0.57121,3.0,1,,10.0,9.0,,3.0,1.0,,1.0,,,3.0,,,0.0411,,,,1.0,,1.0,,,,2.0,,,,2.0,1.0,2.0,,
11540877,home,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181.0,12216,M,dusantadic,38560,EUR,595987200,M,10,10,False,25.0,13.0,2.0,1.0,2.0,4.0,11.0,23.0,,1.0,,,,,,66.0,51.0,7.1,22.0,0.147199,3.0,3,,2.0,10.0,5.0,1.0,,3.0,,3.0,1.0,1.0,1.0,1.0,0.2047,0.274,,,1.0,,3.0,1.0,,,2.0,,,,4.0,1.0,,True,
