match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_fouls,captain,stat_outfielderBlock,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_challengeLost,player_sofascoreId
10388461,home,1. FC Union Berlin,Lennart Grill,,,lennart-grill,L. Grill,G,22,191,99,M,836710,EUR,917222400,G,37,37,False,37.0,22.0,30.0,16.0,8.0,10.0,14.0,27.0,13.0,1.0,1.0,90.0,46.0,6.1,15.0,0.0,0.0,0.00911271,0,-1.5451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388461,home,1. FC Union Berlin,Danilho Doekhi,,,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,42.0,34.0,3.0,1.0,19.0,22.0,15.0,20.0,4.0,,,90.0,49.0,6.4,8.0,0.0,0.0,0.0599728,0,,3.0,3.0,3.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388461,home,1. FC Union Berlin,Robin Knoche,,,robin-knoche,R. Knoche,D,31,190,148,M,130433,EUR,706492800,D,31,31,False,50.0,38.0,13.0,6.0,24.0,28.0,14.0,22.0,9.0,,,90.0,65.0,6.8,12.0,0.0,0.0,0.00918662,0,,2.0,3.0,2.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
10388461,home,1. FC Union Berlin,Diogo Leite,,,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,57.0,46.0,7.0,5.0,34.0,40.0,12.0,17.0,3.0,,,90.0,67.0,6.9,13.0,0.0,0.0,0.0100393,0,,,6.0,1.0,10.0,2.0,4.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10388461,home,1. FC Union Berlin,Julian Ryerson,,,julian-ryerson,J. Ryerson,D,26,183,3446,M,800951,EUR,879724800,M,6,6,False,42.0,31.0,5.0,4.0,9.0,13.0,27.0,39.0,6.0,,,90.0,90.0,7.9,22.0,0.0508,0.0,0.240723,1,,1.0,1.0,5.0,14.0,,7.0,4.0,7.0,6.0,,,3.0,10.0,5.0,1.0,3.0,,,,,,,,,,,,,,,,,,
10388461,home,1. FC Union Berlin,Paul Seguin,,,paul-seguin,P. Seguin,M,30,186,138,M,253687,EUR,796435200,M,14,14,False,40.0,27.0,5.0,2.0,8.0,11.0,21.0,31.0,7.0,,,83.0,53.0,7.3,17.0,0.0331,0.0,0.67447,1,,2.0,3.0,6.0,6.0,,1.0,1.0,4.0,1.0,,1.0,,2.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10388461,home,1. FC Union Berlin,Rani Khedira,,,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,40.0,30.0,7.0,4.0,11.0,14.0,19.0,27.0,12.0,,,90.0,53.0,7.1,12.0,0.0066,0.0,0.01215,1,,3.0,6.0,4.0,9.0,,3.0,3.0,,,1.0,,,1.0,,1.0,,,,1.0,True,1.0,1.0,,,,,,,,,,,,
10388461,home,1. FC Union Berlin,Janik Haberer,,,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,False,18.0,11.0,,,2.0,3.0,9.0,15.0,3.0,,,70.0,31.0,6.8,9.0,0.2738,0.0,0.0108979,3,,3.0,3.0,5.0,4.0,2.0,1.0,1.0,,,2.0,,1.0,,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,
10388461,home,1. FC Union Berlin,Niko Giesselmann,,,niko-giesselmann,N. Giesselmann,D,,179,73,M,123915,EUR,685843200,M,23,23,False,44.0,35.0,2.0,1.0,16.0,18.0,24.0,37.0,7.0,,,83.0,74.0,8.4,19.0,0.1169,0.0429,0.419073,3,,,2.0,,5.0,2.0,,,,,,3.0,,11.0,5.0,2.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,
10388461,home,1. FC Union Berlin,Kevin Behrens,,,kevin-behrens,K. Behrens,F,91,184,493,M,164171,EUR,665539200,F,17,17,False,27.0,16.0,,,4.0,4.0,12.0,23.0,1.0,,,83.0,47.0,7.7,17.0,0.5122,0.4221,0.087051,4,,8.0,13.0,10.0,15.0,,,,,,,2.0,1.0,,,2.0,2.0,,,1.0,,,5.0,2.0,1.0,1.0,1.0,,,,,,,,
