match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_fouls,stat_lastManTackle,stat_ownGoals,stat_penaltyConceded,stat_totalCross,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,captain,stat_wonContest,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_outfielderBlock,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_penaltyWon,stat_bigChanceCreated,stat_goalAssist,stat_totalOffside
10433867,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,51.0,43.0,16.0,8.0,39.0,41.0,4.0,10.0,1.0,9.0,2.0,1.0,4.0,2.0,2.0,90.0,61.0,5.2,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433867,home,Başakşehir FK,Junior Caiçara,junior-caicara,J. Caiçara,D,5,173,99,M,128440,EUR,609638400,D,80,80,False,55.0,43.0,6.0,3.0,16.0,22.0,27.0,33.0,4.0,7.0,,,,,,90.0,84.0,5.5,19.0,1,1.0,5.0,5.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10433867,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,55.0,42.0,12.0,5.0,33.0,36.0,9.0,19.0,1.0,5.0,,,,,,90.0,64.0,5.7,13.0,0,2.0,3.0,5.0,,,,,3.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10433867,home,Başakşehir FK,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1812,M,985934,EUR,909446400,D,55,55,False,72.0,61.0,12.0,7.0,50.0,55.0,11.0,17.0,3.0,4.0,,,,,,90.0,77.0,5.2,11.0,0,1.0,2.0,2.0,,,,,1.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10433867,home,Başakşehir FK,Hasan Ali Kaldırım,hasan-ali-kaldirim,H. A. Kaldırım,D,3,182,94,M,39847,EUR,629164800,D,3,3,False,48.0,43.0,5.0,4.0,24.0,26.0,19.0,24.0,3.0,7.0,,,,,,90.0,72.0,5.8,8.0,1,1.0,3.0,3.0,2.0,,1.0,2.0,2.0,2.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,
10433867,home,Başakşehir FK,Lucas Biglia,lucas-biglia,L. Biglia,M,,178,317,,17799,EUR,507427200,M,20,20,False,29.0,28.0,3.0,3.0,16.0,17.0,12.0,12.0,,2.0,,,,,,45.0,37.0,6.7,3.0,0,,2.0,1.0,,,,1.0,1.0,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,
10433867,home,Başakşehir FK,Bertrand Traoré,bertrand-traore,B. Traoré,F,25,180,34499,M,218160,EUR,810345600,M,9,9,False,22.0,18.0,1.0,,3.0,5.0,16.0,20.0,,1.0,,,,,,63.0,40.0,6.9,12.0,3,,3.0,3.0,,1.0,2.0,1.0,2.0,,4.0,1.0,,1.0,,,,3.0,3.0,bertrandtraore10,1.0,1.0,1.0,,,,,,,,,,,,,
10433867,home,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,,178,50,M,43666,EUR,569721600,M,21,21,False,51.0,46.0,6.0,3.0,30.0,32.0,16.0,19.0,,7.0,,,,,,90.0,63.0,6.2,8.0,0,,8.0,6.0,1.0,1.0,,,2.0,2.0,1.0,4.0,3.0,2.0,,,,,1.0,,,1.0,,True,,,,,,,,,,,,
10433867,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,19,19,False,18.0,14.0,1.0,1.0,3.0,5.0,11.0,13.0,,3.0,,,,,,45.0,22.0,6.2,7.0,0,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10433867,home,Başakşehir FK,Mounir Chouiar,mounir-chouiar,M. Chouiar,M,23,178,1621,M,845274,EUR,917049600,M,11,11,False,23.0,19.0,2.0,1.0,3.0,3.0,16.0,20.0,1.0,5.0,,,,,,64.0,39.0,6.5,9.0,2,,6.0,6.0,1.0,4.0,,1.0,3.0,2.0,3.0,,1.0,2.0,,,,,,,,1.0,1.0,,3.0,1.0,,,,,,,,,,
