match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_challengeLost,captain,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_crossNotClaimed,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_hitWoodwork
11391290,home,Toulouse,Guillaume Restes,Guillaume,Restes,guillaume-restes,G. Restes,G,1,188.0,2069,M,1154630,EUR,1110499200,G,50,50,False,16.0,13.0,6.0,3.0,11.0,12.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,90.0,21.0,6.3,3.0,0.00063942,0,-0.9326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Logan Costa,,,logan-costa,L. Costa,D,2,188.0,677,M,911853,EUR,986083200,D,6,6,False,54.0,42.0,9.0,4.0,27.0,30.0,15.0,24.0,3.0,4.0,10.0,,,,90.0,66.0,6.6,14.0,0.0142479,0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Rasmus Nicolaisen,,,rasmus-nicolaisen,R. Nicolaisen,D,2,190.0,261,M,798124,EUR,858470400,D,2,2,False,59.0,49.0,6.0,2.0,37.0,45.0,12.0,14.0,7.0,5.0,5.0,,,,90.0,75.0,7.6,10.0,0.0114634,2,,1.0,4.0,2.0,,,,3.0,3.0,2.0,,,1.0,1.0,1.0,1.0,0.0979,0.0879,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Moussa Diarra,,,diarra-moussa,M. Diarra,D,93,183.0,821,M,985262,EUR,973814400,D,23,23,False,51.0,45.0,,,24.0,27.0,21.0,24.0,2.0,2.0,2.0,,,,90.0,62.0,6.7,8.0,0.0243861,1,,,1.0,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,0.019,,1.0,,,,,,,,,,,,,,,
11391290,home,Toulouse,Warren Kamanzi,,,warren-kamanzi,W. Kamanzi,M,12,177.0,196,M,1048366,EUR,973900800,M,12,12,False,35.0,32.0,3.0,2.0,13.0,14.0,19.0,21.0,5.0,2.0,3.0,1.0,,,90.0,57.0,6.7,12.0,0.0178708,0,,2.0,1.0,6.0,1.0,1.0,,,3.0,2.0,3.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11391290,home,Toulouse,Stijn Spierings,,,spierings-stijn,S. Spierings,M,6,189.0,224,M,788977,EUR,826588800,M,4,4,False,56.0,50.0,4.0,1.0,21.0,24.0,29.0,32.0,3.0,1.0,7.0,1.0,,,80.0,66.0,6.8,11.0,0.0169598,0,,,,4.0,2.0,,,1.0,2.0,2.0,2.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Vincent Sierro,,,vincent-sierro,V. Sierro,M,14,184.0,461,M,794412,EUR,813110400,M,8,8,False,48.0,40.0,3.0,2.0,18.0,22.0,24.0,33.0,9.0,2.0,6.0,3.0,,,90.0,72.0,7.8,15.0,0.123834,1,,,,3.0,,4.0,2.0,1.0,4.0,3.0,,2.0,1.0,,,1.0,0.0961,,,,True,1.0,7.0,2.0,1.0,,,,,,,,,
11391290,home,Toulouse,Gabriel Suazo,,,gabriel-suazo,G. Suazo,M,12,178.0,3981,M,818986,EUR,871084800,M,17,17,False,37.0,33.0,5.0,3.0,12.0,13.0,23.0,26.0,5.0,,6.0,,,,90.0,54.0,7.5,7.0,0.302524,0,,,2.0,2.0,,2.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,1.0,,1.0,2.0,2.0,,,,,,,,,,
11391290,home,Toulouse,Zakaria Aboukhlal,,,zakaria-aboukhlal,Z. Aboukhlal,F,7,179.0,8018,M,856737,EUR,950832000,F,7,7,False,12.0,5.0,,,2.0,4.0,3.0,9.0,4.0,,3.0,2.0,,,71.0,31.0,6.4,17.0,0.00296885,3,,2.0,1.0,9.0,2.0,4.0,,,1.0,1.0,2.0,,1.0,,,1.0,0.1889,,1.0,,,,1.0,,,zakariaaboukhlal,2.0,2.0,,,,,,
11391290,home,Toulouse,Yann Gboho,,,yann-gboho,Y. Gboho,F,10,173.0,957,M,911851,EUR,979430400,F,37,37,False,15.0,9.0,1.0,,2.0,2.0,7.0,14.0,13.0,,7.0,4.0,,,85.0,50.0,7.8,18.0,0.0250785,3,,,,11.0,6.0,11.0,8.0,1.0,1.0,,1.0,1.0,,2.0,1.0,,0.1114,0.3712,,2.0,,,1.0,,,,1.0,,,,,,,
11391290,home,Toulouse,Thijs Dallinga,,,thijs-dallinga,T. Dallinga,F,24,190.0,2354,M,905381,EUR,965260800,F,9,9,False,22.0,15.0,1.0,1.0,5.0,7.0,10.0,15.0,7.0,2.0,3.0,1.0,,,80.0,36.0,7.0,12.0,0.00822406,0,,,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,2.0,,,,,,
11391290,home,Toulouse,Shavy Warren Babicka,,,babicka-shavy-warren,S. W. Babicka,F,80,180.0,1188,M,1136280,EUR,959817600,F,80,80,True,3.0,2.0,1.0,1.0,,,2.0,4.0,2.0,,1.0,,,,19.0,9.0,6.7,4.0,0.013367,0,,,,1.0,,2.0,2.0,,,,1.0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
11391290,home,Toulouse,Niklas Schmidt,,,niklas-schmidt,N. Schmidt,M,31,183.0,152,M,795002,EUR,888710400,M,20,20,True,8.0,7.0,1.0,1.0,3.0,4.0,4.0,4.0,,,3.0,,,,10.0,8.0,6.5,1.0,0.0032923,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Frank Magri,Frank Magri,,frank-magri,F. Magri,F,9,178.0,1819,M,1169436,EUR,936403200,F,19,19,True,6.0,5.0,,,3.0,4.0,2.0,2.0,2.0,1.0,1.0,,,,10.0,12.0,6.7,2.0,0.00049991,0,,,,2.0,1.0,,,,2.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11391290,home,Toulouse,Cristian Cásseres Jr.,,,cristian-casseres-jr,C. Cásseres Jr.,M,23,174.0,1378,M,878938,EUR,948326400,M,24,24,True,5.0,4.0,1.0,,3.0,3.0,1.0,2.0,,,1.0,,,,12.0,5.0,6.3,1.0,0.00030309,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Alex Domínguez,,,alex-dominguez,A. Domínguez,G,30,187.0,83,M,909272,EUR,901756800,G,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Kévin Keben Biakolo,,,kevin-keben-biakolo,K. K. Biakolo,D,4,187.0,208,M,1102504,EUR,1075075200,D,25,25,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Mikkel Desler,,,mikkel-desler,M. Desler,D,3,187.0,109,M,226958,EUR,793152000,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,César Gelabert,,,cesar-gelabert,C. Gelabert,M,10,183.0,320,M,883156,EUR,972950400,M,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391290,home,Toulouse,Ibrahim Cissoko,Ibrahim Cissoko,,ibrahim-cissoko,I. Cissoko,M,20,188.0,380,M,1128902,EUR,1048636800,F,10,10,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391290,away,Olympique de Marseille,Pau López,,,pau-lopez,P. López,G,25,189.0,1242,M,548848,EUR,787276800,G,16,16,False,36.0,30.0,7.0,1.0,30.0,31.0,,5.0,,3.0,4.0,,1.0,2.0,90.0,45.0,6.3,7.0,0.00021986,0,-1.5409,,,,,,,,,,,,,,,,,,,,True,,,,,,,,1.0,1.0,1.0,1.0,,
11391290,away,Olympique de Marseille,Luís Henrique,,,luis-henrique,L. Henrique,M,11,181.0,6103,M,977679,EUR,1008288000,D,44,44,False,28.0,22.0,2.0,1.0,13.0,16.0,9.0,13.0,1.0,1.0,5.0,,,,90.0,44.0,6.3,14.0,0.00823,0,,,,3.0,,2.0,1.0,1.0,,,4.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,
