match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_totalOffside,player_sofascoreId,stat_penaltyWon,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss
12448408,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,25.0,14.0,14.0,4.0,1.0,12.0,14.0,2.0,11.0,2.0,3.0,1.0,2.0,11.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,1.0,90.0,41.0,8.0,12.0,0.00166162,1.0,0,1.1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448408,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,False,47.0,35.0,5.0,3.0,0.0,21.0,24.0,14.0,24.0,2.0,4.0,,4.0,4.0,,,,,,,,,90.0,73.0,6.6,20.0,0.0428611,,0,,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12448408,home,PEC Zwolle,Olivier Aertssen,,,olivier-aertssen,O. Aertssen,D,3,185,170,M,1049446,EUR,1091836800,D,3,3,False,58.0,47.0,11.0,4.0,0.0,31.0,35.0,16.0,23.0,3.0,4.0,,4.0,3.0,,,,,,,,,90.0,69.0,6.6,12.0,0.00550768,,0,,,1.0,3.0,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12448408,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,4,4,False,64.0,60.0,5.0,3.0,0.0,30.0,30.0,30.0,34.0,4.0,6.0,,4.0,8.0,1.0,,,,,,,,90.0,77.0,7.4,5.0,0.0309354,,1,,,,,,,,2.0,,,,,1.0,1.0,1.0,1.0,0.0214,,,,,,,,,,,,
12448408,home,PEC Zwolle,Damian van der Haar,Damian van der Haar,,damian-van-der-haar,D. v. d. Haar,D,33,183,49,M,1172732,EUR,1074211200,D,33,33,False,35.0,26.0,2.0,1.0,1.0,5.0,8.0,22.0,32.0,,,1.0,1.0,3.0,,,,,,,,,90.0,65.0,8.4,19.0,0.780384,1.0,2,,5.0,,3.0,,,,1.0,2.0,,1.0,2.0,,,,,0.1832,1.0,1.0,1.0,1.0,0.5559,,,,,,,
12448408,home,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181,517,M,1021104,EUR,991094400,M,6,6,False,53.0,50.0,3.0,2.0,0.0,23.0,25.0,27.0,28.0,1.0,4.0,,2.0,5.0,1.0,,,,,,,,79.0,66.0,7.0,6.0,0.0310431,1.0,1,,,3.0,9.0,,2.0,,2.0,1.0,,4.0,,2.0,2.0,,1.0,0.0182,,,1.0,,0.0086,,,,,,,
12448408,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,10,10,False,50.0,43.0,2.0,1.0,0.0,17.0,18.0,26.0,34.0,1.0,7.0,,1.0,2.0,2.0,,,,,,,,90.0,67.0,7.5,9.0,0.071232,1.0,4,,2.0,,2.0,1.0,3.0,3.0,1.0,,,1.0,,1.0,1.0,1.0,,0.4471,,3.0,,,,,,,,,,
12448408,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,False,32.0,23.0,3.0,2.0,0.0,7.0,9.0,17.0,27.0,,8.0,,1.0,2.0,3.0,,,,,,,,79.0,54.0,7.1,16.0,0.155959,3.0,3,,4.0,,4.0,,6.0,4.0,,,,,2.0,1.0,1.0,3.0,,0.0795,1.0,,,,,True,,,,,,
12448408,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175,308,M,815080,EUR,754444800,M,35,35,False,37.0,32.0,,,0.0,11.0,13.0,23.0,30.0,,4.0,,1.0,2.0,2.0,,,,,,,,88.0,51.0,6.6,11.0,0.0902656,,0,,6.0,,3.0,2.0,1.0,,,1.0,,,,2.0,1.0,,,,2.0,,,,,,,,,,,
12448408,home,PEC Zwolle,Dylan Mbayo,Dylan,Mbayo,dylan-mbayo,D. Mbayo,M,15,175,265,M,923968,EUR,1002758400,M,11,11,False,26.0,19.0,,,0.0,3.0,4.0,16.0,22.0,1.0,6.0,,1.0,,3.0,,,,,,,,88.0,42.0,8.9,10.0,0.0612806,1.0,3,,,2.0,4.0,,3.0,2.0,,1.0,,1.0,,,,1.0,,1.5013,,,2.0,2.0,1.4222,,,,,,,
12448408,home,PEC Zwolle,Dylan Vente,,,dylan-vente,D. Vente,F,9,181,657,M,825843,EUR,926208000,F,9,9,False,25.0,16.0,1.0,,0.0,6.0,8.0,10.0,18.0,3.0,5.0,,2.0,1.0,1.0,,,,,,,,90.0,31.0,6.8,10.0,0.00919574,,0,,1.0,3.0,4.0,,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,1.0,,,,,
12448408,home,PEC Zwolle,Nick Fichtinger,Nick,Fichtinger,fichtinger-nick,N. Fichtinger,M,34,178,50,M,1509752,EUR,1081209600,M,34,34,True,4.0,2.0,,,0.0,,1.0,2.0,3.0,,,,,1.0,,,,,,,,,11.0,5.0,6.4,3.0,0.00217866,,0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
