match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,player_firstName,player_lastName,player_sofascoreId,stat_outfielderBlock,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_penaltyMiss,stat_penaltyWon
10434092,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185,464,M,827418,EUR,852422400,G,16,16,False,26.0,14.0,21.0,10.0,9.0,13.0,5.0,13.0,7.0,1.0,1.0,1.0,2.0,90.0,32.0,7.2,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434092,home,Başakşehir FK,Ömer Ali Şahiner,omer-ali-sahiner,Ö. A. Şahiner,D,42,175,88,M,103912,EUR,694310400,D,42,42,False,55.0,40.0,15.0,7.0,10.0,16.0,31.0,41.0,5.0,,,,,90.0,84.0,7.5,16.0,0,1.0,2.0,1.0,1.0,1.0,5.0,6.0,3.0,1.0,5.0,4.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
10434092,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,27.0,20.0,2.0,1.0,17.0,23.0,3.0,4.0,4.0,,,,,90.0,41.0,6.5,8.0,0,,,,3.0,1.0,5.0,2.0,,,8.0,1.0,,,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10434092,home,Başakşehir FK,Ahmed Touba,ahmed-touba,A. Touba,D,5,190,4977,M,856216,EUR,889747200,D,59,59,False,41.0,32.0,5.0,3.0,22.0,29.0,10.0,12.0,9.0,,,,,90.0,57.0,7.3,9.0,0,,,,,1.0,1.0,3.0,,,10.0,2.0,2.0,,1.0,,1.0,,,,,Toubaahmed59,1.0,,,,,,,,,,,,,
10434092,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,60,60,False,54.0,39.0,6.0,4.0,8.0,10.0,32.0,48.0,3.0,,,,,90.0,77.0,7.2,19.0,1,,4.0,1.0,3.0,,7.0,6.0,1.0,,1.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
10434092,home,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,,178,50,M,43666,EUR,569721600,M,21,21,False,68.0,56.0,11.0,8.0,29.0,34.0,27.0,36.0,11.0,,,,,90.0,87.0,6.9,20.0,0,,2.0,,,1.0,3.0,5.0,,,,2.0,,1.0,2.0,,3.0,4.0,,,,,,2.0,1.0,,True,1.0,,,,,,,,
10434092,home,Başakşehir FK,Patryk Szysz,patryk-szysz,P. Szysz,M,21,177,284,M,831930,EUR,891388800,M,18,18,False,28.0,25.0,4.0,3.0,10.0,10.0,15.0,18.0,4.0,,,,,90.0,55.0,7.5,9.0,2,,,,,2.0,5.0,9.0,1.0,,3.0,2.0,1.0,1.0,,1.0,2.0,2.0,,Patryk,Szysz,,,4.0,4.0,,,4.0,2.0,,,,,,,
10434092,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,False,39.0,31.0,2.0,2.0,10.0,11.0,23.0,32.0,8.0,,,,,90.0,64.0,6.9,15.0,4,,4.0,2.0,4.0,2.0,11.0,5.0,1.0,,3.0,,,3.0,2.0,2.0,,1.0,,,,,1.0,1.0,,1.0,,3.0,1.0,2.0,,,,,,
10434092,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,19,19,False,25.0,22.0,,,4.0,5.0,18.0,21.0,3.0,,,,,72.0,33.0,6.7,7.0,0,,1.0,,,,2.0,2.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,
10434092,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,7,7,False,29.0,23.0,,,5.0,8.0,18.0,22.0,6.0,,,,,87.0,47.0,8.1,10.0,4,,1.0,,1.0,1.0,3.0,6.0,,,1.0,,,3.0,1.0,1.0,,2.0,,,,,,3.0,2.0,,,,3.0,1.0,1.0,,,,,
