match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialLost,stat_aerialWon,stat_goals,stat_errorLeadToAGoal,stat_shotOffTarget,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_dispossessed,stat_bigChanceMissed
11391308,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,34.0,29.0,11.0,6.0,0.0,27.0,29.0,2.0,5.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,90.0,44.0,6.5,5.0,0.00038526,0,-1.0697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391308,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,27,27,False,61.0,53.0,6.0,5.0,0.0,29.0,33.0,26.0,31.0,1.0,1.0,1.0,5.0,,,,,,,90.0,80.0,7.0,10.0,0.184612,1,,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0204,0.3255,1.0,,,,,,,,,,,,,,,,,,,
11391308,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,91.0,75.0,15.0,6.0,0.0,46.0,51.0,29.0,40.0,4.0,3.0,4.0,7.0,,,,,,,90.0,105.0,7.0,17.0,0.0158947,1,,,,7.0,1.0,5.0,2.0,1.0,1.0,0.4627,0.7375,,,,True,1.0,4.0,1.0,1.0,,,,,,,,,,,,
11391308,home,Stade Brestois,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184,576,M,988907,EUR,941500800,D,3,3,False,74.0,68.0,10.0,6.0,0.0,49.0,53.0,19.0,21.0,5.0,3.0,1.0,6.0,,,,,,,90.0,84.0,7.0,7.0,0.0115342,1,,,,4.0,,2.0,1.0,1.0,1.0,0.0109,,,,,,1.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,
11391308,home,Stade Brestois,Bradley Locko,bradley-locko,B. Locko,D,2,180,637,M,1129382,EUR,1020643200,D,2,2,False,45.0,40.0,2.0,,0.0,24.0,26.0,16.0,21.0,1.0,,,4.0,,,,,,,90.0,59.0,6.3,9.0,0.0151101,0,,2.0,,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,
11391308,home,Stade Brestois,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185,589,M,801306,EUR,738288000,M,20,20,False,88.0,81.0,7.0,4.0,0.0,34.0,36.0,49.0,54.0,7.0,4.0,2.0,7.0,,,,,,,90.0,107.0,7.5,10.0,0.185744,2,,2.0,2.0,10.0,,,5.0,5.0,4.0,0.1021,,4.0,,,,1.0,1.0,,,1.0,,,2.0,2.0,1.0,,1.0,1.0,,,
11391308,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,M,10,10,False,68.0,53.0,4.0,3.0,2.0,18.0,20.0,38.0,64.0,5.0,2.0,,5.0,,,,,,,88.0,105.0,9.0,32.0,0.870943,3,,16.0,3.0,6.0,1.0,,3.0,2.0,,0.1328,0.4562,7.0,,,,1.0,1.0,,,1.0,,,2.0,,4.0,2.0,2.0,1.0,,,
11391308,home,Stade Brestois,Kamory Doumbia,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,M,23,23,False,30.0,26.0,,,0.0,8.0,8.0,18.0,23.0,3.0,1.0,,4.0,,,,,,,69.0,50.0,7.6,11.0,0.0252695,5,,1.0,,6.0,1.0,,2.0,1.0,1.0,1.1725,0.9692,2.0,Kamory Doumbia,,,,2.0,1.0,,2.0,,,4.0,,2.0,1.0,,2.0,kamory_doumbia03,1.0,
11391308,home,Stade Brestois,Jonas Martin,jonas-martin,J. Martin,M,90,184,95,M,123264,EUR,639619200,M,28,28,False,62.0,58.0,1.0,1.0,0.0,25.0,26.0,33.0,36.0,2.0,,,4.0,,,,,,,69.0,69.0,7.2,5.0,0.0345383,1,,,,4.0,,,2.0,2.0,1.0,0.0119,,2.0,,,,,1.0,,,,,,1.0,2.0,,,,1.0,,,
11391308,home,Stade Brestois,Steve Mounié,steve-mounie,S. Mounié,F,9,190,6052,M,345035,EUR,780796800,F,9,9,False,13.0,10.0,,,0.0,4.0,5.0,6.0,9.0,7.0,,,2.0,,,,,,,75.0,28.0,7.7,6.0,0.013971,6,,1.0,,6.0,5.0,,,,4.0,1.3261,1.7905,,,,,5.0,2.0,1.0,,,,,1.0,2.0,1.0,1.0,,1.0,,,1.0
