match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_fouls,captain,stat_goals,stat_shotOffTarget,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot
11352512,home,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,False,55.0,33.0,30.0,8.0,25.0,32.0,8.0,23.0,2.0,2.0,2.0,7.0,1.0,2.0,2.0,1.0,1.0,90.0,64.0,6.7,23.0,0.00550939,0,-0.0445,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352512,home,Liverpool,Conor Bradley,,,bradley-conor,C. Bradley,D,12,181,15946,M,conorbradley03,1008402,EUR,1057708800,D,84,84,False,33.0,24.0,2.0,1.0,12.0,15.0,12.0,21.0,2.0,7.0,1.0,4.0,,,,,,68.0,54.0,7.7,16.0,0.205132,1,,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0965,0.1214,3.0,,,,,,,,,,,,,,
11352512,home,Liverpool,Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,10315,M,jarellquansah,1003339,EUR,1043798400,D,78,78,False,51.0,43.0,4.0,1.0,34.0,34.0,9.0,17.0,2.0,4.0,2.0,,,,,,,90.0,57.0,6.7,8.0,0.00645991,0,,,5.0,,,,,,,1.0,1.0,,,,,3.0,1.0,1.0,1.0,2.0,,,,,,,,,
11352512,home,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,66.0,59.0,5.0,3.0,41.0,43.0,18.0,23.0,7.0,8.0,7.0,7.0,,,,,,90.0,79.0,8.3,7.0,0.0206476,2,,,,,,,,,2.0,,,,0.1663,0.1405,,,2.0,,1.0,,True,1.0,,,,,,,
11352512,home,Liverpool,Joe Gomez,,,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,50.0,47.0,3.0,2.0,18.0,18.0,29.0,32.0,,3.0,3.0,3.0,,,,,,90.0,71.0,6.7,7.0,0.0307822,1,,,8.0,4.0,,2.0,2.0,,,1.0,,1.0,0.0372,,1.0,2.0,,,,2.0,,,1.0,,,,,,
11352512,home,Liverpool,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,44.0,38.0,2.0,,9.0,10.0,32.0,41.0,1.0,6.0,,3.0,,,,,,89.0,65.0,8.3,12.0,0.435655,0,,7.0,6.0,4.0,1.0,2.0,2.0,1.0,,2.0,1.0,1.0,,,4.0,,,2.0,1.0,1.0,,,,2.0,3.0,,,,
11352512,home,Liverpool,Wataru Endo,,,wataru-endo,W. Endo,M,3,178,19869,M,endowataru,143040,EUR,729216000,M,3,3,False,53.0,50.0,2.0,1.0,24.0,25.0,26.0,28.0,1.0,5.0,,6.0,,,,,,90.0,66.0,7.2,5.0,0.377058,0,,,10.0,6.0,1.0,1.0,1.0,1.0,,3.0,1.0,,,,3.0,2.0,1.0,,,1.0,,,,,,,,,
11352512,home,Liverpool,Ryan Gravenberch,,,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,25.0,21.0,1.0,1.0,5.0,5.0,16.0,20.0,1.0,8.0,1.0,5.0,,,,,,78.0,49.0,7.4,9.0,0.117271,2,,,6.0,1.0,2.0,2.0,1.0,,1.0,5.0,2.0,2.0,0.0678,0.0273,2.0,,,1.0,1.0,3.0,,,,,,1.0,,,
11352512,home,Liverpool,Harvey Elliott,,,harvey-elliott,H. Elliott,M,9,170,21132,M,harvelliott,955245,EUR,1049414400,F,19,19,False,49.0,39.0,2.0,1.0,8.0,8.0,34.0,51.0,,3.0,1.0,1.0,,,,,,90.0,76.0,8.9,23.0,0.398317,5,,10.0,2.0,,1.0,3.0,2.0,2.0,2.0,,,3.0,0.2891,0.563,8.0,,,1.0,1.0,,,1.0,2.0,,3.0,1.0,,,
11352512,home,Liverpool,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,F,18,18,False,24.0,16.0,,,4.0,5.0,12.0,19.0,5.0,12.0,1.0,6.0,,,,,,90.0,48.0,8.1,13.0,0.0378543,8,,,7.0,1.0,2.0,1.0,1.0,,4.0,2.0,2.0,3.0,0.9051,0.9829,1.0,1.0,1.0,,4.0,3.0,,1.0,2.0,,,2.0,1.0,2.0,
