match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_penaltyWon,stat_keyPass,stat_accurateCross,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,captain,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_errorLeadToAShot,stat_penaltyConceded
12904468,home,Southampton,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8515,M,ARamsdale,839410,EUR,895104000,G,30,30,False,20.0,18.0,6.0,4.0,0.0,16.0,17.0,2.0,3.0,1.0,1.0,3.0,1.0,90.0,24.0,6.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12904468,home,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2827,M,,905347,EUR,962150400,D,16,16,False,92.0,88.0,3.0,1.0,0.0,31.0,32.0,57.0,64.0,3.0,2.0,7.0,2.0,90.0,106.0,7.3,8.0,0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12904468,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1647,M,,980637,EUR,1012348800,D,6,6,False,141.0,137.0,9.0,5.0,0.0,48.0,49.0,90.0,93.0,3.0,1.0,3.0,,90.0,149.0,8.1,5.0,2,1.0,,,1.0,,,,,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12904468,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,7025,M,janbednarek_,286085,EUR,829267200,D,35,35,False,127.0,124.0,11.0,10.0,0.0,53.0,55.0,71.0,72.0,4.0,,10.0,,81.0,133.0,7.3,3.0,0,,1.0,1.0,2.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12904468,home,Southampton,James Bree,,,james-bree,J. Bree,D,14,178,146,M,,555406,EUR,881798400,D,14,14,False,117.0,111.0,7.0,6.0,0.0,37.0,39.0,75.0,80.0,6.0,1.0,,3.0,90.0,138.0,8.2,9.0,1,2.0,2.0,2.0,,2.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12904468,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1399,M,,818073,EUR,837907200,M,7,7,False,65.0,58.0,2.0,2.0,0.0,17.0,17.0,41.0,49.0,4.0,,3.0,2.0,90.0,75.0,7.1,12.0,1,1.0,3.0,,,,,,,,2.0,,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12904468,home,Southampton,Lesley Ugochukwu,,,lesley-ugochukwu,L. Ugochukwu,M,8,188,5003,M,l.ugochukwu8,1048916,EUR,1080259200,M,26,26,False,64.0,56.0,5.0,3.0,0.0,17.0,20.0,40.0,45.0,5.0,,5.0,,90.0,78.0,7.2,10.0,2,1.0,4.0,1.0,1.0,3.0,1.0,,,1.0,1.0,2.0,,,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,,
12904468,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3995,M,,1142562,EUR,1089417600,M,18,18,False,61.0,55.0,4.0,2.0,1.0,12.0,12.0,46.0,56.0,,,4.0,,68.0,72.0,7.6,10.0,0,7.0,1.0,,,,1.0,,4.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,
12904468,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1467,M,,361352,EUR,855532800,F,9,9,False,44.0,39.0,,,0.0,5.0,5.0,37.0,47.0,2.0,,3.0,,81.0,57.0,7.7,10.0,2,8.0,,,,1.0,,,,3.0,,,2.0,1.0,,1.0,,,,1.0,1.0,,True,2.0,,,,,,,
12904468,home,Southampton,Cameron Archer,,,cameron-archer,C. Archer,F,19,181,981,M,,993451,EUR,1007856000,F,19,19,False,3.0,2.0,1.0,,0.0,,,2.0,3.0,,,,,67.0,6.0,6.5,2.0,1,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
