match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_keyPass,player_firstName,stat_totalCross,stat_dispossessed,stat_wonContest,player_lastName,stat_bigChanceCreated,stat_goalAssist,stat_accurateCross,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_totalOffside
11452989,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,26.0,11.0,18.0,4.0,7.0,9.0,4.0,17.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,90.0,32.0,6.8,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452989,home,Al-Taawoun,Awn Al Saluli,awn-al-saluli,A. A. Saluli,D,93,194.0,64,M,881830,EUR,904694400,D,93,93,False,32.0,27.0,8.0,4.0,21.0,23.0,6.0,9.0,1.0,2.0,3.0,1.0,,,,90.0,44.0,6.9,8.0,1,True,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11452989,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186.0,274,M,794836,EUR,698284800,D,4,4,False,32.0,22.0,7.0,3.0,15.0,18.0,7.0,14.0,2.0,4.0,7.0,4.0,,,,90.0,54.0,7.1,13.0,1,,,1.0,4.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11452989,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189.0,197,M,978400,EUR,925689600,D,23,23,False,27.0,23.0,1.0,,17.0,19.0,6.0,8.0,5.0,6.0,4.0,3.0,,,,90.0,37.0,7.7,4.0,2,,,,1.0,,,2.0,3.0,1.0,,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
11452989,home,Al-Taawoun,Fahad Al Abdulrazzaq,fahad-al-abdulrazzaq,F. A. Abdulrazzaq,D,19,170.0,23,M,1521216,EUR,956534400,M,11,11,False,34.0,26.0,,,15.0,19.0,11.0,16.0,1.0,5.0,3.0,7.0,,,,86.0,52.0,7.3,13.0,1,,,1.0,1.0,2.0,2.0,1.0,3.0,,1.0,2.0,1.0,,,,1.0,,Fahad Al Abdulrazzaq,1.0,1.0,1.0,,,,,,,,,
11452989,home,Al-Taawoun,Ahmed Bahusayn,ahmed-bahusayn,A. Bahusayn,M,29,170.0,41,M,1113791,EUR,981676800,M,29,29,False,36.0,29.0,3.0,2.0,14.0,16.0,15.0,20.0,,2.0,,3.0,,,,80.0,45.0,6.6,9.0,0,,,,1.0,,,,4.0,2.0,1.0,1.0,1.0,,,,1.0,,Ahmed Bahusayn,,1.0,1.0,,,,,,,,,
11452989,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,24,24,False,41.0,32.0,4.0,2.0,20.0,24.0,12.0,18.0,,5.0,,10.0,,,,90.0,60.0,6.6,11.0,0,,,,2.0,4.0,3.0,1.0,12.0,5.0,,,6.0,,,,1.0,,,1.0,1.0,,,,,,,,,,
11452989,home,Al-Taawoun,Muath Faqeehi,muath-faqeehi,M. Faqeehi,D,42,188.0,464,M,1457521,EUR,1022716800,M,42,42,False,27.0,22.0,4.0,2.0,13.0,14.0,9.0,15.0,,5.0,4.0,10.0,,,,90.0,56.0,6.8,13.0,0,,,,,1.0,1.0,1.0,8.0,4.0,1.0,2.0,2.0,,,,4.0,1.0,Muath Muath,2.0,,,,1.0,,,,,,,
11452989,home,Al-Taawoun,Mateus Castro,mateus-castro,Mateus Castro,F,10,167.0,280,M,815630,EUR,779241600,F,16,16,False,19.0,15.0,,,7.0,9.0,13.0,17.0,2.0,6.0,,4.0,,,,90.0,39.0,7.9,10.0,2,,1.0,,,,,,5.0,,2.0,1.0,2.0,1.0,,,3.0,4.0,,7.0,2.0,1.0,,1.0,1.0,5.0,1.0,,,,
11452989,home,Al-Taawoun,Joao Pedro,joao-pedro,J. Pedro,F,9,182.0,429,M,351734,EUR,735436800,F,30,30,False,24.0,19.0,2.0,1.0,8.0,9.0,11.0,15.0,4.0,5.0,,3.0,,,,89.0,33.0,7.3,9.0,3,,1.0,,,,,5.0,12.0,,2.0,1.0,4.0,2.0,1.0,,1.0,,,,2.0,1.0,,,,,1.0,,,,
