match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_interceptionWon,stat_wasFouled,stat_outfielderBlock,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_lastManTackle
14572640,home,Rangers,Jack Butland,,,jack-butland,J. Butland,G,1,196.0,717,M,98448,EUR,731721600,G,1,1,False,True,29.0,24.0,10.0,6.0,0.0,21.0,22.0,3.0,7.0,1.0,4.0,1.0,2.0,4.0,90.0,38.0,7.5,5.0,0.0018592,51.320109487264,9.0,3.885,5.04,0.3412,0,0.6442,0.03,0.0,0.16,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572640,home,Rangers,Max Aarons,,,max-aarons,M. Aarons,D,3,178.0,1260,M,943645,EUR,946944000,D,3,3,False,,52.0,45.0,5.0,3.0,0.0,19.0,20.0,26.0,32.0,1.0,8.0,,,,90.0,73.0,7.4,11.0,0.0508346,245.71764609749,23.0,50.085,31.185,,0,,0.34,0.13,0.19,,1.0,1.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,98.554296575405,4.0,1.0,,,,,,,,,,,,,,,,,,,
14572640,home,Rangers,Nasser Djiga,,,nasser-djiga,N. Djiga,D,24,187.0,3580,M,1127169,EUR,1037318400,D,24,24,False,,60.0,55.0,4.0,2.0,0.0,31.0,32.0,24.0,28.0,4.0,3.0,,,,90.0,74.0,7.5,6.0,0.0116324,171.55447092355,25.0,96.915,13.44,,0,,0.28,0.16,0.29,,,,,4.0,1.0,1.0,,,,1.0,,,,,3.0,3.0,,,,,,,,,,,,,,,,,
14572640,home,Rangers,Emmanuel Fernandez,Emmanuel Fernandez,,emmanuel-fernandez,E. Fernandez,D,37,194.0,289,M,1129032,EUR,1006214400,D,37,37,False,,46.0,40.0,5.0,4.0,0.0,27.0,29.0,13.0,17.0,6.0,5.0,,,,90.0,60.0,7.5,7.0,0.00685559,164.02437038341,20.0,79.17,21.735,,0,,0.15,0.03,0.54,,,2.0,4.0,5.0,,,,1.0,1.0,,4.0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,
14572640,home,Rangers,Jayden Meghoma,Jayden Meghoma,,meghoma-jayden,J. Meghoma,M,30,176.0,428,M,1410201,EUR,1151452800,D,30,30,False,,33.0,28.0,4.0,3.0,0.0,13.0,15.0,15.0,18.0,2.0,3.0,,,,90.0,58.0,7.0,11.0,0.16752,229.66236304745,20.0,145.32,35.595,,1,,0.22,0.11,0.16,,3.0,,3.0,1.0,1.0,,,1.0,1.0,,,69.242366389809,2.0,1.0,,,,2.0,1.0,1.0,1.0,1.0,0.0552,0.02,,,,,,,,,
14572640,home,Rangers,Thelo Aasgaard,,,aasgaard-thelo,T. Aasgaard,M,11,188.0,4677,M,1065989,EUR,1020297600,M,11,11,False,,26.0,22.0,2.0,1.0,1.0,3.0,5.0,19.0,21.0,,3.0,,,,90.0,38.0,7.3,9.0,0.471978,120.56654395961,9.0,99.645,24.15,,0,,0.39,0.4,-0.14,,5.0,,5.0,3.0,2.0,2.0,1.0,1.0,,1.0,2.0,74.486108384003,4.0,3.0,,,,2.0,,1.0,,,,,2.0,,,,,,,,
14572640,home,Rangers,Nicolas Raskin,,,nicolas-raskin,N. Raskin,M,43,179.0,1753,M,889378,EUR,982886400,M,43,43,False,,61.0,56.0,,,0.0,19.0,20.0,37.0,41.0,,5.0,,,,90.0,80.0,7.9,10.0,0.324609,173.09659870963,24.0,65.52,15.015,,2,,0.43,0.33,-0.06,,3.0,1.0,5.0,10.0,2.0,2.0,2.0,6.0,3.0,2.0,1.0,37.830544796306,3.0,3.0,,1.0,,,1.0,,,,0.1612,-0.48,3.0,1.0,1.0,0.0561,,,,,
14572640,home,Rangers,Mohammed Diomande,,,mohammed-diomande,M. Diomande,M,10,183.0,1805,M,1018785,EUR,1004400000,M,10,10,False,,37.0,36.0,1.0,1.0,0.0,10.0,10.0,26.0,27.0,1.0,6.0,,,,90.0,55.0,9.0,7.0,0.271813,160.85269369907,16.0,60.06,26.985,,1,,0.4,0.33,0.27,,1.0,,4.0,5.0,3.0,1.0,,3.0,2.0,2.0,1.0,44.970073151383,2.0,1.0,,1.0,1.0,,,1.0,,,0.1915,0.51,,,1.0,0.2182,1.0,,,,
14572640,home,Rangers,Mikey Moore,,,mikey-moore,M. Moore,F,47,180.0,3947,M,1403192,EUR,1186790400,F,47,47,False,,31.0,25.0,,,0.0,2.0,2.0,23.0,29.0,,5.0,,,,64.0,50.0,6.4,14.0,0.0461331,176.35108605643,20.0,76.545,30.135,,3,,-0.23,0.37,0.14,,3.0,2.0,6.0,4.0,4.0,1.0,,1.0,1.0,1.0,2.0,58.946520518728,3.0,1.0,1.0,,,,1.0,,1.0,,0.2122,-0.52,,1.0,1.0,0.1263,,1.0,,,
14572640,home,Rangers,Youssef Chermiti,,,youssef-chermiti,Y. Chermiti,F,9,192.0,1801,M,1145627,EUR,1085356800,F,9,9,False,,21.0,13.0,1.0,1.0,0.0,2.0,2.0,11.0,19.0,1.0,5.0,,,,74.0,35.0,7.0,13.0,0.0891441,142.84497524482,15.0,83.685,29.085,,2,,-0.04,0.43,-0.03,,,1.0,6.0,5.0,3.0,2.0,,1.0,,3.0,3.0,56.575028498353,2.0,,1.0,1.0,,,1.0,1.0,,,0.388,-0.34,,,2.0,0.3018,,1.0,,,
