match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_possessionLostCtrl,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,player_firstName,player_lastName,stat_savedShotsFromInsideTheBox
12504437,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,20.0,20.0,4.0,4.0,0.0,19.0,19.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,90.0,28.0,6.3,0.00033846,0,-0.6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504437,home,Milan,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2430,M,,318607,EUR,849830400,D,2,2,False,,43.0,35.0,1.0,1.0,0.0,14.0,16.0,21.0,30.0,2.0,2.0,,,,,,63.0,65.0,6.9,0.0141965,1,,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,14.0,0.1745,,,,,,,,,,,,,,,,,,,
12504437,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7146,M,fikayotomori,788255,EUR,882489600,D,23,23,False,,69.0,65.0,2.0,,0.0,31.0,32.0,34.0,38.0,1.0,7.0,,,,,,90.0,77.0,6.8,0.0105315,0,,1.0,3.0,4.0,,,,,,2.0,1.0,,7.0,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12504437,home,Milan,Malick Thiaw,malick-thiaw,M. Thiaw,D,12,194,6237,M,MThiaw,1014286,EUR,997228800,D,28,28,False,,65.0,60.0,10.0,8.0,0.0,30.0,31.0,30.0,34.0,2.0,3.0,,,,,,90.0,74.0,7.2,0.0181721,0,,,6.0,5.0,,,1.0,,,,,1.0,6.0,,3.0,4.0,,2.0,1.0,2.0,,,,,,,,,,,,,
12504437,home,Milan,Theo Hernández,theo-hernandez,T. Hernández,D,19,184,26616,M,TheoHdez,788027,EUR,876096000,D,19,19,False,,60.0,53.0,4.0,3.0,0.0,11.0,14.0,42.0,52.0,1.0,1.0,,,,,,90.0,81.0,7.8,0.0925743,4,,6.0,1.0,3.0,,,1.0,1.0,,,,2.0,14.0,0.2056,,,1.0,1.0,4.0,,1.0,1.0,1.0,2.0,0.0352,,,,,,,,
12504437,home,Milan,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,80,80,False,,31.0,30.0,,,0.0,4.0,4.0,26.0,30.0,1.0,1.0,,,,,,62.0,40.0,6.5,0.0351097,0,,3.0,6.0,,2.0,,1.0,,,,,,6.0,,2.0,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,
12504437,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185,6182,M,YFofana19_,945062,EUR,915926400,M,29,29,False,,78.0,68.0,4.0,2.0,0.0,21.0,22.0,47.0,56.0,1.0,11.0,,,,,,90.0,93.0,7.3,0.0809266,3,,,9.0,6.0,2.0,2.0,2.0,,1.0,3.0,2.0,,15.0,0.0577,4.0,2.0,2.0,,,,1.0,,2.0,1.0,0.0593,,,,,,,,
12504437,home,Milan,Tijjani Reijnders,tijjani-reijnders,T. Reijnders,M,4,185,38485,M,tijjanireijnders,893549,EUR,901670400,M,14,14,False,,53.0,48.0,1.0,,0.0,5.0,5.0,43.0,53.0,,5.0,,,,,,90.0,77.0,7.9,0.125979,2,,5.0,3.0,7.0,,1.0,4.0,,,1.0,1.0,3.0,13.0,0.0563,1.0,,1.0,,1.0,,3.0,,1.0,1.0,0.1222,,,,,,,,
12504437,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37774,M,CMPulisic,817957,EUR,906076800,F,11,11,False,,40.0,35.0,2.0,1.0,0.0,5.0,5.0,31.0,39.0,1.0,5.0,,,,,,90.0,64.0,7.0,0.224739,5,,4.0,8.0,2.0,1.0,2.0,2.0,,1.0,,,1.0,16.0,0.8187,3.0,1.0,3.0,,4.0,,,,2.0,3.0,0.4626,,1.0,2.0,2.0,,,,
12504437,home,Milan,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,28279,M,ÁMorata,125407,EUR,719798400,F,7,7,False,,22.0,18.0,2.0,2.0,0.0,7.0,7.0,12.0,18.0,,2.0,,,,,,90.0,36.0,8.2,0.0258554,4,,3.0,1.0,4.0,,,,1.0,,3.0,2.0,1.0,6.0,0.6846,,,,1.0,1.0,,,1.0,1.0,2.0,0.9024,1.0,1.0,,,1.0,,,
