match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_penaltyMiss,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_goals,stat_penaltyConceded,stat_goalAssist
10433946,home,Konyaspor,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190,350,M,63952,EUR,589161600,G,13,13,False,True,26.0,24.0,9.0,7.0,22.0,22.0,2.0,4.0,8.0,1.0,1.0,90.0,31.0,6.5,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433946,home,Konyaspor,Ahmet Oğuz,ahmet-oguz,A. Oğuz,D,22,175,120,M,603902,EUR,727142400,D,22,22,False,,69.0,63.0,5.0,4.0,20.0,21.0,44.0,52.0,12.0,,,90.0,97.0,7.4,13.0,0,,,4.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
10433946,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,,50.0,49.0,2.0,1.0,37.0,37.0,12.0,13.0,4.0,,,90.0,65.0,7.0,3.0,2,,,,,6.0,7.0,,,,3.0,,,2.0,1.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10433946,home,Konyaspor,Kahraman Demirtaş,kahraman-demirtas,K. Demirtaş,D,47,184,25,M,845313,EUR,762480000,D,20,20,False,,58.0,54.0,5.0,4.0,32.0,33.0,22.0,25.0,2.0,,,90.0,72.0,6.8,5.0,0,,,,,6.0,6.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,3.0,2.0,,3.0,2.0,1.0,,,,,,,,,,,,,,,,
10433946,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,,50.0,42.0,5.0,2.0,17.0,18.0,27.0,41.0,4.0,,,90.0,82.0,7.3,16.0,3,,,9.0,2.0,,9.0,,2.0,2.0,1.0,,,4.0,3.0,,1.0,,2.0,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
10433946,home,Konyaspor,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179,1356,M,795421,EUR,857779200,M,18,18,False,,60.0,48.0,12.0,10.0,22.0,22.0,28.0,44.0,1.0,,,90.0,75.0,7.1,19.0,1,,,6.0,2.0,5.0,3.0,,5.0,3.0,,,1.0,,,,,,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,
10433946,home,Konyaspor,Konrad Michalak,konrad-michalak,K. Michalak,M,71,174,588,M,851243,EUR,874627200,M,77,77,False,,16.0,11.0,,,3.0,3.0,9.0,16.0,1.0,,,83.0,34.0,6.5,12.0,2,Konrad,Michalak,3.0,1.0,5.0,5.0,1.0,2.0,,,,,,,1.0,5.0,,,1.0,,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,
10433946,home,Konyaspor,Endri Çekiçi,endri-cekici,E. Çekiçi,M,22,179,229,M,187153,EUR,848707200,M,23,23,False,,38.0,34.0,3.0,1.0,12.0,12.0,24.0,31.0,2.0,,,90.0,53.0,6.8,9.0,2,,,5.0,2.0,3.0,3.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10433946,home,Konyaspor,Soner Dikmen,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,14,14,False,,41.0,34.0,4.0,2.0,21.0,22.0,13.0,19.0,6.0,,,75.0,47.0,6.2,7.0,3,,,,,2.0,2.0,,,,,,,2.0,2.0,,,2.0,,,,,,1.0,2.0,1.0,,1.0,,,,,,,,,,
10433946,home,Konyaspor,Zymer Bytyqi,zymer-bytyqi,Z. Bytyqi,M,,176,255,M,226784,EUR,842400000,M,7,7,False,,26.0,20.0,2.0,1.0,4.0,5.0,19.0,27.0,5.0,,,86.0,47.0,6.4,17.0,1,,,6.0,3.0,9.0,1.0,2.0,5.0,1.0,,,,,,,,2.0,2.0,1.0,,,1.0,,,,,1.0,,1.0,,,,,,,,
