match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_outfielderBlock,stat_dispossessed,stat_clearanceOffLine,stat_totalContest,stat_shotOffTarget,stat_expectedGoals,captain,stat_wasFouled,stat_totalOffside,stat_wonContest,stat_accurateCross,stat_keyPass,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_blockedScoringAttempt,stat_penaltyWon,stat_penaltyMiss,stat_hitWoodwork
12448307,home,PEC Zwolle,Mike Hauptmeijer,mike-hauptmeijer,M. Hauptmeijer,G,1,190.0,66,M,376448,EUR,858643200,G,40,40,False,30.0,15.0,26.0,11.0,0.0,13.0,19.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,12.0,3.0,2.0,1.0,2.0,1.0,90.0,42.0,7.1,16.0,0.00087857,0,0.1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448307,home,PEC Zwolle,Eliano Reijnders,eliano-reijnders,E. Reijnders,D,2,168.0,8068,M,960112,EUR,972259200,D,23,23,False,12.0,8.0,1.0,,0.0,5.0,6.0,3.0,7.0,,1.0,4.0,3.0,10.0,2.0,,,,,,90.0,36.0,6.4,8.0,0.00215228,0,,,,eliano.r,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12448307,home,PEC Zwolle,Simon Graves,simon-graves-jensen,S. G. Jensen,D,28,191.0,126,M,927155,EUR,922060800,D,28,28,False,25.0,20.0,6.0,3.0,0.0,14.0,16.0,6.0,9.0,4.0,2.0,5.0,2.0,10.0,1.0,,,,,,90.0,41.0,6.9,5.0,0.00169439,0,,,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12448307,home,PEC Zwolle,Anselmo Garcia McNulty,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187.0,281,M,1005693,EUR,1045612800,D,4,4,False,29.0,22.0,7.0,1.0,0.0,16.0,21.0,6.0,8.0,5.0,3.0,7.0,3.0,7.0,2.0,,,,,,90.0,48.0,7.4,9.0,0.00397004,0,,,,,,,4.0,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12448307,home,PEC Zwolle,Damian van der Haar,damian-van-der-haar,D. v. d. Haar,D,33,183.0,49,M,1172732,EUR,1074211200,D,33,33,False,24.0,14.0,8.0,2.0,0.0,9.0,12.0,5.0,13.0,,,1.0,5.0,7.0,4.0,,,,,,90.0,47.0,7.0,14.0,0.00341726,0,,Damian van der Haar,,,1.0,1.0,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
12448307,home,PEC Zwolle,Anouar El Azzouzi,anouar-el-azzouzi,A. E. Azzouzi,M,8,181.0,517,M,1021104,EUR,991094400,M,6,6,False,29.0,20.0,3.0,,0.0,9.0,12.0,11.0,17.0,1.0,4.0,3.0,5.0,5.0,2.0,,,,,,77.0,48.0,6.8,15.0,0.047208,1,,,,,,1.0,2.0,1.0,1.0,4.0,,,,,,1.0,1.0,0.0162,,,,,,,,,,,,,,,,
12448307,home,PEC Zwolle,Davy van den Berg,davy-van-den-berg,D. v. d. Berg,M,6,185.0,272,M,1001468,EUR,949622400,M,10,10,False,35.0,27.0,9.0,5.0,0.0,9.0,12.0,18.0,25.0,1.0,2.0,3.0,5.0,5.0,10.0,,,,,,90.0,53.0,7.1,14.0,0.0217487,2,,,,,2.0,,,1.0,1.0,3.0,,2.0,,,,1.0,2.0,0.1109,True,2.0,1.0,,,,,,,,,,,,,
12448307,home,PEC Zwolle,Dylan Mbayo,dylan-mbayo,D. Mbayo,M,15,175.0,265,M,923968,EUR,1002758400,M,11,11,False,19.0,10.0,,,0.0,1.0,5.0,9.0,16.0,,,1.0,7.0,3.0,4.0,,,,,,89.0,38.0,7.0,14.0,0.0386116,0,,Dylan,Mbayo,,2.0,,,3.0,1.0,2.0,,1.0,,,,5.0,,,,,1.0,4.0,,,,,,,,,,,,
12448307,home,PEC Zwolle,Jamiro Monteiro,monteiro-jamiro,J. Monteiro,M,35,175.0,308,M,815080,EUR,754444800,M,35,35,False,24.0,20.0,1.0,,0.0,10.0,10.0,11.0,16.0,2.0,,9.0,6.0,,5.0,,,,,,87.0,44.0,6.5,12.0,0.0677537,1,,Jamiro,Monteiro,,2.0,1.0,1.0,3.0,1.0,2.0,,1.0,,2.0,,4.0,1.0,0.0657,,2.0,,1.0,1.0,1.0,,,,,,,,,,
12448307,home,PEC Zwolle,Filip Krastev,filip-krastev,F. Krastev,M,10,178.0,1203,M,935556,EUR,1003104000,M,50,50,False,24.0,18.0,4.0,1.0,1.0,6.0,8.0,14.0,18.0,3.0,,7.0,5.0,3.0,13.0,,,,,,90.0,50.0,9.6,8.0,0.482183,2,,,,,2.0,4.0,4.0,2.0,2.0,2.0,,,,,,2.0,,0.1202,,1.0,,2.0,2.0,1.0,1.0,2.0,2.0,0.4018,,,,,,
12448307,home,PEC Zwolle,Dylan Vente,dylan-vente,D. Vente,F,9,181.0,657,M,825843,EUR,926208000,F,9,9,False,15.0,9.0,2.0,1.0,0.0,3.0,4.0,6.0,11.0,7.0,5.0,8.0,5.0,1.0,,,,,,,90.0,22.0,7.2,7.0,0.00860631,1,,,,,,,,,,1.0,,1.0,,,,,,0.8657,,1.0,,,,,,1.0,1.0,0.9903,,,,,,
12448307,home,PEC Zwolle,Nick Fichtinger,fichtinger-nick,N. Fichtinger,M,34,178.0,50,M,1509752,EUR,1081209600,M,34,34,True,4.0,2.0,1.0,,0.0,2.0,4.0,,,,3.0,,3.0,2.0,,,,,,,13.0,9.0,6.8,3.0,7.247e-05,0,,Nick,Fichtinger,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12448307,home,PEC Zwolle,Olivier Aertssen,olivier-aertssen,O. Aertssen,D,3,185.0,170,M,1049446,EUR,1091836800,D,3,3,True,,,,,0.0,,,,,,2.0,,2.0,4.0,,,,,,,9.0,4.0,6.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
