match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_penaltyConceded,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalOffside
12504423,home,Parma,Zion Suzuki,,,zion-suzuki,Z. Suzuki,G,31,189,4904,M,905351,EUR,1029888000,G,31,31,False,26.0,18.0,12.0,4.0,0.0,17.0,18.0,1.0,8.0,3.0,1.0,1.0,1.0,1.0,90.0,28.0,6.7,8.0,0.00182493,0,-0.2255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504423,home,Parma,Enrico Del Prato,,,enrico-del-prato,E. Del Prato,D,15,183,860,M,928103,EUR,942192000,D,15,15,False,61.0,54.0,3.0,,0.0,28.0,30.0,26.0,31.0,8.0,,,,,90.0,76.0,7.1,9.0,0.0178171,2,,True,2.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0579,0.0089,,,,,,,,,,,,,,,,,,,
12504423,home,Parma,Alessandro Vogliacco,,,alessandro-vogliacco,A. Vogliacco,D,4,186,344,M,807295,EUR,905731200,D,21,21,False,53.0,49.0,6.0,3.0,0.0,37.0,37.0,12.0,16.0,3.0,,,,,69.0,58.0,6.9,5.0,0.00584908,0,,,2.0,1.0,2.0,1.0,,,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
12504423,home,Parma,Lautaro Valenti,,,lautaro-valenti,L. Valenti,D,5,188,629,M,958517,EUR,916272000,D,5,5,False,69.0,55.0,8.0,3.0,0.0,37.0,43.0,18.0,26.0,4.0,,,,,90.0,83.0,7.2,14.0,0.0496931,1,,,2.0,3.0,2.0,7.0,1.0,,5.0,,3.0,,,0.0105,,,1.0,3.0,1.0,,,,,,,,,,,,,,,
12504423,home,Parma,Emanuele Valeri,,,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,D,14,14,False,28.0,22.0,3.0,1.0,0.0,8.0,10.0,14.0,21.0,3.0,,,,,90.0,54.0,7.1,12.0,0.0139094,1,,,,,5.0,5.0,,1.0,3.0,1.0,2.0,,4.0,0.0138,0.0663,,,2.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
12504423,home,Parma,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180,1230,M,1110136,EUR,1020988800,M,16,16,False,24.0,22.0,2.0,1.0,0.0,14.0,15.0,8.0,9.0,3.0,,,,,45.0,28.0,6.3,2.0,0.0138698,0,,,,1.0,1.0,2.0,,,,1.0,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,
12504423,home,Parma,Simon Sohm,,,simon-sohm,S. Sohm,M,23,188,941,M,909991,EUR,986947200,M,19,19,False,52.0,47.0,5.0,2.0,0.0,20.0,22.0,28.0,32.0,6.0,,,,,90.0,58.0,7.1,6.0,0.0545283,0,,,,5.0,1.0,6.0,,,,2.0,,,1.0,,,,,,,2.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,
12504423,home,Parma,Pontus Almqvist,,,pontus-almqvist,P. Almqvist,F,11,183,456,M,856065,EUR,931564800,M,11,11,False,17.0,13.0,,,0.0,6.0,6.0,8.0,12.0,1.0,,,,,45.0,24.0,6.3,7.0,0.131278,1,,,,,4.0,1.0,,,,,,,,0.0263,,,,,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,,,,,,
12504423,home,Parma,Hernani,,,hernani,Hernani,M,8,188,409,M,156019,EUR,764726400,M,27,27,False,54.0,47.0,5.0,4.0,0.0,11.0,11.0,36.0,44.0,5.0,,,,,90.0,80.0,8.8,12.0,0.092539,4,,,4.0,5.0,9.0,16.0,2.0,2.0,,2.0,5.0,2.0,2.0,0.8781,1.1119,,,3.0,4.0,1.0,3.0,2.0,3.0,,,1.0,1.0,,1.0,,,,,
12504423,home,Parma,Valentin Mihăilă,,,valentin-mihaila,V. Mihăilă,M,7,177,3261,M,925242,EUR,949449600,M,28,28,False,25.0,19.0,1.0,1.0,0.0,5.0,6.0,15.0,22.0,2.0,,,,,85.0,44.0,6.3,15.0,0.0637115,3,,,3.0,,10.0,1.0,2.0,,,1.0,1.0,2.0,2.0,0.1228,,,,,,3.0,3.0,,,,1.0,,2.0,1.0,,,,,,
