match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_outfielderBlock
10385727,home,Crystal Palace,Odsonne Édouard,odsonne-edouard,O. Édouard,F,11,187,6612,M,795228,EUR,884908800,F,22,22,False,8.0,5.0,,,1.0,2.0,6.0,,2.0,,,,67.0,14.0,6.7,6.0,0.1247,0.0,0.00995447,1,,,,,4.0,,,,1.0,2.0,2.0,,,,,2.0,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,1.0,
10385727,home,Crystal Palace,James McArthur,james-mcarthur,J. McArthur,M,18,178,72,,39282,EUR,560563200,M,18,18,True,15.0,11.0,1.0,,7.0,9.0,6.0,1.0,2.0,,,,23.0,18.0,6.6,4.0,0.0,0.0,0.00105433,0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
10385727,home,Crystal Palace,Jean-Philippe Mateta,jean-philippe-mateta,J. Mateta,F,14,192,9441,M,848276,EUR,867456000,F,14,14,True,3.0,3.0,,,1.0,1.0,3.0,1.0,1.0,,,,23.0,12.0,6.7,3.0,0.0768,0.0,0.0154482,1,,,,,3.0,1.0,1.0,,1.0,4.0,3.0,1.0,,1.0,,1.0,1.0,2.0,,,Matetajphilippe,1.0,,,,,1.0,,,1.0,,
10385727,home,Crystal Palace,Jaïro Riedewald,jairo-riedewald,J. Riedewald,M,44,186,1219,M,285989,EUR,842227200,M,44,44,True,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,home,Crystal Palace,Naouirou Ahamada,naouirou-ahamada,N. Ahamada,M,8,183,454,M,997104,EUR,1017360000,M,29,29,True,,,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
10385727,home,Crystal Palace,Joe Whitworth,joe-whitworth,J. Whitworth,G,1,179,177,M,1134718,EUR,1078012800,G,41,41,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,home,Crystal Palace,Chris Richards,chris-richards,C. Richards,D,26,188,2004,M,931844,EUR,954201600,D,26,26,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,home,Crystal Palace,Nathaniel Clyne,nathaniel-clyne,N. Clyne,D,17,175,676,M,43215,EUR,670809600,D,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,home,Crystal Palace,Albert Sambi Lokonga,albert-sambi-lokonga,A. S. Lokonga,M,6,183,3626,M,901892,EUR,940550400,M,8,8,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,home,Crystal Palace,Tayo Adaramola,tayo-adaramola,T. Adaramola,M,45,177,232,M,1005686,EUR,1068681600,D,38,38,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,away,Nottingham Forest,Wayne Hennessey,wayne-hennessey,W. Hennessey,G,,198,248,M,16620,EUR,538444800,G,13,13,False,35.0,11.0,31.0,7.0,5.0,7.0,28.0,1.0,9.0,1.0,2.0,,90.0,46.0,6.7,26.0,0.0,0.0,0.00170255,0,-0.8734,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,away,Nottingham Forest,Joe Worrall,joe-worrall,J. Worrall,D,4,193,320,M,838399,EUR,852854400,D,4,4,False,41.0,38.0,7.0,6.0,32.0,33.0,8.0,2.0,5.0,,,,90.0,58.0,7.4,7.0,0.1314,0.3869,0.00375475,1,,,,True,6.0,,,3.0,,5.0,2.0,,2.0,2.0,1.0,,,,1.0,,,,,1.0,,,1.0,,,,,3.0
10385727,away,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,30,195,1884,M,139310,EUR,665539200,D,30,30,False,14.0,11.0,3.0,,9.0,11.0,3.0,6.0,3.0,,,,72.0,23.0,6.6,3.0,0.0274,0.0709,0.00032613,1,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,
10385727,away,Nottingham Forest,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,29.0,24.0,4.0,1.0,17.0,18.0,11.0,1.0,8.0,,,,90.0,42.0,6.6,12.0,0.0,0.0,0.00280512,0,,,,,7.0,,,,,2.0,4.0,,,3.0,2.0,,1.0,,2.0,,niakhate,,,,,,,,,,,
10385727,away,Nottingham Forest,Serge Aurier,serge-aurier,S. Aurier,D,,176,2934,M,105697,EUR,725155200,M,24,24,False,28.0,21.0,4.0,2.0,13.0,14.0,15.0,,6.0,,,,90.0,41.0,6.7,11.0,0.0265,0.0,0.120366,1,,,,,9.0,1.0,1.0,,1.0,6.0,4.0,1.0,,2.0,1.0,1.0,,2.0,1.0,,Serge_aurier,,1.0,,,,3.0,1.0,,,,
10385727,away,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,False,28.0,21.0,1.0,,15.0,17.0,12.0,2.0,3.0,,,,90.0,38.0,6.9,7.0,0.0,0.0,0.030154,0,,,,,7.0,1.0,1.0,1.0,,5.0,4.0,,1.0,3.0,,,1.0,3.0,1.0,,,,,,,,,,,,,
10385727,away,Nottingham Forest,Orel Mangala,orel-mangala,O. Mangala,M,5,178,1576,M,793988,EUR,890179200,M,5,5,False,17.0,12.0,,,8.0,11.0,6.0,2.0,4.0,,,,72.0,26.0,6.6,6.0,0.0,0.0,0.00214237,0,,,,,4.0,,,,2.0,3.0,6.0,,1.0,2.0,2.0,,2.0,1.0,1.0,,,,,,,,1.0,,,,,
10385727,away,Nottingham Forest,Renan Lodi,renan-lodi,R. Lodi,D,16,173,4176,M,851150,EUR,891993600,M,32,32,False,11.0,8.0,3.0,2.0,5.0,5.0,6.0,,3.0,,,,45.0,13.0,6.6,3.0,0.0,0.0,0.00145235,0,,,,,3.0,,,,,2.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,renan_lodi,,,,,,,,,,,
10385727,away,Nottingham Forest,Brennan Johnson,brennan-johnson,B. Johnson,F,11,186,10704,M,1085180,EUR,990576000,F,20,20,False,11.0,8.0,,,4.0,4.0,8.0,,2.0,,,,90.0,19.0,6.4,7.0,0.025,0.0,0.00154931,1,,,,,4.0,1.0,,1.0,,2.0,1.0,,,1.0,1.0,2.0,,,,,brenjohnson_,1.0,,,,,1.0,,,1.0,,
10385727,away,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,F,10,10,False,18.0,12.0,7.0,5.0,5.0,6.0,16.0,1.0,5.0,,,,89.0,30.0,7.2,11.0,0.0654,0.0,0.0845164,1,,,,,9.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,,,,2.0,1.0,1.0,,3.0,Morgangibbs27,,1.0,,,1.0,,,,1.0,,
10385727,away,Nottingham Forest,Taiwo Awoniyi,taiwo-awoniyi,T. Awoniyi,F,9,183,3465,M,359664,EUR,871344000,F,9,9,False,15.0,5.0,1.0,,2.0,4.0,11.0,1.0,4.0,,,,89.0,35.0,7.2,18.0,0.1587,0.1169,0.00825099,1,,,,,3.0,,,7.0,3.0,10.0,6.0,3.0,1.0,1.0,,5.0,1.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,
10385727,away,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183,338,M,358218,EUR,808790400,D,15,15,True,10.0,7.0,1.0,1.0,5.0,6.0,5.0,2.0,2.0,,,,45.0,18.0,6.4,5.0,0.0,0.0,0.00022501,0,,,,,2.0,1.0,,,,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,
10385727,away,Nottingham Forest,Cheikhou Kouyaté,cheikhou-kouyate,C. Kouyaté,M,8,189,2529,M,45944,EUR,630201600,M,21,21,True,8.0,7.0,2.0,1.0,5.0,5.0,3.0,,4.0,,,,18.0,13.0,6.8,2.0,0.0,0.0,0.00076227,0,,,,,2.0,,,,,2.0,4.0,1.0,,2.0,2.0,,2.0,1.0,,,,,,,,,,,,,,
10385727,away,Nottingham Forest,Emmanuel Dennis,emmanuel-dennis,E. B. Dennis,F,17,174,1390,M,844424,EUR,879552000,F,25,25,True,6.0,4.0,,,1.0,1.0,5.0,,1.0,,,,18.0,13.0,6.5,7.0,0.0456,0.0302,0.0106729,1,,,,,3.0,,,,1.0,5.0,2.0,2.0,,1.0,,2.0,,2.0,,,,,,1.0,,,1.0,,,,,
10385727,away,Nottingham Forest,Sam Surridge,sam-surridge,S. Surridge,F,9,191,1588,M,817567,EUR,901584000,F,16,16,True,3.0,2.0,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,5.0,,1.0,0.0,0.0,0.00290456,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,away,Nottingham Forest,André Ayew,andre-ayew,A. Ayew,F,24,176,5860,M,27035,EUR,629856000,F,34,34,True,2.0,2.0,,,,,2.0,,,,,,1.0,2.0,,,0.0,0.0,0.00464096,0,,,,,2.0,,,,,,,,,,,,,,,,andreayew10,,,,,,,,,,,
10385727,away,Nottingham Forest,George Shelvey,george-shelvey,G. Shelvey,G,33,189,13,M,1014099,EUR,987897600,G,43,43,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,away,Nottingham Forest,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,115516,EUR,703296000,M,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,away,Nottingham Forest,Alex Mighten,alex-mighten,A. Mighten,F,77,171,205,M,992044,EUR,1018483200,F,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385727,away,Nottingham Forest,Jesse Lingard,jesse-lingard,J. Lingard,F,10,174,12067,M,205508,EUR,724377600,M,11,11,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,JLingz,,,,,,,,,,,
