match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_wonTackle,stat_wasFouled,captain,stat_totalContest,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_goodHighClaim,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget
12117153,home,Juventude,Gabriel Vasconcelos,gabriel-vasconcelos,G. Vasconcelos,G,1,193,501,M,147467,EUR,717552000,G,1,1,False,29.0,24.0,8.0,3.0,0.0,21.0,21.0,3.0,8.0,1.0,5.0,2.0,1.0,90.0,37.0,7.1,5.0,0.00036845,0,0.1671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117153,home,Juventude,João Lucas,joao-lucas,J. Lucas,D,2,181,682,M,981019,EUR,889401600,D,2,2,False,28.0,18.0,2.0,,0.0,8.0,11.0,11.0,22.0,1.0,8.0,,,90.0,50.0,6.8,23.0,0.0284707,0,,5.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
12117153,home,Juventude,Rodrigo Sam,rodrigo-sam,R. Sam,D,34,185,108,M,794640,EUR,806544000,D,34,34,False,39.0,32.0,6.0,1.0,0.0,25.0,29.0,7.0,10.0,3.0,5.0,,,90.0,48.0,7.0,7.0,0.00682024,0,,,,2.0,2.0,3.0,5.0,,,,2.0,2.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
12117153,home,Juventude,Lucas Freitas,lucas-freitas,L. Freitas,D,43,184,1198,M,1069729,EUR,979948800,D,43,43,False,42.0,36.0,9.0,6.0,0.0,24.0,25.0,12.0,17.0,2.0,6.0,,,90.0,51.0,7.1,8.0,0.00457135,0,,,,,,2.0,2.0,2.0,,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,
12117153,home,Juventude,Alan Ruschel,alan-ruschel,A. L. Ruschel,D,28,175,447,M,551674,EUR,619833600,D,28,28,False,18.0,14.0,1.0,,0.0,8.0,11.0,7.0,9.0,,2.0,,,68.0,33.0,6.7,10.0,0.0375919,0,,2.0,1.0,,,2.0,1.0,,,1.0,,1.0,1.0,1.0,,,1.0,,True,2.0,1.0,,,,,,,,,,,,
12117153,home,Juventude,Jádson,jadson,Jádson,M,16,171,454,M,243651,EUR,746668800,M,16,16,False,28.0,25.0,,,0.0,12.0,12.0,13.0,16.0,,3.0,,,68.0,34.0,6.3,3.0,0.00633506,1,,,,1.0,,4.0,3.0,2.0,,,,1.0,,2.0,,,,2.0,,,,1.0,1.0,0.152,,,,,,,,,
12117153,home,Juventude,Caique Gonçalves,caique-goncalves,Caique,M,95,178,364,M,871032,EUR,813283200,M,95,95,False,34.0,33.0,2.0,2.0,0.0,19.0,20.0,14.0,14.0,,8.0,,,90.0,50.0,6.9,6.0,0.00994246,1,,,,1.0,,6.0,8.0,2.0,1.0,,1.0,5.0,3.0,1.0,,,1.0,2.0,,2.0,,,1.0,0.0256,1.0,,,,,,,,
12117153,home,Juventude,Lucas Barbosa,lucas-barbosa,L. Barbosa,M,21,193,762,M,1067641,EUR,982800000,M,21,21,False,21.0,14.0,,,0.0,2.0,2.0,12.0,20.0,3.0,,,,81.0,36.0,6.9,8.0,0.0113821,1,,1.0,,1.0,3.0,7.0,6.0,4.0,,,2.0,2.0,,2.0,Lucas Barbosa,,,,,1.0,1.0,,1.0,0.0262,1.0,,,,,,,,
12117153,home,Juventude,Jean Carlos,jean-carlos,J. Carlos,M,20,178,459,M,850475,EUR,698112000,M,20,20,False,18.0,15.0,1.0,1.0,0.0,2.0,2.0,14.0,18.0,,2.0,,,81.0,27.0,7.0,7.0,0.108694,2,,2.0,1.0,,,,,,,,,,3.0,,,,,,,,1.0,,1.0,0.0437,,1.0,1.0,,,,,,
12117153,home,Juventude,Erick Farias,erick-farias,E. Farias,F,97,172,479,M,927667,EUR,852249600,M,7,7,False,20.0,15.0,1.0,1.0,0.0,4.0,4.0,11.0,17.0,,3.0,,,90.0,38.0,7.4,11.0,0.367672,1,,1.0,,1.0,2.0,4.0,7.0,,3.0,,1.0,2.0,1.0,,,,2.0,1.0,,2.0,2.0,,1.0,0.0128,2.0,,,,,,,,
12117153,home,Juventude,Gilberto,gilberto,Gilberto,F,9,178,814,M,158561,EUR,613008000,F,9,9,False,1.0,,,,0.0,,,,1.0,,,,,15.0,3.0,6.6,1.0,,0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12117153,home,Juventude,Gabriel Taliari,gabriel-taliari,G. Taliari,F,19,176,441,M,933955,EUR,860889600,F,19,19,True,20.0,9.0,,,0.0,1.0,6.0,8.0,14.0,,2.0,,,75.0,34.0,7.1,14.0,0.0100166,2,,,,2.0,1.0,6.0,9.0,,2.0,,,1.0,,2.0,,,1.0,6.0,,2.0,,,2.0,0.1516,1.0,,,1.0,1.0,,,,
12117153,home,Juventude,Gabriel Inocêncio,gabriel-inocencio,Gabriel Inocêncio,D,6,175,95,M,1047680,EUR,777340800,D,12,12,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,1.0,,,,22.0,14.0,6.1,6.0,0.00278545,0,,,,1.0,,5.0,,,1.0,,,,,1.0,Gabriel Inocêncio,,,,,2.0,,,,,,,,,1.0,,,,
