match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_wasFouled,stat_fouls,stat_clearanceOffLine,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_lastManTackle,stat_unsuccessfulTouch,stat_expectedGoals,captain,stat_totalContest,stat_wonContest,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
12530748,home,Konyaspor,Jakub Słowik,jakub-slowik,J. Słowik,G,24,190,232,M,95437,EUR,683596800,G,27,27,False,33.0,24.0,14.0,5.0,0.0,20.0,23.0,4.0,10.0,1.0,8.0,2.0,2.0,4.0,1.0,90.0,47.0,7.1,10.0,0.00204669,0,-0.5081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530748,home,Konyaspor,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,D,35,35,False,20.0,19.0,3.0,2.0,0.0,7.0,7.0,12.0,14.0,1.0,3.0,,,,,63.0,36.0,6.2,5.0,0.0074961,0,,Ogulcan Ülgün,,1.0,1.0,4.0,7.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
12530748,home,Konyaspor,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,False,23.0,22.0,2.0,1.0,0.0,14.0,14.0,8.0,9.0,2.0,4.0,,,,,45.0,27.0,7.1,1.0,0.00887593,0,,,,,1.0,1.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12530748,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,37.0,29.0,7.0,1.0,0.0,23.0,26.0,6.0,11.0,7.0,3.0,,,,,90.0,57.0,7.2,9.0,0.00157296,1,,,,,6.0,6.0,11.0,,,,4.0,2.0,,1.0,1.0,,6.0,1.0,1.0,1.0,1.0,1.0,0.1524,,,,,,,,,,,,,
12530748,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,42.0,32.0,5.0,2.0,0.0,18.0,19.0,14.0,27.0,2.0,9.0,,,,,90.0,65.0,6.8,16.0,0.0145299,0,,,,4.0,1.0,2.0,4.0,1.0,,,2.0,1.0,,,,,,,,,,,,True,2.0,1.0,1.0,,,,,,,,,
12530748,home,Konyaspor,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,16,16,False,31.0,20.0,6.0,3.0,0.0,7.0,10.0,13.0,21.0,3.0,4.0,,,,,77.0,41.0,7.0,12.0,0.0607107,0,,,,,8.0,5.0,11.0,,1.0,,1.0,1.0,,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,
12530748,home,Konyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,33.0,26.0,2.0,,0.0,12.0,14.0,15.0,23.0,,9.0,,,,,76.0,51.0,6.9,14.0,0.0671971,1,,,,4.0,,3.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,0.1059,,,,,1.0,1.0,0.0933,,,,,,
12530748,home,Konyaspor,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,9,9,False,37.0,22.0,2.0,,0.0,11.0,12.0,11.0,27.0,1.0,3.0,,,,,90.0,50.0,6.8,21.0,0.608462,1,,,,2.0,6.0,4.0,7.0,,1.0,,1.0,1.0,,,2.0,,1.0,,,,,2.0,0.125,,,,1.0,,,,1.0,1.0,1.0,,,
12530748,home,Konyaspor,Pedrinho,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,33.0,26.0,5.0,2.0,0.0,7.0,8.0,20.0,34.0,,3.0,,,,,90.0,54.0,6.9,19.0,0.157921,2,,,,9.0,3.0,7.0,6.0,1.0,1.0,,,,,1.0,2.0,,2.0,,,,,2.0,0.0535,,3.0,2.0,1.0,1.0,1.0,0.4049,1.0,1.0,1.0,,,
12530748,home,Konyaspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,10,10,False,11.0,9.0,1.0,1.0,0.0,2.0,2.0,8.0,13.0,,2.0,,,,,63.0,23.0,6.7,10.0,0.290856,1,,,,4.0,1.0,6.0,2.0,,,,,,,1.0,1.0,,3.0,,1.0,,,3.0,0.0655,,2.0,,3.0,1.0,,,,,,,,
