match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalTackle,stat_fouls,stat_totalCross,stat_aerialLost,stat_challengeLost,stat_interceptionWon,stat_wonTackle,stat_keyPass,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_outfielderBlock,stat_bigChanceCreated,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goalAssist,stat_dispossessed,stat_goodHighClaim,stat_totalOffside
11396195,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,27.0,22.0,8.0,3.0,21.0,22.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,90.0,33.0,7.0,5.0,0.00035323,0,0.9829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396195,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,56.0,55.0,3.0,3.0,26.0,26.0,29.0,30.0,2.0,3.0,2.0,3.0,,,,79.0,60.0,6.7,1.0,0.0171351,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396195,home,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,D,11,11,False,,93.0,83.0,10.0,6.0,37.0,40.0,46.0,54.0,,5.0,2.0,7.0,,,,90.0,106.0,7.3,11.0,0.0605096,0,,5.0,5.0,,1.0,1.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11396195,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,69.0,66.0,2.0,,29.0,29.0,37.0,40.0,2.0,8.0,1.0,8.0,,,,90.0,82.0,7.3,4.0,0.0507261,0,,4.0,3.0,1.0,,3.0,,,1.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11396195,home,TSG Hoffenheim,Pavel Kadeřábek,pavel-kaderabek,P. Kadeřábek,M,3,182,266,M,109296,EUR,704160000,M,3,3,False,,55.0,49.0,4.0,3.0,15.0,16.0,35.0,44.0,1.0,1.0,2.0,3.0,,,,90.0,74.0,6.9,10.0,0.115965,1,,2.0,,,5.0,1.0,1.0,,,,,,,,,,1.0,1.0,0.0111,,,,,,,,,,,,
11396195,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,68.0,61.0,6.0,3.0,25.0,25.0,36.0,43.0,,4.0,,6.0,,,,90.0,81.0,7.2,9.0,0.0617211,2,,2.0,1.0,,,1.0,,1.0,,1.0,3.0,2.0,1.0,1.0,,,,2.0,0.1026,1.0,,,,,,,,,,,
11396195,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,52.0,49.0,2.0,,16.0,16.0,34.0,39.0,,3.0,2.0,9.0,,,,80.0,69.0,7.1,8.0,0.19014,2,,4.0,1.0,2.0,3.0,,1.0,1.0,,1.0,2.0,,1.0,2.0,,,1.0,,0.0397,,1.0,2.0,,,,,,,,,
11396195,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,M,27,27,False,,54.0,46.0,1.0,1.0,8.0,10.0,40.0,53.0,1.0,3.0,,7.0,,,,90.0,76.0,8.8,17.0,0.187455,6,,2.0,,,9.0,1.0,,1.0,,4.0,3.0,2.0,1.0,,,,2.0,,0.8973,,,1.0,andrejkramaric,1.0,5.0,1.0,1.5613,,,,
11396195,home,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,,44.0,35.0,2.0,1.0,6.0,6.0,30.0,44.0,1.0,9.0,,2.0,,,,90.0,69.0,8.4,17.0,0.71969,1,,5.0,2.0,,6.0,3.0,,,2.0,3.0,7.0,5.0,,1.0,,,1.0,,0.0334,,2.0,1.0,,,,,,1.0,,,
11396195,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,False,,23.0,18.0,,,,,18.0,25.0,1.0,5.0,,4.0,,,,89.0,45.0,6.9,16.0,0.0285552,4,,5.0,2.0,,2.0,1.0,,,2.0,,1.0,1.0,5.0,1.0,,,,,0.2826,,,3.0,,1.0,1.0,,0.3375,,4.0,,
