match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,captain,stat_totalOffside
10411484,home,Udinese,Marco Silvestri,marco-silvestri,M. Silvestri,G,16,191,324,M,43970,EUR,667872000,G,1,1,False,27.0,18.0,14.0,5.0,13.0,15.0,5.0,12.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,90.0,32.0,6.9,9.0,0.0,0.0,0.00039419,0,-0.4262,,,,,,,,,,,,,,,,,,,,,,,,,,
10411484,home,Udinese,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1878,M,880207,EUR,822009600,D,50,50,False,28.0,19.0,8.0,2.0,12.0,16.0,7.0,12.0,1.0,2.0,5.0,7.0,,,,90.0,43.0,6.6,10.0,0.045,0.2012,0.00759807,1,,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10411484,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,36.0,28.0,7.0,3.0,23.0,25.0,5.0,11.0,2.0,3.0,4.0,7.0,,,,90.0,47.0,7.0,8.0,0.0264,0.0,0.00223776,1,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
10411484,home,Udinese,Nehuén Pérez,nehuen-perez,N. Pérez,D,18,184,3369,M,913401,EUR,961804800,D,18,18,False,46.0,35.0,9.0,1.0,31.0,35.0,4.0,11.0,1.0,3.0,3.0,4.0,,,,90.0,56.0,6.3,11.0,0.0,0.0,0.00110359,0,,,,,3.0,1.0,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,
10411484,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,18.0,11.0,1.0,1.0,10.0,12.0,2.0,8.0,2.0,6.0,2.0,6.0,,,,82.0,34.0,6.5,12.0,0.0,0.0,0.0696141,0,,,,2.0,8.0,1.0,,,2.0,1.0,2.0,,,,2.0,1.0,1.0,4.0,2.0,1.0,1.0,,,,,,
10411484,home,Udinese,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4807,M,980624,EUR,1014508800,M,24,24,False,26.0,22.0,6.0,4.0,9.0,11.0,14.0,16.0,1.0,2.0,2.0,,,,,82.0,30.0,6.7,4.0,0.0,0.0,0.0389206,0,,,,,2.0,2.0,,,1.0,1.0,,,,,1.0,1.0,,,,,1.0,lakisamar10,,,,,
10411484,home,Udinese,Walace,walace,Walace,M,5,188,1455,M,553686,EUR,796953600,M,11,11,False,48.0,41.0,3.0,3.0,27.0,31.0,14.0,18.0,1.0,3.0,,10.0,,,,90.0,58.0,6.8,9.0,0.0439,0.0,0.00831002,2,,,,,4.0,1.0,,3.0,,,2.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,,
10411484,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,4,4,False,21.0,16.0,1.0,1.0,7.0,9.0,10.0,14.0,,4.0,1.0,2.0,,,,78.0,41.0,7.8,12.0,0.2111,0.5629,0.0403057,3,,,,,3.0,2.0,2.0,2.0,2.0,1.0,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,,,1.0,,,
10411484,home,Udinese,Destiny Udogie,destiny-udogie,D. Udogie,D,13,186,5941,M,983572,EUR,1038441600,M,13,13,False,31.0,27.0,2.0,2.0,18.0,18.0,9.0,13.0,,7.0,,1.0,,,,74.0,50.0,7.2,9.0,0.0,0.0,0.0393364,0,,,,,4.0,,,2.0,1.0,1.0,2.0,,,3.0,,,,5.0,3.0,2.0,1.0,udogiethree,,,1.0,,
10411484,home,Udinese,Roberto Pereyra,roberto-pereyra,R. Pereyra,M,37,184,1199,M,122701,EUR,663206400,F,37,37,False,15.0,10.0,,,4.0,6.0,6.0,10.0,,3.0,,3.0,,,,90.0,30.0,6.5,13.0,0.0,0.0,0.00705065,0,,,,,4.0,,,,1.0,,1.0,,,1.0,1.0,,2.0,2.0,1.0,4.0,,,,,,True,
