match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_shotOffTarget,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,captain,stat_hitWoodwork,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_clearanceOffLine,stat_bigChanceMissed,stat_lastManTackle
12624929,home,Al-Hilal,Bono,,,bono,Bono,G,37,195.0,54623,M,BonoY,360938,EUR,670809600,G,37,37,False,25.0,24.0,3.0,2.0,0.0,23.0,24.0,1.0,1.0,7.0,1.0,1.0,90.0,32.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624929,home,Al-Hilal,João Cancelo,,,joao-cancelo,J. Cancelo,D,2,182.0,90162,M,JCancelo,138892,EUR,769996800,D,20,20,False,57.0,47.0,2.0,1.0,0.0,21.0,25.0,26.0,36.0,5.0,,,88.0,94.0,7.2,21.0,0,4.0,1.0,8.0,9.0,2.0,1.0,8.0,5.0,2.0,3.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
12624929,home,Al-Hilal,Kalidou Koulibaly,,,kalidou-koulibaly,K. Koulibaly,D,3,187.0,26133,M,kkoulibaly26,126071,EUR,677376000,D,3,3,False,71.0,65.0,1.0,,0.0,57.0,60.0,8.0,11.0,5.0,,,89.0,81.0,7.1,7.0,0,,1.0,,3.0,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624929,home,Al-Hilal,Ali Albulayhi,,,ali-albulayhi,A. Albulayhi,D,3,182.0,1057,M,,1138857,EUR,627609600,D,5,5,False,64.0,57.0,3.0,3.0,0.0,42.0,46.0,15.0,18.0,3.0,,,90.0,73.0,6.8,7.0,0,,,3.0,2.0,,,,,4.0,2.0,2.0,2.0,,4.0,,,,,,,,,,,,,,,,,,
12624929,home,Al-Hilal,Renan Lodi,,,renan-lodi,R. Lodi,D,16,173.0,4256,M,renan_lodi,851150,EUR,891993600,D,6,6,False,49.0,42.0,4.0,3.0,0.0,19.0,19.0,23.0,32.0,5.0,,,88.0,75.0,7.2,13.0,1,2.0,1.0,6.0,5.0,1.0,1.0,2.0,2.0,3.0,,2.0,2.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,
12624929,home,Al-Hilal,Rúben Neves,,,ruben-neves,R. Neves,M,8,181.0,15472,M,rubenneves,280955,EUR,858211200,M,8,8,False,104.0,98.0,13.0,9.0,1.0,47.0,47.0,53.0,59.0,7.0,,,90.0,121.0,8.1,9.0,0,2.0,,6.0,3.0,2.0,1.0,,,1.0,2.0,2.0,1.0,2.0,3.0,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
12624929,home,Al-Hilal,Mohamed Kanno,,,mohamed-kanno,M. Kanno,M,28,191.0,1575,M,,828524,EUR,780192000,M,28,28,False,58.0,54.0,1.0,1.0,1.0,18.0,18.0,36.0,40.0,4.0,,,70.0,63.0,7.4,5.0,1,,,2.0,2.0,2.0,,,,1.0,,2.0,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,
12624929,home,Al-Hilal,Mohammed Al-Qahtani,Mohammed Al-Qahtani,,al-qahtani-mohammed,M. Al-Qahtani,M,15,167.0,790,M,,1134261,EUR,1027382400,M,15,15,False,46.0,42.0,1.0,1.0,0.0,15.0,15.0,27.0,31.0,5.0,,,69.0,59.0,7.3,7.0,1,,,4.0,6.0,1.0,1.0,4.0,2.0,,1.0,3.0,2.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,
12624929,home,Al-Hilal,Malcom,,,malcom,Malcom,M,10,171.0,13905,M,malcomoliveira_97,551772,EUR,856915200,M,77,77,False,47.0,42.0,1.0,,0.0,9.0,9.0,33.0,39.0,1.0,,,90.0,64.0,9.4,8.0,7,1.0,2.0,2.0,6.0,,2.0,3.0,3.0,1.0,,,,,,,3.0,,,,1.0,2.0,2.0,,2.0,2.0,,,,,,,
12624929,home,Al-Hilal,Salem Al-Dawsari,,,salem-al-dawsari,S. Al-Dawsari,M,29,171.0,11126,M,29salem,160893,EUR,682560000,M,29,29,False,57.0,49.0,,,0.0,11.0,11.0,39.0,48.0,3.0,,,90.0,72.0,7.2,15.0,1,2.0,,2.0,2.0,,1.0,3.0,2.0,,1.0,,,3.0,,,,1.0,,,,3.0,1.0,,,,True,1.0,1.0,,,,
