match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_totalContest,stat_interceptionWon,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceCreated,stat_totalCross,stat_accurateCross,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_penaltyMiss,captain,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_totalOffside
10433873,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,232,M,825850,EUR,923529600,G,25,25,False,30.0,25.0,8.0,3.0,24.0,26.0,1.0,4.0,15.0,4.0,6.0,90.0,50.0,8.8,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Majid Hosseini,majid-hosseini,M. Hosseini,D,5,187,803,M,359332,EUR,835228800,D,5,5,False,83.0,77.0,7.0,3.0,49.0,50.0,28.0,33.0,1.0,,,90.0,97.0,7.9,6.0,0,1.0,2.0,2.0,4.0,1.0,7.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,,183,101,M,68228,EUR,687571200,D,4,4,False,76.0,74.0,2.0,2.0,67.0,68.0,7.0,8.0,2.0,,,90.0,86.0,7.4,3.0,0,2.0,2.0,3.0,3.0,,6.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,82,M,122922,EUR,671414400,D,21,21,False,75.0,66.0,11.0,8.0,48.0,50.0,18.0,25.0,5.0,,,90.0,95.0,7.1,14.0,0,,2.0,4.0,2.0,1.0,3.0,,,,,,,1.0,,2.0,4.0,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Campanharo,campanharo,Campanharo,M,,178,121,M,220094,EUR,702345600,M,88,88,False,38.0,32.0,3.0,2.0,15.0,18.0,17.0,20.0,5.0,,,77.0,48.0,7.8,9.0,0,,,,4.0,,1.0,,3.0,3.0,1.0,3.0,1.0,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Onur Bulut,onur-bulut,O. Bulut,D,6,179,575,M,142494,EUR,766454400,M,38,38,False,51.0,42.0,6.0,6.0,25.0,29.0,18.0,25.0,4.0,,,90.0,76.0,8.6,16.0,2,,1.0,2.0,4.0,,4.0,,1.0,1.0,2.0,1.0,1.0,,,3.0,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
10433873,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,327,M,344009,EUR,771984000,M,7,7,False,35.0,31.0,2.0,2.0,12.0,12.0,20.0,28.0,5.0,,,88.0,55.0,6.9,12.0,3,2.0,1.0,6.0,6.0,1.0,1.0,,1.0,,1.0,1.0,3.0,,,2.0,,,,,,5.0,1.0,1.0,2.0,,,2.0,1.0,,,,,,,,,
10433873,home,Kayserispor,Ramazan Civelek,ramazan-civelek,R. Civelek,M,28,172,60,M,781408,EUR,822268800,M,28,28,False,39.0,33.0,2.0,2.0,20.0,21.0,13.0,18.0,3.0,,,88.0,52.0,7.4,9.0,3,,,4.0,3.0,2.0,,,3.0,,2.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
10433873,home,Kayserispor,Mame Thiam,mame-thiam,M. Thiam,F,17,185,1086,M,180981,EUR,718588800,M,27,27,False,38.0,31.0,1.0,,21.0,26.0,11.0,13.0,7.0,,,90.0,61.0,6.4,14.0,2,1.0,,6.0,5.0,,,,2.0,1.0,1.0,2.0,2.0,1.0,,3.0,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,
10433873,home,Kayserispor,Carlos Mané,carlos-mane,C. Mané,M,20,172,383,M,859748,EUR,763344000,F,20,20,False,33.0,27.0,,,13.0,14.0,14.0,19.0,4.0,,,70.0,51.0,7.1,9.0,1,,1.0,4.0,7.0,,1.0,,3.0,2.0,1.0,,,1.0,,4.0,1.0,,,,,,,3.0,1.0,,,2.0,,1.0,,,,,,,,
10433873,home,Kayserispor,İlhan Parlak,ilhan-parlak,İ. Parlak,F,38,181,25,,5810,EUR,537926400,F,23,23,False,8.0,5.0,1.0,,3.0,5.0,2.0,3.0,3.0,,,70.0,19.0,7.0,3.0,3,3.0,1.0,3.0,6.0,,3.0,,2.0,2.0,,,3.0,,,,,,,,,,,,2.0,,,,1.0,,,,True,,,,,
10433873,home,Kayserispor,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180,415,M,546220,EUR,782352000,M,43,43,True,12.0,12.0,,,8.0,8.0,4.0,4.0,1.0,,,20.0,16.0,7.2,1.0,0,,,1.0,2.0,,,,1.0,,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Mario Gavranović,mario-gavranovic,M. Gavranović,F,,175,339,,49351,EUR,627868800,F,19,19,True,1.0,1.0,,,1.0,1.0,,,,,,20.0,3.0,7.3,,1,1.0,,2.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
10433873,home,Kayserispor,Yaw Ackah,yaw-ackah,Y. Ackah,M,79,169,85,M,984096,EUR,928195200,M,89,89,True,15.0,15.0,1.0,1.0,13.0,13.0,2.0,2.0,1.0,,,13.0,17.0,6.8,,0,,,1.0,1.0,,,,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Anthony Uzodimma,uzodimma-anthony,A. Uzodimma,D,,176,60,M,993108,EUR,924307200,M,80,80,True,1.0,1.0,,,,,1.0,1.0,,,,2.0,2.0,,,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
10433873,home,Kayserispor,Gökhan Sazdağı,gokhan-sazdagi,G. Sazdağı,D,25,179,939,M,595396,EUR,780019200,M,11,11,True,1.0,,,,,,,1.0,,,,2.0,1.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Cenk Gönen,cenk-gonen,C. Gönen,G,,190,21,M,43556,EUR,572400000,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Arif Kocaman,kocaman-arif,A. Kocaman,D,43,184,69,M,1173638,EUR,1063497600,D,54,54,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Hayrullah Erkip,erkip-hayrullah,H. Erkip,F,22,175,11,M,1177165,EUR,1056067200,M,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433873,home,Kayserispor,Nurettin Korkmaz,korkmaz-nurettin,N. Korkmaz,F,77,172,38,M,976993,EUR,1025136000,M,77,77,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433873,away,Giresunspor,Onurcan Piri,onurcan-piri,O. Piri,G,1,190,60,M,213542,EUR,780710400,G,1,1,False,19.0,12.0,10.0,3.0,10.0,12.0,2.0,7.0,6.0,,,90.0,26.0,5.7,7.0,0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0,1.0,1.0,,
10433873,away,Giresunspor,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170,27,M,852161,EUR,800928000,D,77,77,False,31.0,27.0,6.0,4.0,8.0,9.0,19.0,25.0,5.0,,,90.0,55.0,6.4,13.0,0,2.0,,4.0,,,1.0,,,,2.0,2.0,,1.0,,,1.0,,,,,3.0,,,,,,1.0,,,,,,,,,,
10433873,away,Giresunspor,Ramón Arias,ramon-arias,R. Arias,D,42,181,87,M,158625,EUR,712195200,D,21,21,False,35.0,28.0,5.0,3.0,16.0,17.0,12.0,18.0,4.0,,,90.0,45.0,6.8,7.0,0,1.0,2.0,3.0,4.0,,2.0,2.0,2.0,2.0,,,,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
10433873,away,Giresunspor,Alexis Pérez,alexis-perez,A. Pérez,D,25,181,188,M,602812,EUR,764553600,D,25,25,False,49.0,38.0,10.0,3.0,19.0,23.0,19.0,26.0,8.0,,,90.0,63.0,6.4,14.0,1,1.0,3.0,5.0,7.0,,3.0,,4.0,4.0,1.0,1.0,,2.0,,,2.0,,,,1.0,,,,,,,2.0,1.0,,,,,,,,1.0,
10433873,away,Giresunspor,Alper Uludağ,alper-uludag,A. Uludağ,D,,180,20,M,100102,EUR,660873600,D,6,6,False,29.0,26.0,,,10.0,11.0,16.0,18.0,2.0,,,90.0,45.0,6.3,6.0,0,1.0,,3.0,3.0,1.0,2.0,,2.0,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
10433873,away,Giresunspor,Robert Mejía,robert-mejia,R. Mejía,M,88,173,78,M,1020193,EUR,970790400,M,14,14,False,47.0,42.0,4.0,4.0,13.0,14.0,29.0,33.0,3.0,,,89.0,54.0,6.6,7.0,0,1.0,1.0,3.0,3.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,
10433873,away,Giresunspor,Murat Cem Akpinar,murat-cem-akpinar,M. C. Akpinar,M,11,173,41,M,873813,EUR,917136000,M,22,22,False,43.0,36.0,5.0,4.0,17.0,19.0,19.0,29.0,6.0,,,79.0,55.0,6.4,13.0,0,1.0,1.0,5.0,3.0,2.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,,,5.0,,,,,,1.0,,,,,,,,,,
