match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_wonContest,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_shotValueNormalized,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,player_sofascoreId,stat_penaltyWon
14015679,home,SV Hemelingen,Serhat Sido,Serhat,Sido,sido-serhat,S. Sido,M,9,,4,M,1401917,EUR,1048032000,F,9,9,False,,3.0,3.0,,,0.0,3.0,3.0,,,,,,,,,,20.0,5.0,6.0,2.0,,0,0.0,,-0.01,,,6.0,,2.0,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,,
14015679,home,SV Hemelingen,Radin Amadou,Radin,Amadou,radin-amadou,R. Amadou,F,11,192.0,0,M,2132071,EUR,1152230400,F,11,11,True,,14.0,10.0,2.0,2.0,0.0,8.0,10.0,2.0,4.0,1.0,,,,,,,70.0,22.0,6.5,8.0,,1,-0.03,0.01,0.0,,1.0,3.0,,2.0,,,1.0,,,2.0,,1.0,,,,,,,1.0,0.0,1.0,,,,,,,,
14015679,home,SV Hemelingen,Enes Corogli,Enes Corogli,,enes-corogli,E. Corogli,M,80,,1,M,2215218,EUR,1092355200,M,80,80,True,,6.0,5.0,1.0,,0.0,5.0,5.0,,1.0,2.0,,2.0,1.0,,,,24.0,10.0,6.3,2.0,,0,-0.02,0.11,-0.16,,,2.0,,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14015679,home,SV Hemelingen,Cyril-Jeniour Ekweh,Cyril-Jeniour Ekweh,,cyril-jeniour-ekweh,C. Ekweh,F,27,176.0,1,M,2215213,EUR,1123891200,F,27,27,True,,4.0,4.0,,,0.0,4.0,4.0,,,3.0,1.0,2.0,,,,,24.0,9.0,7.2,1.0,,0,-0.04,0.0,0.65,,,2.0,,1.0,,,,3.0,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,
14015679,home,SV Hemelingen,Henning Prusse,Henning Prusse,,henning-prusse,H. Prusse,D,17,184.0,1,M,2215221,EUR,937785600,D,17,17,True,,7.0,5.0,1.0,,0.0,5.0,6.0,,1.0,2.0,1.0,,,,,,23.0,11.0,6.2,3.0,,0,0.04,-0.05,-0.32,,,1.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
14015679,home,SV Hemelingen,Shizu Yohena,Shizu Yohena,,shizu-yohena,S. Yohena,M,77,158.0,0,M,2215232,EUR,948412800,M,77,77,True,,1.0,1.0,,,0.0,1.0,1.0,,,,,1.0,,,,,15.0,4.0,6.2,2.0,,0,0.02,0.01,-0.15,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14015679,home,SV Hemelingen,Yannis Kugel,Yannis Kugel,,yannis-kugel,Y. Kugel,G,12,195.0,0,M,2215235,EUR,1119052800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015679,home,SV Hemelingen,Felix Deou Bauhus,Felix Deou Bauhus,,felix-deou-bauhus,F. D. Bauhus,D,5,193.0,0,M,1519014,EUR,1072224000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015679,home,SV Hemelingen,Hiroto Shimokawa,Hiroto Shimokawa,,hiroto-shimokawa,H. Shimokawa,M,8,,1,M,2215223,EUR,937180800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015679,home,SV Hemelingen,Maikol Mina,Maikol Mina,,maikol-mina,M. Mina,F,29,188.0,2,M,2215228,EUR,1090368000,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015679,away,VfL Wolfsburg,Kamil Grabara,,,grabara-kamil,K. Grabara,G,1,195.0,3178,M,902080,EUR,915753600,G,1,1,False,,19.0,19.0,8.0,8.0,0.0,15.0,15.0,4.0,4.0,,1.0,6.0,,2.0,,2.0,90.0,25.0,7.3,,-0.0005,0,0.14,0.0,0.24,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,
14015679,away,VfL Wolfsburg,Kilian Fischer,,,kilian-fischer,K. Fischer,D,2,179.0,189,M,995316,EUR,971308800,D,2,2,False,,53.0,50.0,6.0,5.0,1.0,20.0,20.0,30.0,33.0,5.0,,3.0,2.0,,,,90.0,76.0,8.0,11.0,,0,0.61,0.29,0.14,,,7.0,,3.0,2.0,,,3.0,3.0,,,2.0,,2.0,,,3.0,,,,,,,2.0,,,,,
14015679,away,VfL Wolfsburg,Denis Vavro,,,denis-vavro,D. Vavro,D,3,187.0,675,M,293127,EUR,829094400,D,3,3,False,,9.0,9.0,1.0,1.0,0.0,7.0,7.0,2.0,2.0,1.0,,,,,,,10.0,11.0,6.9,,,1,0.06,0.0,0.14,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,-0.02,,,,,,,,,
14015679,away,VfL Wolfsburg,Konstantinos Koulierakis,,,konstantinos-koulierakis,K. Koulierakis,D,4,188.0,3371,M,1184855,EUR,1069977600,D,4,4,False,,67.0,63.0,4.0,2.0,0.0,40.0,41.0,23.0,26.0,5.0,,2.0,1.0,,,,59.0,73.0,7.6,5.0,,2,0.31,0.11,0.0,,3.0,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,2.0,0.05,,,,,,,,,
14015679,away,VfL Wolfsburg,Joakim Mæhle,,,joakim-maehle,J. Mæhle,D,21,185.0,1468,M,842364,EUR,864086400,D,21,21,False,,60.0,59.0,4.0,3.0,0.0,23.0,24.0,36.0,36.0,8.0,,5.0,3.0,,,,90.0,92.0,9.0,7.0,,2,1.0,0.21,0.17,,,4.0,,2.0,5.0,,1.0,2.0,2.0,1.0,,,3.0,,,,4.0,2.0,,-0.23,,,,2.0,,,,,
14015679,away,VfL Wolfsburg,Maximilian Arnold,,,maximilian-arnold,M. Arnold,M,27,184.0,896,M,147289,EUR,769996800,M,27,27,False,True,107.0,99.0,8.0,6.0,0.0,27.0,27.0,72.0,80.0,3.0,,6.0,3.0,,,,90.0,129.0,9.2,15.0,,2,1.0,-0.75,0.14,,,1.0,,,,,,,,,,1.0,,11.0,4.0,,4.0,1.0,,0.02,,,,,1.0,,,,
14015679,away,VfL Wolfsburg,Vinícius Souza,,,vinicius-souza,Vinicius,M,5,187.0,1715,M,979290,EUR,929577600,M,5,5,False,,31.0,29.0,2.0,1.0,0.0,4.0,4.0,25.0,27.0,4.0,,3.0,2.0,,,,70.0,41.0,6.8,5.0,,3,0.28,0.29,0.13,,,5.0,,2.0,,,,2.0,2.0,,,2.0,,,,1.0,1.0,1.0,1.0,-0.65,,,,,1.0,2.0,,,
14015679,away,VfL Wolfsburg,Andreas Skov Olsen,,,andreas-skov-olsen,A. Skov Olsen,M,7,187.0,2522,M,888537,EUR,946425600,M,7,7,False,,31.0,28.0,,,0.0,6.0,6.0,22.0,25.0,3.0,,2.0,,,,,59.0,41.0,7.9,5.0,,3,0.06,0.63,0.13,,,1.0,,,1.0,,,3.0,2.0,1.0,,,,1.0,1.0,,2.0,2.0,1.0,0.31,1.0,,,,,2.0,1.0,,
14015679,away,VfL Wolfsburg,Lovro Majer,,,lovro-majer,L. Majer,M,10,179.0,4793,M,841947,EUR,884995200,M,10,10,False,,47.0,41.0,2.0,1.0,2.0,8.0,8.0,33.0,39.0,5.0,,2.0,,,,,59.0,60.0,9.5,10.0,,2,0.38,-0.1,0.15,,,2.0,,1.0,2.0,,,4.0,3.0,2.0,,,1.0,2.0,2.0,,5.0,,2.0,0.29,1.0,,,3.0,,,1.0,lovromajer,
14015679,away,VfL Wolfsburg,Patrick Wimmer,,,patrick-wimmer,P. Wimmer,M,39,182.0,1030,M,987504,EUR,991180800,M,39,39,False,,47.0,35.0,4.0,1.0,2.0,12.0,12.0,23.0,35.0,5.0,,3.0,1.0,,,,90.0,77.0,8.2,19.0,,7,0.37,1.0,-0.05,,,6.0,1.0,2.0,1.0,,,3.0,2.0,2.0,,2.0,1.0,5.0,3.0,1.0,4.0,3.0,1.0,-1.0,,,,1.0,3.0,1.0,,,1.0
14015679,away,VfL Wolfsburg,Dženan Pejčinović,,,dzenan-pejcinovic,D. Pejčinović,F,17,188.0,1111,M,1127790,EUR,1108425600,F,17,17,False,,19.0,16.0,,,1.0,5.0,5.0,11.0,14.0,3.0,,2.0,,,,,90.0,36.0,10.0,6.0,,8,-0.13,0.26,-0.04,,1.0,2.0,1.0,,2.0,,2.0,1.0,1.0,1.0,,,1.0,,,,4.0,2.0,5.0,1.0,1.0,,,2.0,1.0,2.0,3.0,,
14015679,away,VfL Wolfsburg,Moritz Jenz,,,jenz-moritz,M. Jenz,D,15,190.0,341,M,920525,EUR,925430400,D,15,15,True,,58.0,58.0,,,0.0,32.0,32.0,26.0,26.0,,3.0,3.0,,,,,80.0,63.0,8.3,,,1,0.47,0.15,0.19,,,2.0,,,,,1.0,,,,,2.0,,,,,,,1.0,0.51,,,,,,,1.0,,
14015679,away,VfL Wolfsburg,Yannick Gerhardt,,,yannick-gerhardt,Y. Gerhardt,M,31,184.0,165,M,169255,EUR,763516800,M,31,31,True,,20.0,19.0,1.0,1.0,0.0,11.0,11.0,8.0,9.0,2.0,,4.0,1.0,,,,31.0,25.0,7.3,1.0,,0,0.36,0.04,0.15,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,
14015679,away,VfL Wolfsburg,Václav Černý,,,vaclav-cerny,V. Černý,M,18,182.0,3503,M,280631,EUR,877046400,M,18,18,True,,24.0,19.0,1.0,,0.0,3.0,3.0,16.0,21.0,1.0,,2.0,,,,,31.0,29.0,7.7,7.0,,1,0.41,-0.87,-0.09,,,2.0,2.0,,,,,1.0,1.0,2.0,,,,,,,3.0,,1.0,0.51,,,,2.0,,,1.0,,
14015679,away,VfL Wolfsburg,Mattias Svanberg,,,svanberg-mattias,M. Svanberg,M,32,185.0,644,M,796987,EUR,915494400,M,32,32,True,,11.0,9.0,1.0,,1.0,,,9.0,11.0,1.0,,4.0,1.0,,,,31.0,18.0,10.0,4.0,,3,0.19,0.05,0.13,,,2.0,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,3.0,,3.0,0.77,,,,,,1.0,2.0,,
14015679,away,VfL Wolfsburg,Bence Dárdai,Bence Dárdai,,bence-dardai,B. Dárdai,M,8,185.0,1186,M,1418624,EUR,1138060800,M,8,8,True,,13.0,12.0,,,0.0,6.0,6.0,6.0,7.0,2.0,,2.0,,,,,20.0,21.0,6.8,3.0,,3,0.31,0.41,0.13,,,2.0,,2.0,,,,2.0,2.0,,,,,,,,1.0,2.0,,-0.81,,,,,1.0,,,,
14015679,away,VfL Wolfsburg,Pavao Pervan,,,pavao-pervan,P. Pervan,G,12,193.0,111,M,35976,EUR,563760000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015679,away,VfL Wolfsburg,Marius Müller,,,marius-muller,M. Müller,G,29,192.0,129,M,136933,EUR,742435200,G,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015679,away,VfL Wolfsburg,Aaron Zehnter,,,aaron-zehnter,A. Zehnter,M,25,180.0,595,M,1127788,EUR,1099180800,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
