match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_wasFouled,stat_dispossessed,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,captain,stat_penaltyConceded,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
13981659,home,Lazio,Tijjani Noslin,tijjani-noslin,T. Noslin,F,14,177,1222,M,1069244,EUR,931305600,F,14,14,False,24.0,18.0,2.0,2.0,0.0,10.0,12.0,8.0,12.0,,,2.0,,,,67.0,35.0,7.3,8.0,0.144254,124.21799313081,14.0,69.168418442181,2.0,,2,,0.25,0.24,0.2,,2.0,,,3.0,,,,,,0.0623,0.13,,,1.0,,,1.0,,,,2.0,,2.0,,,,14.242118910888,24.659092193093,2.0,,,2.0,2.0,2.0,,0.3596,,,
13981659,home,Lazio,Patric,patric,Patric,D,4,184,503,M,217784,EUR,735004800,D,4,4,True,38.0,36.0,4.0,4.0,0.0,26.0,26.0,10.0,12.0,,,2.0,,,,45.0,44.0,6.7,2.0,0.0078367,100.34428916672,11.0,72.240237395966,1.0,,1,,0.01,0.08,-0.11,,,,1.0,1.0,,,3.0,,,0.0916,0.0,,,,,,,1.0,,,,,,,1.0,,23.340875539776,23.463926035512,1.0,,,,,,,,,,
13981659,home,Lazio,Nicolò Rovella,nicolo-rovella,N. Rovella,M,6,179,2973,M,937324,EUR,1007424000,M,6,6,True,23.0,22.0,1.0,1.0,0.0,8.0,8.0,14.0,15.0,2.0,1.0,3.0,,,,23.0,32.0,7.1,5.0,0.0105054,69.254260687282,12.0,18.452291307255,0.0,,0,,0.16,0.1,0.21,,2.0,,,3.0,,,1.0,2.0,,,,,,1.0,,,,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,
13981659,home,Lazio,Petar Ratkov,petar-ratkov,P. Ratkov,F,20,193,1814,M,1101942,EUR,1061164800,F,20,20,True,4.0,1.0,,,0.0,,,1.0,4.0,1.0,,,,,,23.0,9.0,6.5,4.0,0.00408937,24.736497896369,2.0,8.9096920531015,1.0,,3,,-0.14,0.32,0.13,,,,1.0,2.0,1.0,2.0,,1.0,,0.3389,-0.54,Petar,Ratkov,,1.0,,,,1.0,,,,,,1.0,,12.149420413096,19.835968945328,,,,,,,1.0,,,,
13981659,home,Lazio,Matteo Cancellieri,matteo-cancellieri,M. Cancellieri,F,22,185,1425,M,1017649,EUR,1013472000,F,22,22,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,11.0,4.0,6.6,1.0,7.413e-05,6.6210617432536,2.0,2.4311197348404,0.0,,0,,-0.01,-0.05,0.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,home,Lazio,Boulaye Dia,dia-boulaye,B. Dia,F,19,180,10936,M,960080,EUR,848102400,F,19,19,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,,,,8.0,5.0,6.5,,0.0163077,,,,,,1,,-0.03,,0.13,,,,,,,,,,,0.067,0.01,,,,,,,,,,,boulaye_dia,,,1.0,1.0,,,1.0,,,,,,,,,,
13981659,home,Lazio,Alessio Furlanetto,alessio-furlanetto,A. Furlanetto,G,55,191,177,M,984095,EUR,1013040000,G,55,55,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,home,Lazio,Edoardo Motta,edoardo-motta,E. Motta,G,40,194,313,M,1518983,EUR,1105574400,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Edoardo Motta,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,home,Lazio,Elseid Hysaj,elseid-hysaj,E. Hysaj,D,23,182,1317,M,136322,EUR,760147200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1353,M,826186,EUR,920764800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,home,Lazio,Adrian Przyborek,przyborek-adrian,A. Przyborek,M,28,184,1035,M,1466806,EUR,1167609600,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Adrian Przyborek,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,home,Lazio,Valerio Farcomeni,valerio-farcomeni,V. Farcomeni,M,71,176,70,M,1547464,EUR,1137542400,M,71,71,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,home,Lazio,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4237,M,1389689,EUR,1086048000,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Reda Belahyane,,,,,,,,,,reda.belahyane,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Marco Carnesecchi,marco-carnesecchi,M. Carnesecchi,G,29,192,3216,M,865646,EUR,962409600,G,29,29,False,47.0,37.0,21.0,11.0,0.0,33.0,34.0,4.0,13.0,,,10.0,3.0,,6.0,90.0,63.0,9.8,10.0,0.00356409,72.949725919812,12.0,35.048751636189,0.0,1.2353,0,1.5389,0.25,0.02,0.28,0.85,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,
13981659,away,Atalanta,Giorgio Scalvini,giorgio-scalvini,G. Scalvini,D,42,194,3402,M,1012176,EUR,1071100800,D,42,42,False,51.0,46.0,3.0,,0.0,34.0,35.0,12.0,16.0,2.0,1.0,2.0,,,,45.0,58.0,6.7,5.0,0.0049223,73.27255722916,12.0,38.479129127771,0.0,,1,,0.08,0.26,-0.01,,,,,1.0,1.0,,1.0,,1.0,0.0778,0.06,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,0.1258,,,
13981659,away,Atalanta,Berat Djimsiti,berat-djimsiti,B. Djimsiti,D,19,190,2164,M,151003,EUR,730080000,D,19,19,False,63.0,61.0,5.0,4.0,0.0,54.0,54.0,7.0,9.0,2.0,,3.0,,,,90.0,70.0,7.3,2.0,0.00313151,221.1299362968,27.0,108.88219044243,1.0,,0,,0.11,0.1,0.42,,,,,1.0,,,3.0,1.0,2.0,,,,,,,,2.0,,1.0,,,,,,,,24.344516001657,29.868203310544,,,,,,,,,,,
13981659,away,Atalanta,Honest Ahanor,honest-ahanor,H. Ahanor,D,69,184,2006,M,1634980,EUR,1203724800,D,69,69,False,18.0,17.0,,,0.0,16.0,17.0,1.0,1.0,2.0,1.0,1.0,,,,25.0,23.0,6.5,2.0,0.00024749,50.678318648089,5.0,26.720349668022,0.0,,1,,0.01,0.01,-0.04,,,,1.0,2.0,,1.0,,1.0,1.0,0.1048,-0.31,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Davide Zappacosta,davide-zappacosta,D. Zappacosta,M,77,182,2129,M,132318,EUR,708220800,M,77,77,False,46.0,42.0,1.0,,0.0,24.0,25.0,18.0,21.0,1.0,,2.0,,,,83.0,60.0,6.9,9.0,0.0364508,137.12296186293,15.0,76.543687282534,4.0,,0,,-0.06,0.2,0.31,,2.0,,,,,,1.0,,,,,,,,,,1.0,2.0,,,,,,,,,21.50403907944,72.44158184885,2.0,,,1.0,,,,,,,
13981659,away,Atalanta,Marten de Roon,marten-de-roon,M. de Roon,M,15,185,1875,M,100389,EUR,670204800,M,15,15,False,50.0,44.0,2.0,2.0,0.0,23.0,25.0,21.0,25.0,3.0,,6.0,,,,90.0,59.0,6.8,7.0,0.0142173,79.073724108371,12.0,6.2497289868855,0.0,,1,,0.14,-0.21,0.15,,,,1.0,2.0,,1.0,3.0,1.0,2.0,0.006,-0.05,,,,1.0,,,,1.0,,,,,,,,,,,True,,,,,,,,,
13981659,away,Atalanta,Éderson,ederson,Éderson,M,13,183,7727,M,946888,EUR,931305600,M,13,13,False,40.0,38.0,5.0,4.0,0.0,19.0,19.0,19.0,21.0,4.0,,2.0,,,,90.0,50.0,7.6,4.0,0.0783227,120.31709825858,15.0,35.549467246056,1.0,,1,,0.33,0.08,0.29,,,2.0,1.0,3.0,,,2.0,1.0,,0.7884,0.32,,,1.0,1.0,,1.0,,,,,ederson99,,1.0,,,22.216043063314,23.182178693988,3.0,,,1.0,,1.0,,0.719,,,1.0
13981659,away,Atalanta,Lorenzo Bernasconi,lorenzo-bernasconi,L. Bernasconi,M,47,190,687,M,1012177,EUR,1068940800,M,47,47,False,44.0,40.0,5.0,3.0,1.0,26.0,27.0,14.0,17.0,2.0,,2.0,,,,90.0,60.0,7.1,9.0,0.155022,105.27176148903,14.0,13.462138704911,2.0,,1,,0.07,0.12,0.18,,2.0,,1.0,2.0,,,4.0,,1.0,0.0055,-0.01,,,1.0,1.0,,,1.0,,,1.0,,,1.0,1.0,,12.102307722449,32.003119416808,3.0,,,1.0,1.0,,,,,,
13981659,away,Atalanta,Lazar Samardžić,lazar-samardzic,L. Samardžić,M,10,183,4808,M,980624,EUR,1014508800,F,10,10,False,16.0,15.0,3.0,2.0,0.0,5.0,5.0,10.0,11.0,1.0,,2.0,,,,45.0,20.0,6.7,3.0,0.0989242,62.625938360297,8.0,23.320944454016,0.0,,1,,0.24,0.02,0.13,,1.0,,,,,,,,,0.0401,-0.07,,,,,,,,,,1.0,lakisamar10,1.0,,1.0,,,,1.0,,,1.0,,,,,,,
13981659,away,Atalanta,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16345,M,984184,EUR,1011744000,F,59,59,False,13.0,9.0,2.0,1.0,0.0,5.0,6.0,4.0,7.0,3.0,1.0,4.0,,,,70.0,21.0,7.5,7.0,0.0079384,147.03401232016,11.0,15.0513093554,1.0,,3,,0.08,0.26,-0.03,,,,,,,1.0,,,1.0,0.1534,0.52,,,,1.0,,,,,,1.0,nico_zale,,,1.0,,39.609437556891,41.166860956357,,,,1.0,,1.0,,0.7339,,,1.0
13981659,away,Atalanta,Nikola Krstović,nikola-krstovic,N. Krstović,F,90,185,4539,M,839156,EUR,954892800,F,90,90,False,18.0,14.0,,,0.0,4.0,5.0,10.0,13.0,5.0,,6.0,,,,90.0,36.0,6.6,11.0,0.0131347,133.4022869668,10.0,24.590408182669,2.0,,3,,-0.33,0.28,-0.01,,,2.0,2.0,7.0,1.0,1.0,,2.0,5.0,0.4144,-0.4,,,1.0,2.0,,,,,,5.0,,,,,1.0,18.503474226471,44.327079730038,,,,2.0,2.0,2.0,,0.0191,,,
13981659,away,Atalanta,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3300,M,142148,EUR,740534400,D,23,23,True,32.0,31.0,4.0,3.0,0.0,24.0,24.0,7.0,8.0,1.0,,2.0,,,,65.0,41.0,7.1,1.0,0.00209553,56.693873049418,8.0,6.9597041042152,0.0,,0,,0.03,0.03,0.21,,,1.0,,2.0,,,5.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Odilon Kossounou,odilon-kossounou,O. Kossounou,D,3,191,9895,M,973437,EUR,978566400,D,3,3,True,30.0,28.0,4.0,2.0,0.0,26.0,26.0,2.0,4.0,4.0,,,,,,45.0,38.0,6.8,3.0,0.00060447,127.2880689859,14.0,47.758411916038,0.0,,0,,0.06,0.03,0.31,,,,,,,,1.0,,3.0,,,,,,1.0,,2.0,,,,,odilonkossounou,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172,8260,M,865651,EUR,950832000,F,18,18,True,12.0,10.0,,,0.0,3.0,3.0,7.0,9.0,3.0,1.0,2.0,,,,43.0,18.0,6.4,6.0,0.00945118,57.602207665391,4.0,42.978891395791,1.0,,0,,-0.15,0.1,-0.04,,2.0,,1.0,2.0,,,,,,,,,,1.0,1.0,,,,,,,giacomo.raspadori,,,,,30.908573279823,31.5348962421,,,,1.0,,,,,,,
13981659,away,Atalanta,Kamaldeen Sulemana,kamaldeen-sulemana,K. Sulemana,F,7,174,8293,M,1019442,EUR,1013731200,F,7,7,True,7.0,6.0,,,0.0,5.0,5.0,1.0,2.0,3.0,,4.0,,,,20.0,13.0,6.7,4.0,0.00046184,68.71824990286,6.0,39.162098438211,1.0,,0,,-0.02,0.24,0.14,,,,1.0,3.0,,,,2.0,,,,,,,2.0,,,,1.0,,,kamaldeenho10,,,,,27.766583628361,36.331913299467,,,,1.0,,,,,,,
13981659,away,Atalanta,Raoul Bellanova,raoul-bellanova,R. Bellanova,M,16,188,2482,M,826185,EUR,958521600,D,16,16,True,7.0,5.0,1.0,1.0,0.0,,1.0,5.0,6.0,,,1.0,,,,13.0,13.0,6.8,2.0,0.00623958,5.8073375138699,1.0,5.2182284838398,0.0,,0,,0.04,0.01,0.15,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Marco Sportiello,marco-sportiello,M. Sportiello,G,57,192,1362,M,176301,EUR,705456000,G,57,57,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Francesco Rossi,francesco-rossi,F. Rossi,G,31,193,302,M,80074,EUR,672710400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Mitchel Bakker,mitchel-bakker,M. Bakker,D,5,185,1235,M,856638,EUR,961459200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Isak Hien,hien-isak,I. Hien,D,4,191,2307,M,1157713,EUR,916185600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4201,M,983815,EUR,1038528000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,yunusmusah8,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Mario Pašalić,mario-pasalic,M. Pašalić,M,8,189,7391,M,190437,EUR,792288000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,pasalicmario,,,,,,,,,,,,,,,,,
13981659,away,Atalanta,Gianluca Scamacca,gianluca-scamacca,G. Scamacca,F,9,195,6698,M,807301,EUR,915148800,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,scamacca,,,,,,,,,,,,,,,,,
