match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalOffside,captain,stat_challengeLost,stat_aerialWon,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_goals,stat_bigChanceCreated
10583952,home,Al Adalah,Milan Mijatović,,,milan-mijatovic,M. Mijatović,G,1,192.0,102,M,55655,EUR,554256000.0,G,1,1,False,25.0,15.0,14.0,5.0,13.0,15.0,2.0,10.0,10.0,1.0,2.0,90.0,36.0,6.3,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583952,home,Al Adalah,Reinaldo Lenis,,,reinaldo-lenis,R. Lenis,F,,180.0,49,,325679,EUR,711590400.0,D,10,10,False,26.0,21.0,3.0,2.0,8.0,10.0,13.0,20.0,6.0,,,90.0,57.0,7.4,17.0,2,4.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,
10583952,home,Al Adalah,Martin Angha,,,martin-angha,M. Angha,D,2,188.0,38,M,134246,EUR,759196800.0,D,2,2,False,35.0,31.0,2.0,,23.0,24.0,8.0,12.0,1.0,,,61.0,42.0,6.3,7.0,0,1.0,2.0,4.0,1.0,,,,,2.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,
10583952,home,Al Adalah,Murtadh Al-Barrih,Murtadh,Al-Barrih,murtadh-al-barrih,M. Al-Barrih,D,5,180.0,1,M,847232,EUR,647568000.0,D,5,5,False,28.0,27.0,4.0,3.0,21.0,21.0,6.0,7.0,7.0,,,90.0,33.0,6.4,1.0,0,,2.0,1.0,,,2.0,,1.0,1.0,1.0,,,1.0,,,True,1.0,,,,,,,,,,,,,,
10583952,home,Al Adalah,Mikael Dyrestam,,,mikael-dyrestam,M. Dyrestam,D,6,185.0,84,M,49190,EUR,692323200.0,D,4,4,False,41.0,34.0,5.0,4.0,29.0,32.0,5.0,9.0,10.0,,,90.0,50.0,6.4,8.0,0,,3.0,5.0,,,3.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,
10583952,home,Al Adalah,Fahd Mohammed Al-Harbi,,,fahd-mohammed-al-harbi,F. M. Al-Harbi,D,12,182.0,14,M,974013,EUR,856828800.0,D,3,3,False,12.0,8.0,1.0,,3.0,4.0,5.0,9.0,3.0,,,77.0,28.0,6.6,8.0,0,1.0,2.0,4.0,,,,,,4.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,
10583952,home,Al Adalah,Arif Al-Haydar,Arif Al-Haydar,,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,1084262,EUR,866764800.0,M,7,7,False,8.0,8.0,,,3.0,3.0,6.0,7.0,4.0,,,45.0,20.0,6.6,5.0,1,2.0,1.0,2.0,1.0,,,,,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,
10583952,home,Al Adalah,Edson,,,edson,Edson,D,3,183.0,68,M,578420,EUR,678326400.0,M,19,19,False,1.0,1.0,,,,,1.0,1.0,,,,12.0,1.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583952,home,Al Adalah,Hussain Alnattar,Hussain Alnattar,,hussain-alnattar,H. Alnattar,M,,169.0,34,M,1085122,EUR,952992000.0,M,96,96,False,27.0,19.0,4.0,2.0,11.0,13.0,8.0,14.0,5.0,,,77.0,35.0,6.5,11.0,0,,6.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,,2.0,1.0,,,2.0,,,,,1.0,,,,,,,,,
10583952,home,Al Adalah,Christofer Gonzáles,,,christofer-gonzales,C. Gonzáles,M,10,176.0,434,M,345779,EUR,718848000.0,M,17,17,False,49.0,40.0,7.0,5.0,7.0,8.0,35.0,46.0,4.0,,,90.0,70.0,7.2,19.0,0,5.0,7.0,10.0,5.0,,,,,,,3.0,4.0,3.0,2.0,,,,2.0,2.0,4.0,,2.0,2.0,,,,,,,,
