match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_keyPass,captain,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_hitWoodwork,stat_totalOffside
12860733,home,Grêmio,Agustín Marchesín,agustin-marchesin,A. Marchesín,G,1,188,1568,M,47339,EUR,574473600,G,1,1,False,21.0,19.0,5.0,3.0,0.0,18.0,19.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,90.0,32.0,6.2,2.0,0.0002417,0,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12860733,home,Grêmio,João Pedro,joao-pedro,J. Pedro,D,18,179,1116,M,605528,EUR,848016000,D,18,18,False,45.0,38.0,1.0,,0.0,17.0,19.0,22.0,29.0,,,,4.0,,,,84.0,59.0,6.5,10.0,0.0293039,2,,3.0,1.0,1.0,1.0,0.0607,0.0785,,,,,,,,,,,,,,,,,,,,,,,,,
12860733,home,Grêmio,Rodrigo Caio,rodrigo-caio,R. Caio,D,,183,1097,,166273,EUR,745545600,D,30,30,False,86.0,81.0,4.0,2.0,0.0,45.0,46.0,36.0,40.0,2.0,5.0,1.0,3.0,,,,90.0,95.0,6.9,7.0,0.0200046,0,,,,,,,,4.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,
12860733,home,Grêmio,Gustavo Martins,gustavo-martins,G. Martins,D,53,191,1207,M,1105796,EUR,1029024000,D,53,53,False,87.0,82.0,8.0,3.0,0.0,44.0,47.0,38.0,41.0,1.0,2.0,5.0,8.0,,,,90.0,102.0,7.1,6.0,0.0436224,3,,1.0,,1.0,,0.6381,0.1468,1.0,2.0,1.0,,1.0,1.0,1.0,,,Gustavo Martins,,1.0,2.0,,,,,,,,,,,,
12860733,home,Grêmio,Reinaldo,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,50.0,44.0,3.0,2.0,0.0,23.0,26.0,22.0,29.0,,7.0,3.0,8.0,,,,90.0,92.0,6.6,23.0,0.0524884,1,,5.0,1.0,,1.0,0.0175,,1.0,11.0,2.0,,1.0,5.0,5.0,2.0,1.0,,,,,5.0,4.0,2.0,,,,,,,,,
12860733,home,Grêmio,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,17,17,False,38.0,33.0,,,0.0,17.0,20.0,16.0,18.0,1.0,5.0,5.0,3.0,,,,89.0,53.0,6.8,7.0,0.0171778,1,,,,,1.0,0.0143,,1.0,2.0,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,3.0,1.0,,,,,,,
12860733,home,Grêmio,Mathias Villasanti,mathias-villasanti,M. Villasanti,M,20,178,2843,M,1139775,EUR,854064000,M,20,20,False,99.0,93.0,11.0,10.0,0.0,48.0,50.0,45.0,52.0,1.0,6.0,1.0,8.0,,,,90.0,119.0,8.6,14.0,0.241669,1,,3.0,,1.0,,0.0702,0.6261,1.0,5.0,,,,4.0,3.0,1.0,1.0,,,,,2.0,1.0,,1.0,3.0,True,1.0,1.0,,,,
12860733,home,Grêmio,Miguel Monsalve,miguel-monsalve,M. Monsalve,M,11,177,2381,M,1066620,EUR,1077840000,M,11,11,False,36.0,31.0,4.0,4.0,0.0,7.0,8.0,24.0,29.0,,7.0,,3.0,,,,84.0,53.0,6.8,11.0,0.225025,2,,1.0,,,1.0,0.1837,,,5.0,1.0,,,2.0,,1.0,1.0,Miguel Monsalve,,,1.0,1.0,5.0,2.0,3.0,2.0,,,,,,,
12860733,home,Grêmio,Franco Cristaldo,franco-cristaldo,F. Cristaldo,M,10,175,2295,M,558820,EUR,840067200,M,10,10,False,29.0,21.0,1.0,1.0,0.0,3.0,4.0,19.0,27.0,1.0,4.0,,3.0,,,,59.0,42.0,6.9,13.0,0.108096,0,,2.0,1.0,,,,,,2.0,,,,,,2.0,,,,,,1.0,2.0,1.0,2.0,,,,,,,,
12860733,home,Grêmio,Yeferson Soteldo,yeferson-soteldo,Y. Soteldo,M,7,160,11184,M,789960,EUR,867628800,M,7,7,False,48.0,40.0,4.0,3.0,0.0,10.0,11.0,34.0,50.0,,2.0,,3.0,,,,90.0,72.0,7.2,22.0,0.684132,0,,13.0,4.0,,,,,2.0,7.0,,,1.0,,,,,,,,,4.0,2.0,1.0,1.0,5.0,,,,yefersonsoteldo1006,,,
12860733,home,Grêmio,Martin Braithwaite,martin-braithwaite,M. Braithwaite,F,22,180,6777,M,66471,EUR,676080000,F,22,22,False,18.0,13.0,,,0.0,6.0,6.0,7.0,12.0,3.0,3.0,5.0,1.0,,,,84.0,32.0,6.8,10.0,0.288981,4,,,,,2.0,0.5788,,,2.0,,,,,,5.0,2.0,,,1.0,2.0,,,,,,,,,braithwaite,,,
12860733,home,Grêmio,Diego Costa,diego-costa,Diego Costa,F,,187,4454,,21212,EUR,592185600,F,19,19,True,11.0,9.0,,,1.0,1.0,1.0,8.0,10.0,,2.0,,,,,,31.0,15.0,7.0,2.0,0.251046,1,,,,,,0.1077,,1.0,1.0,,,,,,,,,,,1.0,,,,2.0,2.0,,,,diego.costa,,,
12860733,home,Grêmio,Edenilson,edenilson,Edenilson,M,8,175,1388,M,221636,EUR,629942400,M,15,15,True,11.0,11.0,,,0.0,3.0,3.0,8.0,8.0,,,,,,,,14.0,11.0,6.6,,0.0166252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12860733,home,Grêmio,Alexander Aravena,alexander-aravena,A. Aravena,M,16,174,2831,M,1000502,EUR,1031270400,F,16,16,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,,,,,,14.0,8.0,6.1,4.0,0.00093297,0,,,,,,,,,4.0,,,,,,,,,,,,2.0,2.0,,,,,,,,,,
12860733,home,Grêmio,Matías Arezo,matias-arezo,M. Arezo,F,19,178,2624,M,975814,EUR,1037836800,F,9,9,True,9.0,6.0,1.0,,0.0,1.0,1.0,5.0,8.0,1.0,1.0,,1.0,,,,14.0,9.0,6.5,3.0,0.0031923,0,,,,,,,,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,
12860733,home,Grêmio,Ronald,ronald,Ronald,M,8,186,749,M,1587711,EUR,1044921600,M,35,35,True,10.0,9.0,,,0.0,4.0,4.0,5.0,6.0,,,,,,,,8.0,10.0,6.5,1.0,0.00310305,0,,,,,,,,,,,,,,,,,Ronald,Falkoski,,,,,,,,,,,,,,
12860733,home,Grêmio,Rafael Cabral,rafael-cabral,Rafael Cabral,G,1,186,340,M,124980,EUR,643161600,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12860733,home,Grêmio,Pedro Geromel,pedro-geromel,P. Geromel,D,3,190,681,M,13338,EUR,496108800,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12860733,home,Grêmio,Igor Serrote,igor-schlemper,I. Serrote,D,34,180,1464,M,1631876,EUR,1109635200,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12860733,home,Grêmio,Natã,nata,Natã,D,36,180,276,M,1175603,EUR,991699200,D,36,36,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
