match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_totalTackle,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_lastManTackle,stat_wonTackle,captain,stat_totalCross,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_wonContest,stat_wasFouled,stat_errorLeadToAShot,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,player_sofascoreId,stat_totalOffside
12504377,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,29.0,13.0,19.0,3.0,0.0,10.0,11.0,3.0,18.0,1.0,14.0,1.0,3.0,3.0,90.0,39.0,7.3,16.0,0.00426695,0,1.3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504377,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,49.0,42.0,3.0,1.0,0.0,32.0,35.0,10.0,14.0,,,,,,90.0,57.0,7.1,9.0,0.00136188,1,,2.0,1.0,2.0,1.0,1.0,4.0,0.0559,,,,,,,,,,,,,,,,,,,,,,,,,,
12504377,home,Hellas Verona,Diego Coppola,diego-coppola,D. Coppola,D,42,192,1399,M,1050692,EUR,1072569600,D,42,42,False,34.0,29.0,3.0,1.0,0.0,24.0,26.0,5.0,8.0,9.0,3.0,,,,90.0,48.0,7.1,5.0,0.00132246,0,,,1.0,2.0,3.0,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12504377,home,Hellas Verona,Nicolás Valentini,nicolas-valentini,N. Valentini,D,6,184,1144,M,1116570,EUR,986515200,D,6,6,False,44.0,28.0,14.0,4.0,0.0,16.0,19.0,12.0,25.0,1.0,4.0,,,,90.0,56.0,7.1,16.0,0.00379194,0,,,1.0,6.0,7.0,,3.0,,6.0,4.0,Nicolás Valentini,,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
12504377,home,Hellas Verona,Davide Faraoni,davide-faraoni,D. Faraoni,D,19,180,300,M,32040,EUR,688348800,M,5,5,False,25.0,19.0,2.0,,0.0,10.0,12.0,10.0,16.0,2.0,,,,,77.0,42.0,6.9,10.0,0.0468969,0,,2.0,1.0,3.0,6.0,,,,5.0,1.0,,,,,4.0,True,3.0,1.0,1.0,,,,,,,,,,,,,,,
12504377,home,Hellas Verona,Cheikh Niasse,niasse-cheikh,C. Niasse,M,36,188,1378,M,972523,EUR,948240000,M,10,10,False,38.0,34.0,4.0,3.0,0.0,19.0,21.0,15.0,17.0,1.0,5.0,,,,90.0,51.0,7.0,7.0,0.149001,1,,3.0,3.0,5.0,4.0,,1.0,0.0267,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0513,,,,,,,,,,
12504377,home,Hellas Verona,Ondrej Duda,ondrej-duda,O. Duda,M,11,181,1121,M,246319,EUR,786585600,M,33,33,False,38.0,30.0,7.0,5.0,0.0,14.0,17.0,18.0,27.0,1.0,4.0,,,,90.0,54.0,6.8,15.0,0.0301192,0,,,2.0,7.0,7.0,,,,2.0,5.0,,,1.0,,2.0,,6.0,2.0,,1.0,1.0,,2.0,,1.0,2.0,,,,,,,,
12504377,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,16.0,15.0,3.0,3.0,0.0,9.0,9.0,6.0,9.0,2.0,1.0,,,,90.0,30.0,6.3,7.0,0.00537963,0,,,,4.0,,,,,,2.0,,,1.0,,,,2.0,,,,1.0,,2.0,,,,1.0,,,,,,,
12504377,home,Hellas Verona,Dailon Rocha Livramento,dailon-rocha-livramento,D. R. Livramento,F,10,185,1923,M,1155358,EUR,988934400,F,14,14,False,10.0,4.0,,,0.0,2.0,3.0,2.0,8.0,,,,,,71.0,16.0,6.8,10.0,0.00342596,1,,2.0,2.0,3.0,2.0,1.0,,0.0287,,1.0,,,,,,,1.0,,1.0,,,,3.0,,,,,1.0,,,,,,
12504377,home,Hellas Verona,Tomáš Suslov,tomas-suslov,T. Suslov,F,31,175,1258,M,964154,EUR,1023408000,F,31,31,False,26.0,21.0,3.0,1.0,0.0,10.0,13.0,11.0,15.0,,6.0,,,,90.0,50.0,7.2,13.0,0.220161,0,,,,8.0,10.0,,2.0,,2.0,2.0,,,2.0,,2.0,,2.0,,2.0,2.0,5.0,,2.0,,3.0,5.0,,,1.0,,,,,
