match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_accurateCross,stat_aerialWon,stat_bigChanceCreated,stat_interceptionWon,stat_shotOffTarget,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_blockedScoringAttempt,stat_errorLeadToAShot,player_sofascoreId
13451091,home,Al Raed,Mshari Sanyoor,mshari-sanyoor,M. Sanyoor,G,50,181.0,64,M,972698,EUR,1007510400,G,50,50,False,22.0,14.0,12.0,4.0,0.0,10.0,13.0,4.0,9.0,2.0,12.0,1.0,1.0,2.0,2.0,2.0,90.0,33.0,6.8,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13451091,home,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200,D,32,32,False,27.0,18.0,3.0,1.0,0.0,10.0,14.0,8.0,15.0,2.0,10.0,,,,,,90.0,62.0,6.7,20.0,0,2.0,1.0,10.0,6.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
13451091,home,Al Raed,Oumar Gonzalez,oumar-gonzalez,O. Gonzalez,D,21,186.0,312,M,842744,EUR,888364800,D,21,21,False,27.0,21.0,4.0,1.0,0.0,15.0,16.0,7.0,12.0,6.0,2.0,,,,,,90.0,44.0,7.5,6.0,0,1.0,1.0,2.0,4.0,,,,,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,
13451091,home,Al Raed,Ayoub Qasmi,qasmi-ayoub,A. Qasmi,D,16,178.0,88,M,919697,EUR,748396800,D,16,16,False,35.0,31.0,3.0,3.0,0.0,24.0,27.0,7.0,8.0,5.0,6.0,,,,,,90.0,48.0,6.9,4.0,1,,2.0,2.0,2.0,,,,,,1.0,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,
13451091,home,Al Raed,Zakaria Hawsawi,zakaria-al-hawsawi,Z. Hawsawi,D,2,175.0,153,M,1398854,EUR,979171200,D,12,12,False,33.0,24.0,1.0,,0.0,14.0,17.0,10.0,17.0,3.0,5.0,,,,,,90.0,48.0,6.8,12.0,0,1.0,,4.0,6.0,1.0,,3.0,1.0,1.0,4.0,3.0,,1.0,1.0,,,,,1.0,,Zakaria Al Hawsawi,,,,,,,,,,
13451091,home,Al Raed,Salomon Tweh,salomon-tweh,S. Tweh,M,5,182.0,194,M,2028904,EUR,1093824000,M,5,5,False,25.0,19.0,3.0,,0.0,12.0,13.0,7.0,13.0,3.0,5.0,,,,,,90.0,40.0,6.4,11.0,0,1.0,,6.0,2.0,3.0,,1.0,,1.0,1.0,1.0,3.0,,2.0,,,1.0,,2.0,,Salomon Tweh,,,,,,,,,,
13451091,home,Al Raed,Mathias Normann,mathias-normann,M. Normann,M,12,179.0,189,M,565686,EUR,833241600,M,8,8,False,20.0,16.0,3.0,1.0,0.0,13.0,15.0,4.0,7.0,1.0,4.0,,,,,,87.0,36.0,7.3,11.0,1,2.0,,5.0,1.0,,2.0,2.0,1.0,,,,2.0,,2.0,1.0,1.0,,,3.0,,,,1.0,1.0,,,,,,,
13451091,home,Al Raed,Mehdi Abeid,mehdi-abeid,M. Abeid,M,,180.0,913,M,73056,EUR,713059200,M,17,17,False,28.0,25.0,4.0,2.0,0.0,21.0,23.0,5.0,6.0,12.0,6.0,,,,,,90.0,48.0,6.9,5.0,0,1.0,,1.0,7.0,,,2.0,1.0,,1.0,,1.0,1.0,,,1.0,4.0,,,,,,,,,,,,,,
13451091,home,Al Raed,Yousri Bouzok,yousri-bouzok,Y. Bouzok,M,26,175.0,833,M,1007546,EUR,840326400,F,26,26,False,27.0,22.0,4.0,2.0,1.0,7.0,10.0,15.0,25.0,,4.0,,,,,,89.0,51.0,7.1,18.0,0,8.0,,4.0,5.0,2.0,,2.0,1.0,,1.0,,4.0,3.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
13451091,home,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800,F,11,11,False,14.0,8.0,4.0,2.0,0.0,2.0,4.0,6.0,10.0,,4.0,,,,,,87.0,29.0,6.6,12.0,3,,2.0,5.0,2.0,,2.0,1.0,,,,,3.0,1.0,,,,1.0,,,1.0,,,2.0,,True,1.0,1.0,,,,
