match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_unsuccessfulTouch,player_sofascoreId,stat_totalCross,stat_totalContest,captain,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_bigChanceMissed
11392896,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,32.0,20.0,18.0,6.0,17.0,20.0,3.0,12.0,2.0,2.0,1.0,10.0,2.0,5.0,7.0,90.0,50.0,8.5,12.0,0.0,0.0,0.00054506,0,0.3555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392896,home,Lorient,Bamo Meïté,bamo-meite,B. Meïté,D,5,183,525,M,1131541,EUR,992995200,D,18,18,False,33.0,28.0,4.0,,20.0,21.0,8.0,12.0,1.0,2.0,1.0,2.0,,,,57.0,39.0,6.7,5.0,0.0,0.0,0.00239712,0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11392896,home,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,15,185,87,M,791048,EUR,752371200,D,15,15,False,40.0,36.0,4.0,1.0,29.0,31.0,7.0,9.0,,4.0,4.0,1.0,,,,90.0,53.0,7.0,5.0,0.0,0.0,0.00289251,0,,,4.0,2.0,,,1.0,4.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
11392896,home,Lorient,Montassar Talbi,montassar-talbi,M. Talbi,D,3,190,3461,M,879618,EUR,896140800,D,3,3,False,47.0,45.0,1.0,,33.0,34.0,12.0,13.0,3.0,4.0,6.0,2.0,,,,90.0,62.0,7.0,6.0,0.0,0.0,0.00342524,0,,,1.0,1.0,,,,2.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,
11392896,home,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,M,24,24,False,37.0,33.0,1.0,,24.0,26.0,9.0,12.0,,5.0,4.0,9.0,,,,90.0,57.0,6.8,8.0,0.0,0.0,0.00503188,0,,1.0,5.0,2.0,,,,3.0,1.0,1.0,2.0,1.0,gedeon_K2,1.0,1.0,,,,,,,,,,,,,,,
11392896,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,70.0,68.0,4.0,4.0,37.0,39.0,31.0,31.0,,6.0,2.0,5.0,,,,90.0,83.0,7.1,3.0,0.038,0.0,0.0370488,1,,1.0,3.0,1.0,,,,5.0,5.0,,,1.0,,,2.0,True,2.0,1.0,1.0,1.0,,,,,,,,,,
11392896,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170,165,M,942844,EUR,975369600,M,21,21,False,47.0,40.0,3.0,2.0,21.0,25.0,19.0,22.0,,5.0,2.0,9.0,,,,86.0,64.0,7.0,12.0,0.0251,0.0,0.0147026,1,,2.0,,,,,,4.0,,,1.0,2.0,,,7.0,,5.0,,,1.0,1.0,1.0,1.0,,,,,,,
11392896,home,Lorient,Vincent Le Goff,vincent-le-goff,V. L. Goff,D,25,177,29,M,99945,EUR,624412800,M,25,25,False,30.0,25.0,1.0,1.0,12.0,13.0,14.0,18.0,1.0,1.0,,,,,,57.0,36.0,6.7,5.0,0.0,0.0,0.0248566,0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,,,,
11392896,home,Lorient,Romain Faivre,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,F,14,14,False,39.0,36.0,,,19.0,19.0,18.0,22.0,,6.0,,6.0,,,,90.0,55.0,6.8,8.0,0.0556,0.0,0.145398,2,,,,,,,1.0,3.0,,,,2.0,,2.0,3.0,,1.0,,5.0,1.0,,2.0,,1.0,,,,,,
11392896,home,Lorient,Ahmadou Bamba Dieng,ahmadou-bamba-dieng,A. B. Dieng,F,12,178,8305,M,1102503,EUR,953769600,F,11,11,False,9.0,8.0,,,6.0,6.0,2.0,3.0,2.0,5.0,1.0,2.0,,,,71.0,21.0,6.6,6.0,0.0683,0.0,0.00075254,1,,,2.0,2.0,Ahmadou Bamba Dieng,,4.0,8.0,,,,1.0,dieng_ahmadou_bamba,,2.0,,,1.0,1.0,,2.0,,2.0,,,,,,,
11392896,home,Lorient,Jean-Victor Makengo,jean-victor-makengo,J. Makengo,M,17,177,232,M,802138,EUR,897609600,F,17,17,False,28.0,24.0,1.0,,13.0,15.0,11.0,13.0,,,,3.0,,,,71.0,38.0,6.4,8.0,0.0,0.0,0.0125831,0,,2.0,,,,,,4.0,,,1.0,,,,1.0,,,,,,2.0,,,,,,,,,
11392896,home,Lorient,Darlin Yongwa,darlin-yongwa,D. Yongwa,D,44,177,1325,M,998241,EUR,969580800,D,12,12,True,20.0,15.0,4.0,,7.0,8.0,8.0,13.0,,2.0,,3.0,,,,33.0,27.0,6.4,7.0,0.0,0.0,0.00391228,0,,,,,,,,1.0,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,
11392896,home,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,D,37,37,True,10.0,7.0,,,3.0,3.0,4.0,7.0,,3.0,2.0,2.0,,,,33.0,21.0,6.8,4.0,0.153,0.1821,0.00144134,1,,,3.0,2.0,,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,
11392896,home,Lorient,Siriné Doucouré,sirine-doucoure,S. Doucoure,F,99,193,375,M,1049527,EUR,1018224000,F,29,29,True,5.0,4.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,3.0,1.0,,,,,19.0,14.0,7.3,3.0,0.4486,0.908,0.00107885,2,,,1.0,,Siriné,Doucouré,4.0,5.0,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,
11392896,home,Lorient,Eli Junior Kroupi,eli-junior-kroupi,E. J. Kroupi,F,22,179,7447,M,1426228,EUR,1151020800,M,23,23,True,4.0,4.0,,,,,4.0,4.0,,,,1.0,,,,19.0,6.0,7.5,,0.06,0.0,0.200964,1,,,,,,,,1.0,1.0,,,,,,,,,1.0,,2.0,,,,,,,1.0,1.0,,
11392896,home,Lorient,Bonke Innocent,bonke-innocent,B. Innocent,M,,180,154,M,587402,EUR,822096000,M,8,8,True,8.0,7.0,1.0,,4.0,5.0,3.0,3.0,,2.0,,,,,,12.0,11.0,6.6,2.0,0.0,0.0,0.00136374,0,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,
11392896,home,Lorient,Vito Mannone,vito-mannone,V. Mannone,G,,189,191,M,17053,EUR,573264000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392896,home,Lorient,Formose Mendy,formose-mendy,F. Mendy,D,27,191,1488,M,982316,EUR,978393600,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392896,home,Lorient,Pablo Pagis,pablo-pagis,P. Pagis,M,10,181,437,M,1174462,EUR,1041120000,F,26,26,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,Pablo Pagis,,,,,,,,,,,,,,,,,,,,,,,,,
11392896,home,Lorient,Dembo Sylla,dembo-sylla,D. Sylla,M,22,175,1060,M,1397569,EUR,1036886400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,Dembo Sylla,,,,,,,,,,,,,,,,,,,,,,,,,
11392896,away,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,889590,EUR,938995200,G,90,90,False,21.0,21.0,4.0,4.0,21.0,21.0,,,,,,6.0,,1.0,1.0,90.0,24.0,6.8,,0.0,0.0,7.991e-05,0,0.0901,,,,,,,,,,,,marcinbulka1,,,,,,,,,,,,,,,,,
11392896,away,Nice,Youcef Atal,youcef-atal,Y. Atal,D,20,176,9879,M,894238,EUR,832291200,D,20,20,False,81.0,76.0,3.0,2.0,36.0,36.0,40.0,47.0,,3.0,,5.0,,,,90.0,95.0,7.3,10.0,0.0232,0.0,0.0955039,1,,1.0,1.0,1.0,,,1.0,1.0,,,,3.0,youcefatal,2.0,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,
11392896,away,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,804472,EUR,852595200,D,8,8,False,97.0,92.0,2.0,2.0,47.0,48.0,45.0,49.0,4.0,6.0,1.0,3.0,,,,90.0,111.0,7.3,8.0,0.0,0.0,0.0245522,0,,2.0,2.0,2.0,,,1.0,2.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11392896,away,Nice,Dante,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,124.0,119.0,5.0,2.0,64.0,66.0,55.0,58.0,4.0,6.0,1.0,13.0,,,,90.0,128.0,7.1,5.0,0.0,0.0,0.0414336,0,,,2.0,1.0,,,2.0,3.0,,,1.0,,,,,True,,,,,,,,,,,,,,
