match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_interceptionWon,stat_wasFouled,stat_blockedScoringAttempt,stat_totalContest,stat_unsuccessfulTouch,stat_totalOffside,stat_challengeLost,stat_fouls,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_wonContest,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_savedShotsFromInsideTheBox,stat_punches,player_sofascoreId
10887715,home,Dagenham & Redbridge,Josh Walker,Josh,Walker,josh-walker,J. Walker,F,11,175.0,21,M,957838,EUR,883267200.0,F,7,7,False,10.0,7.0,,,2.0,3.0,5.0,7.0,1.0,,,90.0,26.0,7.2,9.0,4,,,9.0,1.0,11.0,4.0,1.0,,,,,,,2.0,1.0,3.0,4.0,1.0,,,,,2.0,1.0,1.0,,,,,
10887715,home,Dagenham & Redbridge,George Saunders,,,george-saunders,G. Saunders,M,7,,8,M,1085093,EUR,896227200.0,M,14,14,True,7.0,2.0,3.0,1.0,1.0,5.0,1.0,2.0,3.0,,,12.0,11.0,6.9,6.0,0,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,,,
10887715,home,Dagenham & Redbridge,Jack Dixson,,,jack-dixson,J. Dixson,G,33,,1,M,1426641,EUR,,G,33,33,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887715,home,Dagenham & Redbridge,Elliott Johnson,Elliott,Johnson,elliott-johnson,E. Johnson,D,6,178.0,8,M,140579,EUR,777081600.0,D,3,3,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887715,home,Dagenham & Redbridge,Yoan Zouma,,,yoan-zouma,Y. Zouma,D,6,193.0,10,M,991049,EUR,894412800.0,D,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887715,home,Dagenham & Redbridge,Ryley Scott,,,ryley-scott,R. Scott,M,,185.0,4,M,1137388,EUR,996019200.0,M,18,18,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887715,home,Dagenham & Redbridge,Frankie Franz,,,frankie-franz,F. Franz,M,34,,2,M,1425033,EUR,,M,34,34,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887715,home,Dagenham & Redbridge,Jay Bird,,,jay-bird,J. Bird,F,11,186.0,30,M,905798,EUR,968803200.0,F,36,36,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887715,away,Gillingham,Jake Turner,,,jake-turner,J. Turner,G,25,180.0,28,M,848764,EUR,919900800.0,G,25,25,False,29.0,11.0,29.0,11.0,1.0,1.0,10.0,28.0,10.0,,5.0,90.0,38.0,7.2,19.0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,
10887715,away,Gillingham,Cheye Alexander,,,cheye-alexander,C. Alexander,D,,180.0,4,M,775097,EUR,789350400.0,D,2,2,False,47.0,32.0,9.0,1.0,9.0,11.0,23.0,40.0,10.0,,,85.0,73.0,7.2,23.0,0,4.0,,,4.0,1.0,9.0,,1.0,2.0,5.0,1.0,,,,,,1.0,,,,,1.0,,,,,,,,
10887715,away,Gillingham,Will Wright,,,will-wright,W. Wright,D,5,190.0,34,M,956573,EUR,865987200.0,D,4,4,False,33.0,24.0,13.0,7.0,10.0,14.0,14.0,19.0,4.0,,,90.0,47.0,7.1,9.0,0,,,4.0,4.0,7.0,5.0,,5.0,2.0,1.0,1.0,,4.0,,,,,,1.0,2.0,,,,,,,,,,
10887715,away,Gillingham,Max Ehmer,,,max-ehmer,M. Ehmer,D,5,188.0,8,M,144209,EUR,697075200.0,D,5,5,False,33.0,21.0,9.0,2.0,15.0,18.0,6.0,15.0,7.0,,,90.0,40.0,6.8,12.0,0,,,,2.0,1.0,4.0,,3.0,1.0,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
10887715,away,Gillingham,Robbie McKenzie,,,robbie-mckenzie,R. McKenzie,M,14,184.0,18,M,895587,EUR,906681600.0,D,14,14,False,29.0,14.0,5.0,1.0,5.0,10.0,9.0,20.0,2.0,,,90.0,58.0,7.0,21.0,1,1.0,,1.0,3.0,3.0,5.0,,5.0,,2.0,,,3.0,,,1.0,,,,1.0,,,1.0,,,,,,,
10887715,away,Gillingham,Dom Jefferies,,,dom-jefferies,D. Jefferies,M,16,179.0,20,M,994672,EUR,1022025600.0,M,16,16,False,24.0,15.0,3.0,1.0,3.0,6.0,12.0,19.0,6.0,,,90.0,46.0,6.4,17.0,2,1.0,,1.0,,5.0,2.0,,,1.0,2.0,2.0,,1.0,,2.0,2.0,3.0,,,,,2.0,,,,,,,,
10887715,away,Gillingham,Shaun Williams,,,shaun-williams,S. Williams,M,,176.0,14,M,55253,EUR,530064000.0,M,6,6,False,46.0,34.0,4.0,2.0,13.0,16.0,21.0,34.0,5.0,,,90.0,64.0,7.2,17.0,0,4.0,,2.0,3.0,4.0,8.0,,2.0,,4.0,,2.0,2.0,1.0,,1.0,,,,1.0,,,,,,,,,,
10887715,away,Gillingham,Stuart O'Keefe,Stuart,O'Keefe,stuart-okeefe,S. O'Keefe,M,,173.0,11,M,40632,EUR,668044800.0,M,8,8,False,15.0,11.0,1.0,,7.0,9.0,4.0,6.0,6.0,,,60.0,19.0,6.3,6.0,0,,,,,4.0,1.0,,,,1.0,,,,,,1.0,,,,2.0,True,1.0,,,,,,,,
10887715,away,Gillingham,Ben Reeves,,,ben-reeves,B. Reeves,M,17,178.0,11,M,73543,EUR,690508800.0,M,11,11,False,33.0,25.0,5.0,4.0,8.0,10.0,18.0,29.0,7.0,,,78.0,48.0,7.1,15.0,1,6.0,1.0,4.0,,4.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,,,,,,
10887715,away,Gillingham,Joseph Gbode,Joseph Gbode,,joseph-gbode,J. Gbode,F,31,180.0,41,M,1160857,EUR,1112918400.0,F,29,29,False,14.0,9.0,,,1.0,1.0,8.0,13.0,2.0,,,59.0,24.0,6.2,13.0,0,,,,1.0,7.0,1.0,,,,,,,,,,1.0,2.0,1.0,,3.0,,3.0,,,,,,,,
10887715,away,Gillingham,Mikael Mandron,,,mikael-mandron,M. Mandron,F,9,191.0,82,M,320975,EUR,781833600.0,F,9,9,False,29.0,19.0,2.0,,6.0,6.0,13.0,23.0,4.0,,,60.0,38.0,6.6,14.0,0,,,9.0,7.0,12.0,8.0,,1.0,,,,,,,,1.0,2.0,2.0,,1.0,,2.0,,1.0,,,,,,
10887715,away,Gillingham,Lewis Walker,,,walker-lewis,L. Walker,F,9,183.0,14,M,920594,EUR,924048000.0,F,19,19,True,7.0,5.0,1.0,,1.0,1.0,4.0,6.0,1.0,,,31.0,16.0,6.9,6.0,2,,,3.0,3.0,6.0,4.0,1.0,1.0,1.0,,,2.0,,1.0,1.0,,2.0,,,1.0,,2.0,,,,,,,,
10887715,away,Gillingham,Jordan Green,,,jordan-green,J. Green,M,,168.0,161,M,828628,EUR,793411200.0,F,22,22,True,2.0,2.0,,,1.0,1.0,2.0,2.0,1.0,,,30.0,9.0,6.7,5.0,1,1.0,1.0,2.0,,6.0,,,,,,,1.0,,,1.0,,1.0,,,,,4.0,,,,1.0,1.0,,,
10887715,away,Gillingham,Scott Kashket,Scott,Kashket,scott-kashket,S. Kashket,M,20,175.0,22,M,582242,EUR,804988800.0,F,24,24,True,4.0,4.0,,,1.0,1.0,3.0,4.0,1.0,,,30.0,9.0,6.9,4.0,1,1.0,,1.0,,3.0,,,,,,,,,,,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,
10887715,away,Gillingham,Alex MacDonald,,,alex-macdonald,A. MacDonald,M,,175.0,10,M,36468,EUR,640051200.0,M,7,7,True,9.0,8.0,1.0,1.0,4.0,4.0,4.0,6.0,1.0,,,12.0,16.0,6.2,4.0,1,1.0,,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,
10887715,away,Gillingham,Hakeeb Adelakun,,,hakeeb-adelakun,H. Adelakun,F,47,190.0,59,M,303450,EUR,834451200.0,M,21,21,True,8.0,6.0,2.0,1.0,3.0,3.0,3.0,6.0,2.0,,,11.0,11.0,6.5,3.0,1,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
10887715,away,Gillingham,Taite Holtam,Taite Holtam,,taite-holtam,T. Holtam,G,13,,8,M,1433803,EUR,,G,33,33,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887715,away,Gillingham,Ryan Law,,,ryan-law,R. Law,D,20,177.0,7,M,929052,EUR,936748800.0,D,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10887715,away,Gillingham,Elkan Baggott,Elkan Baggott,,elkan-baggott,E. Baggott,D,25,194.0,5609,M,1066814,EUR,1035331200.0,D,23,23,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elkanbaggot
10887715,away,Gillingham,Haji Mnoga,,,haji-mnoga,H. Mnoga,M,19,190.0,650,M,958722,EUR,1018915200.0,D,12,12,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
