match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,captain,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,player_sofascoreId,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalOffside,stat_blockedScoringAttempt
12501575,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,24.0,20.0,5.0,1.0,0.0,19.0,20.0,1.0,4.0,1.0,8.0,2.0,2.0,1.0,90.0,36.0,7.2,4.0,0.00015278,0,0.0642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501575,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,D,19,19,False,73.0,55.0,15.0,5.0,0.0,24.0,25.0,31.0,49.0,4.0,2.0,,,,90.0,91.0,7.0,22.0,0.00742566,0,,,,1.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12501575,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,71.0,67.0,6.0,3.0,0.0,46.0,46.0,21.0,25.0,4.0,1.0,,,,90.0,84.0,7.4,4.0,0.00664284,1,,,,,2.0,4.0,3.0,7.0,,,1.0,1.0,1.0,,,1.0,True,1.0,2.0,0.0724,,,,,,,,,,,,,,
12501575,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,73.0,62.0,7.0,2.0,0.0,47.0,50.0,15.0,23.0,1.0,1.0,,,,90.0,81.0,7.0,13.0,0.00368451,0,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,,,,2.0,,,,,,evanndicka,,,,,,,,,,,,,
12501575,home,Roma,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,901891,EUR,930441600,M,56,56,False,34.0,27.0,,,0.0,10.0,10.0,19.0,30.0,1.0,3.0,,,,70.0,62.0,6.7,16.0,0.0885456,0,,,,6.0,2.0,2.0,8.0,6.0,2.0,,,,,,1.0,1.0,,,3.0,,AS56,2.0,1.0,3.0,1.0,2.0,,,,,,,,
12501575,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,51.0,38.0,4.0,2.0,0.0,16.0,19.0,22.0,33.0,,4.0,,,,90.0,58.0,7.2,16.0,0.0536494,0,,,,1.0,1.0,7.0,2.0,9.0,,,1.0,2.0,,,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,
12501575,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,43.0,38.0,5.0,,0.0,15.0,17.0,23.0,26.0,,8.0,,,,90.0,53.0,6.6,10.0,0.0890217,0,,,,,1.0,1.0,5.0,5.0,,,,,,,1.0,,,,4.0,,,,3.0,1.0,,2.0,,,,,,,,
12501575,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,41.0,32.0,9.0,3.0,0.0,18.0,18.0,15.0,28.0,5.0,4.0,,,,90.0,70.0,6.7,18.0,0.0658924,0,,,,5.0,,,2.0,2.0,1.0,,1.0,,,,,1.0,,,2.0,,,1.0,,,,,,,,,,,,
12501575,home,Roma,Matías Soulé,matias-soule,M. Soulé,F,18,182,12526,M,1082406,EUR,1050364800,F,18,18,False,43.0,41.0,1.0,1.0,1.0,15.0,15.0,26.0,30.0,2.0,5.0,,,,82.0,69.0,7.4,10.0,0.0297713,2,,,,2.0,1.0,,4.0,5.0,,,1.0,2.0,1.0,,3.0,,,,2.0,0.3125,matiassoule11,,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0566,,,,
12501575,home,Roma,Tommaso Baldanzi,tommaso-baldanzi,T. Baldanzi,M,8,170,2264,M,1012172,EUR,1048377600,F,35,35,False,17.0,16.0,,,0.0,7.0,7.0,9.0,10.0,,1.0,,,,63.0,30.0,6.5,8.0,0.00317621,1,,,,,,,5.0,2.0,,,,,,,2.0,,,1.0,1.0,0.0642,,,3.0,3.0,1.0,,,,,,,,,
12501575,home,Roma,Eldor Shomurodov,shomurodov-eldor,E. Shomurodov,F,14,190,31540,M,791355,EUR,804384000,F,14,14,False,18.0,15.0,,,0.0,6.0,6.0,9.0,13.0,,3.0,,,,82.0,35.0,6.7,12.0,0.0168698,1,,,,1.0,5.0,1.0,12.0,2.0,,,,,,,2.0,1.0,,,1.0,0.9876,,,1.0,5.0,,,,,1.0,0.9932,1.0,,,
12501575,home,Roma,Niccolò Pisilli,niccolo-pisilli,N. Pisilli,M,61,180,2244,M,1175821,EUR,1095897600,M,61,61,True,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,2.0,,,,27.0,11.0,6.2,4.0,0.00069019,0,,,,,1.0,,5.0,,1.0,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,
