match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_outfielderBlock,stat_errorLeadToAShot,stat_fouls,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAGoal,stat_aerialLost,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_wasFouled,stat_wonContest,stat_totalOffside,stat_aerialWon,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_bigChanceCreated
12624901,home,Al Wehda,Abdullah Hussein Alowayshir,abdullah-hussein-al-owisher,A. H. Alowayshir,G,1,184.0,43,M,976548,EUR,674092800,G,1,1,False,23.0,11.0,16.0,4.0,0.0,9.0,11.0,2.0,12.0,10.0,1.0,1.0,2.0,90.0,31.0,6.1,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,872205,EUR,668476800,D,2,2,False,13.0,8.0,2.0,,0.0,4.0,4.0,5.0,12.0,2.0,,,,90.0,31.0,5.9,11.0,0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Abdullah Al-Hafith,abdullah-al-hafith,A. Al-Hafith,D,17,188.0,29,M,160901,EUR,725241600,D,17,17,False,28.0,21.0,11.0,5.0,0.0,12.0,13.0,9.0,15.0,2.0,,,,90.0,37.0,6.1,8.0,0,,,2.0,1.0,1.0,,4.0,,1.0,,1.0,True,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,877103,EUR,699321600,D,5,5,False,24.0,21.0,5.0,3.0,0.0,15.0,17.0,6.0,7.0,2.0,,,,90.0,36.0,6.5,4.0,1,,,,,,,6.0,2.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Ali Al-Salem,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800,D,49,49,False,25.0,19.0,6.0,1.0,0.0,13.0,13.0,7.0,14.0,3.0,,,,90.0,55.0,6.2,10.0,0,2.0,1.0,4.0,1.0,2.0,,3.0,,1.0,1.0,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Alexandru Crețu,alexandru-cretu,A. Crețu,M,4,189.0,120,M,229678,EUR,704073600,M,6,6,False,18.0,14.0,2.0,2.0,0.0,6.0,7.0,8.0,11.0,5.0,,,,75.0,32.0,6.6,9.0,1,,,7.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,1.0,,,,1.0,,,3.0,1.0,1.0,,,,,,,,,,,
12624901,home,Al Wehda,Juninho Bacuna,juninho-bacuna,J. Bacuna,M,4,178.0,542,M,788971,EUR,870912000,M,10,10,False,40.0,34.0,8.0,6.0,0.0,15.0,15.0,19.0,25.0,7.0,,,,86.0,49.0,7.2,7.0,1,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,
12624901,home,Al Wehda,Mohamed Al Makahasi,mohamed-al-makahasi,M. Makaazi,M,23,177.0,475,M,970835,EUR,791942400,M,35,35,False,29.0,26.0,4.0,3.0,0.0,13.0,15.0,13.0,14.0,4.0,,,,90.0,40.0,6.2,7.0,0,,,4.0,3.0,,3.0,1.0,,1.0,,1.0,,,,,,,,1.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,
12624901,home,Al Wehda,Saad Bguir,bguir-saad,S. Bguir,M,18,178.0,637,M,563030,EUR,764294400,M,18,18,False,14.0,13.0,2.0,2.0,0.0,6.0,7.0,7.0,7.0,,,,,45.0,18.0,6.6,2.0,0,,,1.0,2.0,,,,,1.0,,1.0,,,,,,,,1.0,Saad,Bguir,,,1.0,1.0,,,1.0,,,,,,,
12624901,home,Al Wehda,Craig Goodwin,craig-goodwin,C. Goodwin,M,11,183.0,692,M,220113,EUR,692841600,M,23,23,False,13.0,11.0,1.0,,0.0,6.0,7.0,6.0,9.0,4.0,,,,67.0,24.0,6.5,9.0,2,3.0,1.0,2.0,,,1.0,,,,,4.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Youssef Amyn,amyn-youssef,Y. Amyn,M,20,175.0,3727,M,1106352,EUR,1061424000,F,11,11,False,14.0,11.0,,,0.0,7.0,7.0,4.0,7.0,3.0,,,,67.0,24.0,6.3,7.0,1,,,3.0,3.0,,3.0,1.0,,1.0,,2.0,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,yaminio10,1.0,,,,,
12624901,home,Al Wehda,Mourad Khodari,murad-khadhari,M. Khodari,F,77,171.0,66,M,1517639,EUR,1047427200,F,77,77,True,11.0,9.0,,,0.0,6.0,6.0,3.0,5.0,,,,,45.0,15.0,6.4,5.0,1,,,4.0,,1.0,2.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Hussain Ahmed Al Issa,hussain-ahmed-al-issa,H. A. A. Issa,M,20,173.0,18,M,989764,EUR,978048000,M,28,28,True,13.0,12.0,,,0.0,4.0,4.0,8.0,9.0,1.0,,,,23.0,16.0,6.6,2.0,0,,,3.0,1.0,2.0,,,,,,1.0,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,
12624901,home,Al Wehda,Yahya Naji,yahya-naji,Y. Naji,F,80,170.0,27,M,984587,EUR,920332800,F,80,80,True,2.0,1.0,,,0.0,,,1.0,2.0,1.0,,,,23.0,9.0,6.6,4.0,2,,,3.0,1.0,,2.0,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,1.0,,,1.0,,,,
12624901,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,911303,EUR,626832000,M,4,4,True,15.0,13.0,,,0.0,7.0,7.0,6.0,8.0,2.0,,,,15.0,18.0,6.5,2.0,1,,,2.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,
12624901,home,Al Wehda,Saad Al Qahtani,saad-al-qahtani,S. A. Qahtani,D,55,174.0,4,M,1940720,EUR,1103587200,D,19,19,True,4.0,1.0,,,0.0,,1.0,1.0,3.0,1.0,,,,10.0,5.0,6.4,3.0,0,,,,1.0,,1.0,,,,,,,,,,,,,,Saad Al Qahtani,,,,,,1.0,,,,,,,,,
12624901,home,Al Wehda,Ahmed Al Rashidi,ahmed-al-rashidi,A. A. Rashidi,G,47,180.0,5,M,1549265,EUR,1026864000,G,47,47,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Ahmed Al Rashidi,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Meshal Alaeli,meshal-alaeli,M. Alaeli,D,2,,31,M,1495868,EUR,1087430400,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Meshal Alaeli,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Ali Makki,ali-makki,A. Makki,D,5,174.0,20,M,1399144,EUR,924566400,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Ali Makki,,,,,,,,,,,,,,,
12624901,home,Al Wehda,Odion Ighalo,odion-ighalo,O. Ighalo,F,,183.0,2180,M,29774,EUR,613958400,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624901,away,Al-Ittihad,Predrag Rajković,predrag-rajkovic,P. Rajković,G,1,192.0,2722,M,188107,EUR,815097600,G,1,1,False,24.0,22.0,5.0,4.0,0.0,19.0,20.0,3.0,4.0,14.0,,5.0,5.0,90.0,42.0,7.3,2.0,0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,1.0,1.0,,
12624901,away,Al-Ittihad,Muhannad Shanqeeti,muhannad-shanqeeti,M. Shanqeeti,D,13,173.0,417,M,894437,EUR,921196800,D,13,13,False,44.0,34.0,,,0.0,10.0,11.0,25.0,37.0,2.0,,,,85.0,63.0,7.8,14.0,3,4.0,1.0,1.0,3.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,2.0,,,1.0,,,,
12624901,away,Al-Ittihad,Abdulelah Al-Amri,abdulelah-al-amri,A. Al-Amri,D,5,185.0,1135,M,881831,EUR,853286400,D,4,4,False,26.0,22.0,2.0,1.0,0.0,14.0,14.0,8.0,12.0,,,,,27.0,30.0,6.7,5.0,0,,,1.0,2.0,,,1.0,2.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,
12624901,away,Al-Ittihad,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187.0,4062,M,99545,EUR,684374400,D,2,2,False,97.0,90.0,7.0,4.0,0.0,65.0,68.0,25.0,29.0,4.0,,,,90.0,110.0,7.3,8.0,1,,,1.0,6.0,,,5.0,1.0,3.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,3.0,DaniloP,,,,,,
12624901,away,Al-Ittihad,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179.0,398,M,847235,EUR,712627200,D,15,15,False,61.0,57.0,2.0,1.0,0.0,34.0,35.0,23.0,26.0,5.0,,,,90.0,71.0,6.8,5.0,0,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,
12624901,away,Al-Ittihad,N'Golo Kanté,ngolo-kante,N. Kanté,M,17,169.0,44806,M,234148,EUR,670204800,M,7,7,False,86.0,76.0,3.0,1.0,0.0,32.0,34.0,44.0,53.0,4.0,,,,85.0,99.0,7.5,13.0,0,1.0,,1.0,5.0,,1.0,,1.0,3.0,1.0,1.0,,1.0,,,,,,,,,1.0,,2.0,,1.0,,1.0,nglkante,,,,,,
