match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_interceptionWon,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,captain,stat_errorLeadToAShot,stat_penaltyFaced,stat_penaltyConceded,stat_goodHighClaim
14771934,away,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182,9961,M,1086455,EUR,1103587200,M,20,20,False,15.0,12.0,,,0.0,2.0,2.0,10.0,13.0,,,3.0,,,,63.0,25.0,6.2,9.0,0.016977,84.264651207996,6.0,46.62,42.105,,0,,-0.09,0.18,-0.05,,1.0,4.0,,,3.0,,angelogabriel,,,,,2.0,,,,,,,43.079688589868,1.0,,,,,1.0,,,,2.0,,,,,
14771934,away,Al-Nassr,João Félix,,,joao-felix,J. Félix,F,79,181,126099,M,851671,EUR,942192000,F,79,79,False,29.0,28.0,1.0,1.0,0.0,9.0,9.0,19.0,20.0,6.0,,,2.0,,,90.0,51.0,6.8,11.0,0.281765,120.66998245812,17.0,36.96,8.4,,1,,0.05,0.17,-0.05,,1.0,6.0,,,1.0,,JFélix,3.0,,,1.0,5.0,,1.0,,,0.0592,,,,1.0,-0.27,,,3.0,4.0,,,,,,,,
14771934,away,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187,2307715,M,750,EUR,476409600,F,7,7,False,16.0,13.0,,,0.0,5.0,5.0,8.0,11.0,3.0,,1.0,1.0,,,83.0,21.0,7.5,4.0,0.011788,67.682049152172,5.0,38.115,11.655,,2,,-0.26,0.23,0.0,,2.0,4.0,1.0,,,2.0,CR7,,,1.0,,,,1.0,1.0,1.0,0.4633,0.4071,27.489676941753,2.0,,0.51,,,,,,,2.0,True,,,,
14771934,away,Al-Nassr,Mubarak Al-Buainain,Mubarak Al Buainain,,mubarak-al-buainain,M. Al-Buainain,G,61,186,316,M,1935655,EUR,1123459200,G,61,61,True,5.0,4.0,2.0,1.0,0.0,3.0,4.0,1.0,1.0,,,4.0,,,,27.0,9.0,6.3,1.0,8.626e-05,,,,,,0,-1.0848,0.0,,-0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
14771934,away,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183,1000,M,925947,EUR,857433600,M,19,19,True,14.0,12.0,,,0.0,3.0,3.0,9.0,11.0,,,1.0,,,,18.0,15.0,5.8,2.0,0.00932321,61.600417762033,8.0,0.94499999999999,12.81,,1,,0.01,0.03,-0.47,,,1.0,,,,1.0,,,,,,,,1.0,,,0.0182,,,,,-0.09,,,,,,,,,,,1.0,
14771934,away,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,830126,EUR,768182400,D,2,2,True,8.0,8.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,2.0,,,,,,19.0,13.0,6.5,1.0,0.00204608,19.644436698696,3.0,12.495,6.195,,0,,-0.03,0.0,-0.13,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
14771934,away,Al-Nassr,Wesley,,,wesley,Wesley,F,22,180,10411,M,1211632,EUR,1109980800,F,80,80,True,9.0,8.0,1.0,,0.0,2.0,2.0,6.0,7.0,1.0,,3.0,,,,19.0,13.0,6.5,4.0,0.00462429,46.560619779374,6.0,25.935,10.08,,0,,0.02,0.09,0.13,,,2.0,,,,,wesley_teixeira005,1.0,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,
14771934,away,Al-Nassr,Nader Al Sharari,,,nader-abdullah-al-sharari,N. A. Sharari,D,4,184,534,M,923040,EUR,831513600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771934,away,Al-Nassr,Saad Fahad Al Nasser,,,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172,581,M,1118494,EUR,978912000,D,96,96,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771934,away,Al-Nassr,Haroune Camara,,,haroune-camara,H. Camara,F,70,187,2967,M,926730,EUR,883612800,F,77,77,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771934,away,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164,2201,M,1014447,EUR,859766400,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771934,away,Al-Nassr,Mohammed Khalil Marran,,,mohammed-khalil-marran,M. K. Marran,F,16,180,1521,M,1115775,EUR,982195200,F,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
