match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_shotValueNormalized,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_penaltyConceded,player_firstName,player_lastName,stat_challengeLost,stat_wonTackle,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_punches
13981607,home,Napoli,Vanja Milinković-Savić,vanja-milinkovic-savic,V. Milinković-Savić,G,32,202.0,6222,M,356160,EUR,856396800,G,32,32,False,21.0,20.0,3.0,2.0,0.0,17.0,18.0,3.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,90.0,29.0,6.5,1.0,0.00068793,43.734184943693,7.0,26.88,10.29,0.0117,0,0.0905,0.03,0.02,-0.17,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981607,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182.0,6986,M,153257,EUR,744422400,D,22,22,False,88.0,77.0,2.0,,0.0,22.0,24.0,55.0,64.0,5.0,9.0,3.0,1.0,,,,,90.0,118.0,8.0,17.0,0.444101,324.67361462174,35.0,266.805,26.88,,3,,0.37,0.24,-0.32,,dilorenzo22,True,4.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3146,0.7486,93.146445049859,4.0,2.0,0.51,,,,,,,,,,,,,
13981607,home,Napoli,Amir Rrahmani,amir-rrahmani,A. Rrahmani,D,13,190.0,3520,M,332155,EUR,762048000,D,13,13,False,130.0,121.0,5.0,1.0,0.0,52.0,56.0,69.0,74.0,6.0,6.0,5.0,7.0,,,,,90.0,143.0,7.2,10.0,0.0343648,479.38479438094,64.0,335.475,26.04,,0,,0.4,0.35,-0.27,,,,,,2.0,3.0,,,,,,,,,1.0,,,,,,114.08398234387,5.0,,,2.0,1.0,1.0,,,,,,,,,,
13981607,home,Napoli,Alessandro Buongiorno,alessandro-buongiorno,A. Buongiorno,D,4,191.0,3972,M,870263,EUR,928627200,D,4,4,False,89.0,80.0,2.0,1.0,0.0,41.0,44.0,39.0,45.0,6.0,8.0,6.0,6.0,,,,,90.0,102.0,6.7,10.0,0.0193804,227.84953217443,29.0,79.905,15.96,,0,,0.19,0.08,-0.39,,,,,,3.0,3.0,,,,,,,,,,,1.0,2.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,
13981607,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171.0,4493,M,235672,EUR,744336000,M,21,21,False,39.0,34.0,2.0,,0.0,7.0,8.0,27.0,31.0,,1.0,,5.0,,,,,90.0,63.0,6.3,19.0,0.0783177,351.17849345796,29.0,57.96,37.17,,1,,0.13,0.15,-0.1,,,,10.0,1.0,,4.0,3.0,2.0,1.0,,1.0,,,,,,,,0.0191,,81.318431429574,3.0,1.0,-0.18,,,,,,,,,,,,,
13981607,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170.0,4661,M,150383,EUR,785721600,M,68,68,False,104.0,94.0,2.0,,0.0,26.0,28.0,68.0,76.0,1.0,4.0,1.0,8.0,,,,,90.0,116.0,6.9,14.0,0.0663411,284.08392991446,40.0,99.12,37.59,,1,,0.22,0.2,-0.09,,StanLobotka,,,,,2.0,2.0,,,,,,1.0,,,,1.0,3.0,0.0421,,39.770544929634,1.0,,0.02,2.0,,,,,,,,,,,,
13981607,home,Napoli,Scott McTominay,scott-mctominay,S. McTominay,M,8,193.0,25748,M,879346,EUR,850003200,M,8,8,False,60.0,50.0,2.0,,0.0,22.0,26.0,28.0,34.0,5.0,7.0,,5.0,,,,,90.0,71.0,7.6,15.0,0.02644,243.93424813756,27.0,73.605,23.415,,2,,-0.06,0.13,-0.17,,ScottMcTominay,,1.0,,2.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,2.0,1.0,0.345,0.8879,29.463531373547,1.0,2.0,0.49,,,,,,,,,,,,,
13981607,home,Napoli,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180.0,4281,M,908716,EUR,996192000,M,3,3,False,31.0,29.0,1.0,,0.0,16.0,16.0,13.0,15.0,,1.0,1.0,4.0,,,,,55.0,46.0,6.2,9.0,0.00774758,114.25242656274,14.0,5.565,11.13,,0,,-0.11,-0.24,-0.11,,MGutiérrez,,4.0,,1.0,2.0,,1.0,,,,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,
13981607,home,Napoli,Eljif Elmas,eljif-elmas,E. Elmas,M,20,182.0,3699,M,838232,EUR,938131200,F,20,20,False,26.0,24.0,,,0.0,5.0,6.0,19.0,20.0,,3.0,,,,,,,62.0,34.0,6.5,5.0,0.0189642,45.264147674477,7.0,18.9,11.655,,1,,-0.13,0.07,-0.04,,,,1.0,,1.0,3.0,,,,,,1.0,,,,2.0,2.0,1.0,0.0659,0.1563,11.688476419106,1.0,1.0,-0.14,,1.0,,,,,1.0,2.0,,,,,
13981607,home,Napoli,Noa Lang,noa-lang,N. Lang,F,77,173.0,13002,M,875136,EUR,929577600,F,70,70,False,22.0,20.0,1.0,,1.0,4.0,4.0,16.0,18.0,,3.0,,1.0,,,,,76.0,39.0,7.1,9.0,0.141257,176.64160862412,17.0,93.24,16.485,,3,,0.33,0.31,-0.01,,noano,,5.0,2.0,1.0,5.0,,4.0,,1.0,1.0,1.0,1.0,,,1.0,,2.0,0.0804,0.1312,41.807323535779,2.0,2.0,-0.35,,,1.0,,,,,,,,,,
