match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,length,id,injury,isHome,incidentClass,playerName,rescinded,player_id,player_name,reason,from
10433995,FT,2.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
10433995,,,,,90,0.0,,1,,,injuryTime,5.0,,,,,,,,,,
10433995,,,,,76,,,15,,,substitution,,121844063.0,False,False,regular,,,,,,
10433995,,,,,74,,,17,,,substitution,,121844062.0,True,True,injury,,,,,,
10433995,,,,,74,,,17,,,substitution,,121844061.0,False,True,regular,,,,,,
10433995,,,,,67,,,24,,,substitution,,121844022.0,False,False,regular,,,,,,
10433995,,,,,67,,,24,,,substitution,,121844023.0,False,False,regular,,,,,,
10433995,,,,,65,,,26,,,substitution,,121844021.0,False,True,regular,,,,,,
10433995,,,,,60,,,31,,,card,,120798532.0,,True,yellowRed,Borja Sainz,False,992567.0,Borja Sainz,,
10433995,,2.0,0.0,,59,,,32,,,goal,,169165360.0,,True,regular,,,992567.0,Borja Sainz,,
10433995,,,,,51,,,40,,,card,,120798520.0,,True,yellow,Borja Sainz,False,992567.0,Borja Sainz,Argument,
10433995,,,,,48,,,43,,,substitution,,121843982.0,True,True,injury,,,,,,
10433995,,,,,46,,,45,,,substitution,,121843973.0,False,False,regular,,,,,,
10433995,HT,1.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
10433995,,,,,45,0.0,,1,,,injuryTime,4.0,,,,,,,,,,
10433995,,,,,35,,,11,,,card,,120798476.0,,False,yellow,Houssameddine Ghacha,False,941633.0,Houssameddine Ghacha,Foul,
10433995,,1.0,0.0,,17,,,29,,,goal,,169163235.0,,True,penalty,,,331751.0,Riad Bajić,,penalty
10433995,,,,,12,,,34,,,card,,120798435.0,,True,yellow,Jorman Campuzano,False,924420.0,Jorman Campuzano,Foul,
