match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_keyPass,stat_wonContest,stat_unsuccessfulTouch,stat_totalCross,stat_goalAssist,stat_shotOffTarget,stat_interceptionWon,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,stat_hitWoodwork,stat_penaltyFaced,stat_penaltyConceded
10433995,home,Giresunspor,Ferhat Kaplan,ferhat-kaplan,F. Kaplan,G,190.0,12,M,81949,EUR,600134400,G,35,35,False,41.0,27.0,28.0,14.0,18.0,19.0,9.0,22.0,2.0,2.0,2.0,14.0,4.0,3.0,5.0,2.0,90.0,59.0,8.6,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433995,home,Giresunspor,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,170.0,27,M,852161,EUR,800928000,D,77,77,False,18.0,13.0,4.0,2.0,9.0,11.0,4.0,7.0,3.0,4.0,2.0,6.0,,,,,90.0,41.0,6.9,12.0,0,77,True,2.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10433995,home,Giresunspor,Ramón Arias,ramon-arias,R. Arias,D,181.0,87,M,158625,EUR,712195200,D,21,21,False,30.0,19.0,10.0,3.0,19.0,22.0,,8.0,2.0,5.0,8.0,7.0,,,,,90.0,45.0,6.9,12.0,0,42,,2.0,5.0,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10433995,home,Giresunspor,Kadir Seven,kadir-seven,K. Seven,D,184.0,50,M,1395435,EUR,1052092800,D,50,50,False,22.0,16.0,4.0,1.0,13.0,15.0,3.0,7.0,2.0,4.0,5.0,2.0,,,,,90.0,34.0,7.4,6.0,0,2,,2.0,3.0,,,3.0,2.0,2.0,1.0,,,,Kadir Seven,,,,,,,,,,,,,,,,
10433995,home,Giresunspor,Faruk Can Genç,faruk-can-genc,F. C. Genç,D,180.0,18,M,1014334,EUR,950659200,D,99,99,False,19.0,13.0,6.0,3.0,8.0,11.0,5.0,8.0,1.0,5.0,3.0,1.0,,,,,90.0,41.0,6.9,9.0,0,61,,,2.0,2.0,,,2.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,,,,
10433995,home,Giresunspor,Jorman Campuzano,jorman-campuzano,J. Campuzano,M,175.0,818,M,924420,EUR,830822400,M,30,30,False,30.0,22.0,5.0,2.0,12.0,16.0,10.0,14.0,3.0,9.0,1.0,10.0,,,,,90.0,44.0,6.7,13.0,0,21,,2.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,,,,2.0,1.0,3.0,,,,,,,,,,,,
10433995,home,Giresunspor,Görkem Sağlam,gorkem-saglam,G. Sağlam,M,175.0,118,M,795001,EUR,892252800,M,23,23,False,17.0,13.0,3.0,1.0,5.0,5.0,8.0,14.0,1.0,4.0,,3.0,,,,,74.0,27.0,6.4,10.0,0,61,,3.0,7.0,1.0,,,1.0,1.0,2.0,2.0,1.0,,,,,1.0,3.0,2.0,,,,,,,,,,,
10433995,home,Giresunspor,Doğan Can Davas,dogan-can-davas,D. C. Davas,M,170.0,37,M,604856,EUR,872208000,M,17,17,False,6.0,4.0,,,1.0,2.0,3.0,4.0,4.0,5.0,1.0,1.0,,,,,74.0,22.0,6.6,7.0,1,17,,2.0,6.0,1.0,2.0,,,,,1.0,1.0,,,,1.0,,2.0,,1.0,1.0,1.0,,,,,,,,
10433995,home,Giresunspor,Vukan Savićević,vukan-savicevic,V. Savićević,M,180.0,71,M,257071,EUR,759801600,M,26,26,False,13.0,7.0,,,2.0,5.0,7.0,12.0,2.0,5.0,,1.0,,,,,48.0,25.0,7.2,10.0,0,8,,,1.0,,,,1.0,,1.0,2.0,,,,,1.0,2.0,2.0,4.0,,,,2.0,,,,,,,
10433995,home,Giresunspor,Borja Sainz,borja-sainz,B. Sainz,F,174.0,2627,M,992567,EUR,980985600,M,7,7,False,5.0,3.0,1.0,1.0,,,3.0,5.0,1.0,9.0,,6.0,,,,,60.0,29.0,6.6,10.0,3,17,,,7.0,,2.0,,,,3.0,10.0,1.0,,,,,7.0,2.0,,,,,,2.0,1.0,1.0,,,,
